States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	3785	3586	3586	3237	3184	3196	3807	3831	4367	4333	3829	4987	4074.5	4546.75	3586	3411.5	3384.5	3476.75	4315	4292.5	5137.5	4897.5	4272	6484.5	4269	4867	4867	3527	3505	3580	4516	4486	5588	5165	4462	7028	4399	4867	4867	3748.5	3720	3768.25	4779.5	4689.5	6172	5425	4722.5	7548.5	5773	6148	6148	4328	4328	4343	6301	5187	8647	6923	5787	11771	4286.6	4697.4	4644.11	3589.99	3564.41	3623.33	4582.94	4494.46	5679.72	5220.72	4516.12	7085.52
20	8749	9617	9617	7663	7086	7624	9449	9849	11647	10587	9829	14693	9499.5	9617	9617	8190.25	8275.5	8123.75	10857	10603.5	13641	12105.5	10598.5	16512	9893	12148	12148	8560	8571.5	8298.5	11361	11084	14280	12472	11004	17448	10456	12148	12148	8884	8884	8572	11852	11444	15324	13147	11425	18241	14483	19741	19741	11079	10929	10322	15285	12913	20049	16823	12993	20779	10100.06	11439.32	11363.39	8567.87	8592.02	8367.03	11418.7	11075.18	14472.12	12614.8	11056.88	17484.5
30	14695	14367	14367	12532	12592	12175	16813	16165	20225	18389	15991	24119	16680	18148	18148	13553.5	13822.25	12916	18224	17590.5	22644	19984	17510.5	27607.5	17590	18148	18148	14051	14267.5	13206.5	19011	18047	23505	20508	18013	28772	18864.5	21929	21929	14452.75	14749.75	13575	19483.5	18653.5	24725	21186	18639	30075.5	23549	29491	29491	17723	18016	14387	22665	20241	27231	24641	20555	34319	17871.59	19660.4	19773.83	14119.54	14343.57	13253.32	18902.64	18110.86	23662.12	20552.5	18113.9	29070.98
40	22389	24148	24148	18041	18232	16977	23817	23507	29579	25173	23359	35401	25369	24148	24148	19394.5	19471.25	18001.25	25765	25016	32477	27910	24894	39783	26934	29179	29179	19791	19890	18243.5	26627	25520	33173	28648	25687	41328	28455.5	29179	29179	20414.5	20671	18677	27846.5	26300.5	34591.5	30047	26100	42987	33857	39241	39241	23605	24850	19541	36947	29285	37001	32243	28231	48079	27084.44	28072.18	28172.8	19917.16	20197.06	18314.72	27036.96	25687.42	33476.56	28892.18	25637.5	41453.18
50	30061	30148	30148	23644	23762	22282	32047	31119	39657	33807	30889	48499	36505.5	36429	36429	25105	25249.5	23132.5	33757	32751.5	42551	36168.5	32818.5	52620.5	38659	36429	36429	25625	26124.5	23697	34441	33749	44112	36944	33632	54031	40277	36429	36429	26388.5	26611	24135.25	35252.5	34378.5	45320	37950.5	34357	55811	47203	48991	48991	31257	31648	25528	53799	37547	49463	44777	38381	63691	38710.51	36429	36351.12	25867.85	26264.98	23693.56	35037.1	33752.04	44026.46	37209	33647.28	54358.1
60	40273	36148	36148	29307	29119	27829	39875	38041	50745	42337	37901	60963	46464	43679	43679	30890.5	30990.5	28525.5	41767	40574	52615.5	44840	40273	64782.5	48939	43679	43679	31750.5	32166	28913	42729	41292	53644	45744	41133	66351	51687.5	51210	51210	32670.25	32790.75	29371.5	44260	42187.5	55236.5	47023.5	41904	68314	63354	66272	66272	39328	38664	31720	57179	46161	61255	49431	44701	79497	49376.85	46691.4	46917.33	32199.95	32558.42	28973.26	43416.38	41320.12	54054.34	45889.9	41166.4	66651.54
70	52513	50929	50929	36058	36223	32977	48923	46967	60887	52265	46555	72969	59518.5	50929	50929	36927	37719.75	34071.5	50716	48924	63860.5	54059.5	48974	78292.5	62232	50929	50929	38310.5	38316.5	34352	51712	49866	64763	54959	49668	80652	65093.5	59710	59710	39005	38747	34900.75	53004	50685	66131.5	56461	50478	82699	70645	77272	77272	45233	45772	37051	71355	54601	71065	61699	52367	91737	62318.18	55407.31	55670.74	38529.72	38841.82	34509.05	52664.24	49865.62	65111.18	55272.6	49758.9	80753.64
80	63095	48148	48148	41613	41578	37675	56509	55265	69599	59745	54431	87283	70883	58179	58179	43766.75	44077.25	39459.5	59415.5	57094	74142.5	63040.5	57111.5	91943.5	74814	68210	68210	44810.5	44555	39859	60329	57925	75652	64084	57903	94059	78427.5	68210	68210	45715.5	45792.25	40452.75	61999.5	58947.5	77076.5	65434	58911	96654.5	89117	88272	88272	54243	56599	42111	80411	63359	80497	71473	62469	102301	74897.15	66203.8	66203.8	45356.24	45771.02	39941.78	61613.9	58087.1	75675.48	64271.1	58042.42	94230.74
90	76525	65429	65429	47798	47602	43668	65855	63209	81709	69219	63397	97703	85489	65429	65429	50341	50219.75	44986.5	67820	65562.5	85465.5	71878	65612.5	104528	87829	76710	76710	50915.5	50716.5	45547.5	69762	66516	86979	73680	66524	108365	92398	76710	76710	51974.75	51430.75	46008.5	71117.5	67642	88214	75227.5	67534	111641	107241	110553	110553	60450	60948	48558	93187	71107	93777	81853	73627	131615	88777.65	75807.52	75807.52	51814.46	51972.1	45543.16	70895.76	66645.46	86881.04	73630.8	66537.7	108566.76
100	89037	72679	72679	54044	54109	49389	74289	72085	93069	77659	70789	112785	97558.5	72679	72679	56743.5	56284.75	50740.75	77699	74034.5	96732.5	82386	73960	120589.5	101378	85210	85210	57427.5	56847.5	51234	78531	75155	98189	83808	75144	122631	106502	97741	97741	58287.25	58337.75	51866.25	80645.5	75998	99690	85495.5	75971.5	125992.5	126465	122803	110272	72604	69173	53498	106399	80011	104741	91117	79901	137393	102479.43	86087.17	85210	58437.18	58574.34	51309.75	79989.98	75092.88	98315.74	83910.32	75150.56	123107.26
