States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	1025	2050	2050	1342	1342	1624	1025	1025	843	631	919	286	1230	2050	2050	1684	1675	2014.25	1025	1114.25	972.25	789.5	1019.75	463	1321	3075	3075	1784	1757	2113	1025	1195.5	1043	852	1098.5	532.5	1461.25	3075	3075	1883.5	1856.75	2233.25	1079.5	1304.5	1133.5	906.5	1165.25	604.25	1728	4100	4100	2255	2177	2810	1604	1604	1457	1087	1358	747	1337.77	2822.85	2798.25	1776.25	1763.72	2149.22	1069.52	1220.48	1064.29	850.42	1098.56	531.15
20	2541	4050	4050	4037	3975	4413	2025	2084	1921	1516	2021	598	3492.75	6075	6075	4262.25	4207.5	4947	2078.75	2314.5	2254	1750.75	2185	907.75	3769.5	6277.5	6075	4416.5	4313	5144.5	2180	2471.5	2380	1828.5	2255	1047.5	4126.25	8100	8100	4565.75	4450.75	5368.5	2288.75	2618.5	2509	1908.25	2360.75	1166	5125	10125	10125	4913	4913	6008	2744	3209	2862	2153	2724	1532	3852.8	7079.4	7091.55	4424.54	4339.21	5145.18	2206.53	2494.86	2384.91	1828.83	2275.4	1044.6
30	5489	6655	6655	6620	6361	7639	3025	3382	3201	2495	3098	1148	7111.25	12100	12100	7093	6829.25	8233.25	3204.75	3621.5	3637	2705.25	3365.5	1441.25	7615.5	12100	12100	7352	7027.5	8430	3316	3795.5	3832	2814.5	3447	1581	8241.5	12100	12100	7477	7373.25	8655.25	3549.75	4007	3987.5	2957.25	3602	1704.75	9731	15125	15125	7982	7950	9211	4388	4573	4637	3424	3951	2091	7634.1	12311.75	12299.65	7294.32	7088.39	8435.88	3387.3	3820.33	3840.9	2847.02	3476.26	1581.53
40	10209	12075	12075	9555	9084	10983	4025	4438	4413	3318	4020	1449	12085	16100	16100	10284.5	9932.75	11686.75	4337.25	4966.75	5177.25	3714.5	4522.5	1889.25	12858.5	16100	16100	10548	10191	12030.5	4468.5	5185	5430.5	3862.5	4677.5	2033	13750.25	20125	20125	10726.75	10518.25	12356	4719.5	5488.75	5667	4046.5	4869.75	2203	15141	20125	20125	11499	11044	13659	5668	6189	6549	4626	5250	2756	12874.79	17315.55	17130.4	10527.94	10222.3	12046.58	4563.28	5224.58	5449.42	3882.67	4686.05	2048.85
50	16105	12060	15075	12846	12192	14764	5082	5802	6173	4225	5097	2016	18375.25	20100	20100	13653.5	13110	15431.75	5546	6475	6735.25	4681.75	5712.75	2420.5	19508.5	25125	25125	13925.5	13446.5	15719.5	5815	6674	7014	4889.5	5886.5	2648.5	20661.5	25125	25125	14145.75	13807.75	16042.75	6064	6937	7277.5	5058.75	6102.5	2883.5	23056	26130	26130	15115	14972	17376	7060	7626	8061	5629	6687	3434	19490.39	22401.45	22572.3	13890.24	13449.88	15738.21	5828.58	6715.88	7051.18	4897.07	5904.44	2665.51
60	23409	18075	18075	16521	15412	18310	6301	7065	7651	5024	6386	2321	26499.5	24100	24100	17169	16616.5	19100.75	6765	7791.5	8370.75	5755.75	6804.75	3044.25	27861.5	30125	30125	17449.5	16949	19458	7041.5	8059	8667	5878	7030	3332.5	28772.75	30125	30125	17814	17373.75	19904.75	7278.75	8482.25	9039.5	6088	7306.75	3562	33194	31330	36150	18604	18213	21259	8078	9587	10102	6727	7882	4282	27798.24	27040.2	27570.4	17475.84	16967.47	19538.66	7039.3	8119.78	8699.42	5927.57	7055.14	3326.94
70	29973	21075	21075	20200	18674	22312	7122	8417	9098	6048	7397	2933	35502	28100	29505	20702	20202.75	23126.75	7865.25	9235	10078.25	6703.5	7996.75	3542.75	37279	35125	35125	21003	20566	23609	8207.5	9632	10370.5	6942	8246	3779.5	38279.75	35125	35125	21357.75	20932	24037.25	8579	9974.5	10704.75	7187.5	8556.25	4042.25	41855	37935	43555	22304	21945	25436	9720	11155	11995	7858	9119	4769	36934.79	32034	33172.05	21076.33	20561.52	23602.42	8217.71	9624.73	10408.72	6975.38	8259.53	3791.93
80	37982	24075	32100	23219	22596	25987	8300	10228	11048	7281	8789	3305	43585	32100	32100	24462.25	23576	27000.75	9097	10825	11800.75	7823	9275.25	4103.25	45406	40125	40125	24797.5	24123.5	27350.5	9439	11230	12150.5	8041.5	9476.5	4296	47495.25	40125	40125	25129.5	24510	27726.25	9800	11665.5	12446	8321	9863.25	4619	52023	48150	48150	25931	25611	29026	10881	12755	13869	8816	10535	5282	45439.46	35919.9	37829.85	24763	24068.11	27346.7	9481.86	11272.68	12162.7	8062.88	9537.77	4333.22
90	42748	19855	27075	27413	26495	30087	9532	11381	12494	8251	9571	3678	50785.5	37453.75	37905	28207.75	27387.25	31010.25	10273.25	12447.75	13534.75	8850.75	10405.75	4502	53328.5	45125	45125	28632	27782	31370	10640	12720.5	13790.5	9050	10639.5	4817	55531.25	45125	45125	28934.5	28316.25	31871.5	11049.25	13009	14137.75	9338.5	10919.25	5058.25	62122	54150	54150	30256	29678	33188	12162	14013	15177	10582	11652	5862	53151.46	41406.7	42959	28584.1	27843.3	31413.44	10657.01	12741.72	13832.86	9075.52	10640.1	4794.71
100	50316	30075	40100	31100	29319	34146	10737	13113	14186	9374	10592	4289	58178.75	40100	50125	32046.5	30744.5	35333	11519.75	14045	15217	9842.75	11563.5	5116.5	61962.5	50125	50125	32399.5	31504	35757	11928.5	14432.5	15802	10133.5	11839	5445	64040	50125	50125	32980.25	32092	36073.25	12311.75	14976.25	16136.25	10467	12131	5736.5	69970	60150	60150	34209	33721	37154	13826	16208	16891	11326	12992	6409	61315.96	45934.55	48841.8	32524.36	31491.69	35669.25	11959.94	14500.66	15693.29	10158.13	11860.71	5426.58
