States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	1025	1025	1025	1025	1025	1025	1025	1025	554	1025	755	212	1025	1178.75	1025	1025	1025	1136	1025	1025	654	1025	835.5	337.5	1025	2306	2306	1173	1025	1219.5	1025	1025	735.5	1025	865	393	1025	2306	2306	1420	1417.5	1406.75	1025	1159.5	803.5	1025	942	447.5	1325	3587	3587	1991	1991	2054	1582	1413	1098	1582	1166	637	1042.73	2115.9	2062.61	1247.01	1222.17	1281.63	1046.54	1094.48	744.78	1046.54	892.5	396.29
20	2025	4556	4556	2602	2025	2563	2025	2025	1440	2025	1763	568	2135	4556	4556	3150.25	3253	3072.25	2025	2135.75	1662.5	2025	1858.5	758	2254.5	7087	7087	3546.5	3550	3249.5	2055.5	2258	1780.5	2055.5	1961.5	830.5	2499.5	7087	7087	3864.75	3844	3606.25	2107.25	2392.75	1899.25	2107.25	2037.5	900.75	3817	9618	9618	5836	5666	5079	2606	2915	2392	2606	2441	1250	2358.88	6327.7	6251.77	3536.41	3560.36	3335.57	2095.47	2282.33	1799.53	2095.47	1973.38	837.63
30	3274	6806	6806	4971	5031	4614	3025	3048	2451	3025	2784	1012	3833.25	10587	10587	5984	6261.25	5332.25	3063.5	3323.75	2818.75	3063.5	2937	1195.25	4329.5	10587	10587	6490	6670.5	5640	3138.5	3468.5	2906	3138.5	3110.5	1310.5	4756.5	14368	14368	6870	7174.5	6001.5	3320.5	3674.75	3054	3320.5	3272.75	1392.5	6589	18149	18149	8198	8772	6749	3934	4859	3464	3934	3886	1751	4449.54	11494.44	11607.87	6457.89	6681.92	5667.27	3201.84	3518.7	2929.33	3201.84	3120.32	1307.49
40	5012	14087	14087	7980	8171	6916	4025	4045	3469	4025	3851	1318	6244	14087	14087	9303.25	9410.25	7870	4115.5	4529.5	3869	4115.5	4085.5	1644	6875.5	19118	19118	9697	9829	8119.5	4230	4691.5	4109	4230	4249	1761	7509.5	19118	19118	10268	10572.75	8616	4442.25	4994.25	4258.5	4442.25	4386	1899.5	9707	24149	24149	11256	11963	9376	5548	5728	4973	5548	4784	2220	6970.26	17407.46	17407.46	9711.12	9982.88	8229.4	4337.8	4743.28	4085.73	4337.8	4250.9	1768.08
50	6502	17587	12311	11083	11201	9711	5025	5273	4461	5025	4780	1707	9413.75	22297.75	17587	12544	12688.5	10564.25	5162.75	5739	5205.75	5162.75	5227.75	2061.25	10300	23868	23868	13016.5	13559.5	11136	5362	5986	5356	5362	5367.5	2210	11271.75	23868	23868	13814	13984	11553.25	5547.5	6259.25	5598.5	5547.5	5657.5	2381.5	14108	30149	30149	15876	15965	12812	6993	7071	6253	6993	6042	2926	10401.2	22863.04	22684.66	13149.03	13413.48	11100.34	5429.57	6026.01	5387.09	5429.57	5440.42	2228.54
60	9474	21087	21087	14246	14058	12677	6025	6288	5925	6025	5830	2172	11955.75	28618	28618	15770.5	15893.75	13324.25	6248.5	6892.75	6394.75	6248.5	6303.5	2625.75	12884.5	28618	28618	16446.5	17068.5	13784	6454.5	7143.5	6627.5	6454.5	6496.5	2810	14528.75	28618	28618	17387.5	17460.25	14064.75	6812.5	7437	6906.5	6812.5	6687.25	2937	21681	36149	36149	20921	20477	16321	8610	8118	7668	8610	7410	3518	13351.23	28316.76	28542.69	16593.35	16915.2	13818.46	6589.99	7170.62	6662.65	6589.99	6496.42	2796.49
70	12031	24587	24587	17839	18662	15416	7025	7566	7205	7025	7046	2451	15757.25	33368	33368	19327	20029.25	16453	7450.75	8125	7709	7450.75	7507	3046.25	17277	33368	33368	20478.5	20737	16770.5	7666.5	8366.5	8038.5	7666.5	7654.5	3238.5	18535.25	33368	33368	21157.5	21167.25	17265.75	7983	8709	8363.25	7983	7878.5	3438	22370	42149	42149	23836	24011	19048	9817	9991	9536	9817	8371	3879	17219.77	34333.91	34597.34	20364.98	20690.6	16871.11	7781.33	8411.11	8045.84	7781.33	7696.38	3237.81
80	14819	28087	28087	21552	21517	17614	8122	8648	8285	8122	8161	3087	19163.25	38118	38118	23238.75	23997.5	19262.75	8585.75	9358.5	9090.5	8585.75	8595	3465.25	20934.5	38118	38118	24579.5	24481	19697.5	8816.5	9609.5	9381.5	8816.5	8819.5	3697	22813	48149	48149	24997.75	25080.5	20301.5	9107.25	9952.5	9596.75	9107.25	9084.25	3916	28647	48149	48149	26921	28676	21410	10925	11076	10517	10925	9810	4530	20962.3	40324.82	40324.82	24286.62	24621.16	19754.8	8927.55	9670.57	9334.75	8927.55	8848.95	3683.87
90	19106	31587	31587	25237	25041	21107	9056	9680	9775	9056	9153	2840	23574.5	42868	42868	27283.25	27562.25	22344.25	9636.25	10618.75	10417.25	9636.25	9765.5	3819.5	24711.5	42868	42868	28238.5	28137.5	22889.5	9954	10968.5	10753	9954	10012.5	4131.5	27190.5	54149	54149	28688.75	28672	23329.75	10304.75	11234.25	10947.5	10304.75	10228.5	4503.5	34458	54149	65430	31338	32971	25727	12755	12792	12338	12755	11260	5040	25226.96	46703.54	47380.4	28006.54	28196.28	22863.24	10104.79	10953.62	10741.54	10104.79	10018.77	4139.92
100	22849	35087	35087	28983	29048	24328	10288	11170	10963	10288	10233	3629	26821	47618	47618	31528.25	31223.75	25526.5	10833.5	11737.75	11829.75	10833.5	10926.25	4380.75	28870.5	47618	47618	32092	31753.5	26047.5	11226	12109.5	12130	11226	11134	4663	31528	60149	60149	32728.75	32903.5	26647	11754.5	12519.75	12464.5	11754.5	11362.5	4913	40764	60149	60149	40088	37902	28437	13963	13483	13371	13963	11985	5594	29613.1	53256.95	52630.4	32073.7	32195.1	26099.03	11356.32	12130.87	12141.7	11356.32	11158.01	4646.1
