States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	104	293	293	182	182	210	91	132	113	91	95	25	116	394	394	203	201.75	224	93	155	131.75	93	117.5	40	122	394	394	214	213.5	232	95	163	144	95	124	45.5	127	495	495	223	221	244	114.25	173	155	114.25	131	53	152	697	596	276	276	323	166	211	189	166	168	73	122.06	430.36	413.19	213.25	212	239.26	104.07	164.55	144.46	104.07	125.35	46.41
20	342	784	784	552	554	605	183	363	320	183	226	53	398	1186	1186	613	609.75	639	193.75	406.75	355	193.75	259	86.75	421.5	1186	1186	626.5	623.5	657.5	220.5	419	369	220.5	271.5	98	439.5	1387	1387	644.25	638.25	682	240	439	382	240	288.25	108	481	1588	1588	691	703	748	305	483	426	305	321	140	417.48	1232.23	1220.17	628.32	623.07	662.52	221.38	421.88	370.05	221.38	272.89	98.47
30	758	1776	1475	1063	1015	1067	298	656	556	298	389	100	859	2077	2077	1111	1084	1112.75	351	708	593	351	418.75	139	899	2077	2077	1133.5	1107.5	1140.5	380	734.5	609	380	435.5	165	928.25	2378	2378	1156.25	1135.5	1163.25	413	756	637	413	452.25	184	1017	2679	2980	1237	1181	1348	502	862	683	502	494	244	892.32	2179.34	2149.24	1133.97	1109.24	1145.49	381.9	735.45	615.07	381.9	435.21	161.97
40	1266	2366	2366	1582	1505	1596	415	956	812	415	535	157	1457	2767	2767	1656.5	1608.5	1646.75	481.5	1029	858.75	481.5	587.75	201.75	1504	3168	3168	1692	1646	1672	530.5	1056.5	875.5	530.5	611	221.5	1557.75	3268.25	3569	1725.25	1683.5	1720	559.25	1088	907	559.25	628.25	244	1703	3970	3970	1784	1760	1903	675	1232	987	675	673	315	1501.94	3131.91	3159.98	1688.94	1645.09	1685.9	523.98	1061.67	882.87	523.98	608.53	225.07
50	2026	2956	3457	2144	1982	2132	556	1282	1060	556	720	219	2214.75	3958	3958	2245.5	2187.5	2205.25	630.25	1392.5	1116	630.25	765	256.75	2272	3958	3958	2278	2227	2236	672.5	1421	1144.5	672.5	784	289	2334.25	4459	4459	2315.75	2265.25	2273.25	721.75	1461.25	1173.5	721.75	805	310	2517	4960	4960	2410	2361	2467	838	1528	1279	838	890	377	2270.13	4128.34	4088.26	2278.23	2222.6	2242.34	677.68	1422.18	1147.63	677.68	787.38	285.86
60	2871	3546	4147	2720	2475	2734	667	1683	1340	667	911	259	3145.5	4748	4748	2872.75	2775.75	2793.75	751.75	1759	1399.75	751.75	945	309	3252.5	5349	5349	2915.5	2835	2829.5	802	1796.5	1429	802	969	333	3362.75	5349	5349	2943.25	2878.25	2863.25	845.5	1834.5	1455.25	845.5	990.25	370.25	3586	6551	7152	3083	2998	3101	950	1976	1579	950	1043	493	3257.42	5162.69	5204.76	2905.31	2828.74	2836.93	800.73	1799.59	1430.66	800.73	968.85	340.44
70	4097	4837	4837	3430	3223	3292	806	1986	1607	806	1091	315	4406	5538	6239	3508.75	3403.75	3392.75	888.75	2149.75	1676.75	888.75	1142.75	354.5	4517	6239	6239	3543	3462	3434.5	939	2187.5	1711	939	1173.5	386.5	4624	6940	6940	3594.5	3517.25	3470.25	990.25	2232	1740	990.25	1197.25	416.25	4885	7641	7641	3725	3682	3647	1120	2393	1882	1120	1247	500	4502.99	6161.89	6281.06	3552.96	3459.51	3439.12	945.1	2186.18	1711.97	945.1	1170.72	387.89
80	5335	4726	4726	3994	3756	3904	928	2405	1888	928	1274	339	5769.75	7129	7129	4175	4048	4009.5	1041.5	2536.75	1968	1041.5	1346.75	409.75	5903	7129	7129	4224.5	4115.5	4051	1082.5	2596.5	2008.5	1082.5	1372	445	6036	7930	7930	4268.25	4185	4097	1144.25	2643	2045.25	1144.25	1394	491	6474	7930	8731	4443	4370	4332	1299	2754	2180	1299	1447	640	5908.7	7257.16	7401.34	4226.65	4111.15	4059.16	1093.85	2590.23	2009.73	1093.85	1369.46	450.89
90	6821	6217	6217	4687	4423	4549	1067	2829	2195	1067	1466	380	7415.25	7118	8019	4842.5	4683.75	4662.5	1187.75	2971.75	2273.75	1187.75	1533.75	456.75	7607	8019	8019	4893.5	4761.5	4700.5	1233	3005	2312	1233	1563.5	494	7774.75	8920	8920	4956.5	4836.75	4770.5	1277.25	3061.75	2347.5	1277.25	1591.5	523.25	8015	9821	10722	5148	5005	4954	1488	3205	2487	1488	1688	608	7578.35	8100.09	8298.31	4898.6	4748.13	4713.46	1233.41	3012.77	2314.95	1233.41	1564.22	491.68
100	8596	5906	7908	5307	5053	5239	1147	3210	2465	1147	1663	390	9152.5	7908	8909	5548.75	5420.5	5308	1302.75	3377.75	2577.75	1302.75	1727.75	503	9367	8909	9910	5603	5505	5364.5	1362	3434.5	2614	1362	1759.5	528	9550	9910	9910	5648.5	5575.75	5413.25	1419.25	3489.5	2658.25	1419.25	1783.25	566.25	9851	11912	11912	5876	5752	5512	1557	3627	2810	1557	1863	651	9329.52	8949.96	9709.8	5597.26	5488.13	5362.39	1357.42	3435.96	2616.94	1357.42	1758.37	532.53
