States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	41	41	41	41	41	41	41	41	23	23	38	8	41	41	41	41	41	41	41	41	31.75	29	40	12	41	92	92	41	41	50	42	41	35.5	31	41	14	41	92	92	56	56	53.25	43	41	39	33	41	15	41	143	143	74	74	69	45	56	47	37	52	23	41	76.19	76.19	48.41	48.41	49.23	42.24	41.89	35.29	30.86	41.38	13.66
20	81	81	81	107	107	100	84	81	64	53	74	18	81	182	182	125	125	119	87	82	82	60	80	25	81	283	283	138	138	127	90	86	88	64	83	28	81	283	283	146.25	147.25	137.25	92	90	95	67	87	30.25	81	485	485	174	174	165	95	104	108	73	102	41	81	240.58	240.58	136.39	136.61	128.14	89.62	87.25	88.08	63.55	83.86	28.02
30	121	272	272	199	199	172	130	121	109	82	115	26	121	423	423	229.75	229.75	206.75	137	127	135	92	122	36	121	423	423	241.5	241.5	218.5	139	132.5	145	96	126.5	40	121	423	423	267.25	267.25	231	141	136	153	101	131	43	132	574	574	294	294	252	145	157	178	107	149	55	121.33	430.55	432.06	245.03	245.08	218.05	139.2	132.45	144.73	96.19	126.93	39.98
40	161	362	362	297	297	281	181	165	170	116	157	38	161	563	563	348.75	352	309	188	179	197.75	125	167	48	161	563	563	373	373.5	325.5	190	184.5	209	130	171	52.5	161	764	764	387.25	388.25	335.25	192.25	190	218	134	179	58	188	965	965	444	444	371	197	211	247	148	194	71	162.39	649.43	649.43	371.03	371.67	323.1	189.99	185.09	207.83	129.65	172.92	52.37
50	201	452	703	428	428	364	233	212	240	146	195	52	201	703	703	493	492.75	417	240	228	263	159	210	58.75	201	954	954	514	514	432.5	241.5	235	273	163	217.5	63.5	215	954	954	533	533.25	443.25	243	243.25	283	167	224	68	235	1205	1205	615	615	505	247	266	310	180	270	81	207.47	853.6	861.13	511.04	511.58	430.97	241.37	235.68	272.56	163.21	217.71	63.53
60	241	287	542	559	559	497	283	261	296	177	245	63	241	1144	1068.75	630.75	630	523.75	291	276.75	325	193	254.75	72	252.5	1144	1144	645.5	646.5	543	292	289.5	338.5	196.5	263	77	260	1144	1144	688.25	689.5	564.25	294	296	351	201.25	270.25	83	316	1445	1445	771	771	609	310	319	387	213	296	97	253.19	1084.26	1089.82	655.65	657.93	543.51	292.48	287.42	338.16	196.86	263.13	77.57
70	281	632	632	722	722	624	334	303	373	212	282	73	281	1334	1334	770.75	769	647.75	342	330.75	394.75	225	295	85	303	1334	1334	794.5	790	663.5	344	339	407.5	230	303	91	310	1334	1334	839	836.25	677	346	351.25	417	236.25	315	97.25	378	1685	1685	889	882	760	354	383	460	255	344	130	304.47	1369.1	1369.1	804.16	801.74	665.27	343.82	340.58	408.31	230.97	305.52	91.36
80	321	321	1123	855	855	726	385	358	429	230	316	83	345	1524	1524	899.5	895.75	761.75	393	385	459.75	259	344	95	349	1524	1524	932.5	947.5	782.5	396	395	474.5	266	355	102	369.25	1524	1524	982.25	982	799.5	397	407	486.25	272.25	363	110	480	1925	1925	1150	1147	865	402	443	534	288	399	130	358.36	1568.11	1580.14	947.32	946.78	782.64	395.19	396.38	474.58	265.29	354.34	102.75
90	361	812	1263	1009	1008	853	439	421	490	274	371	95	394.75	1714	1714	1057.75	1070	897	445	438.75	534	291	390	108	400.5	1714	1714	1125.5	1126	913	447	451	548.5	299	400.5	113.5	440.75	2165	2165	1148.25	1149.5	933	448	460.5	566	305.25	414	122	516	2165	2165	1248	1248	991	465	500	609	325	455	137	418.04	1808.71	1799.69	1112.57	1115.58	913.07	446.91	450.68	550.61	298.51	401.8	114.98
100	430	902	902	1159	1148	960	489	472	551	309	410	107	440	1904	1904	1234.25	1242.5	1009	496	496	600	327	435	123	464.5	1904	1904	1275	1271	1033	498	504	613.5	334	444	130	497.25	2405	2405	1298.25	1296	1049.75	499	514.25	630.25	337.25	456.25	139	612	2405	2405	1408	1411	1108	507	553	673	357	477	161	473.02	2044.28	2069.33	1266.51	1265.87	1033.08	497.56	505.73	615.44	333.3	444.8	130.64
