States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	599	562	562	546	546	554	629	623	496	629	626	429	641	1063	955.75	581.75	581.75	656	662.5	669	599.25	662.5	661.5	498.75	653	1139	1139	627	623.5	717.5	685	731	672	685	701.5	525.5	667	1177	1177	677.5	679	796.25	714.25	792.75	727.25	714.25	759	552.25	764	1796	1796	797	835	1007	807	1037	966	807	967	688	655.73	1044.93	1039.52	635.17	635.95	722.48	691.41	743.68	670.86	691.41	720.5	529
20	1427	2427	2427	1386	1386	1738	1591	1732	1584	1591	1549	1175	1483	3364.25	3588	1696.5	1685.5	2035.5	1670.5	1894.5	1857.75	1670.5	1744.5	1325.75	1519	3704	3704	1778	1776.5	2149	1710	2020	1970.5	1710	1824	1384.5	1599.75	3820	3820	1899.5	1902	2324.5	1767.25	2167.25	2095	1767.25	1925.25	1447.25	1864	5217	5217	2360	2253	2817	1967	2439	2439	1967	2187	1667	1550.14	3593.5	3593.7	1798.82	1792.99	2186.02	1723.17	2032.26	1979.45	1723.17	1839.63	1392.93
30	2295	4019	4019	2547	2614	3116	2589	2844	2801	2589	2635	2070	2508.75	5844	5844	3057	3097.25	3609	2715.75	3312.75	3221.5	2715.75	2916.25	2222	2669.5	5989	5989	3229	3253	3870	2796	3448.5	3434.5	2796	3021.5	2296.5	2801.75	7667	7686.5	3391	3405.5	4048	2875.5	3621	3628	2875.5	3187.75	2358.25	3620	10136	10136	4139	4109	4778	3115	4060	4138	3115	3591	2643	2685.96	6547.35	6547.55	3239.87	3266.27	3869.76	2803.86	3454.36	3452.27	2803.86	3056.22	2301.55
40	3422	7868	7868	4426	4397	4974	3683	4352	4391	3683	3816	3021	3923.25	8158	8158	4779.25	4848	5559.5	3889.75	4900	4872.25	3889.75	4164.25	3227.5	4190	10663	10624	4938	4972.5	5844	3967	5069.5	5040	3967	4377	3330.5	4615.5	10897	10819	5162.5	5257.75	6120.5	4110.75	5270.5	5344	4110.75	4568.5	3446.25	5837	13872	13872	5825	5909	6956	4529	5835	5869	4529	5343	3745	4259.94	10114.55	9980.1	4978.32	5036.87	5871.12	4006.69	5075.51	5107.08	4006.69	4392.03	3340.52
50	4834	10182	10182	6158	6261	6864	4935	5974	6009	4935	5031	3995	5689	13561.5	12788.25	6698.75	6781	7630	5116	6507	6560.5	5116	5557.5	4236.5	6045.5	13737	13776	6885	6988.5	7900	5222	6734.5	6783.5	5222	5753	4334	6623.25	13971	14049	7107.75	7148.5	8180	5326.5	7013.5	6997.5	5326.5	5960.25	4434	7617	17510	17412	7598	7767	9260	6151	7618	7965	6151	6592	4794	6173.83	13350.45	13286.43	6891.44	6978.25	7918.78	5232.03	6762.73	6788.61	5232.03	5750.89	4346.16
60	6896	12438	12554	8203	8306	9304	6131	7645	8030	6131	6461	4987	7879.75	16811	16733	8736.75	8875.75	9917.5	6350	8237.75	8399	6350	7036	5295.5	8518	17045	17045	8902	9157	10171	6469.5	8493	8581	6469.5	7235	5423.5	9080	17825	17376.5	9145	9419.25	10364.5	6628.5	8741.75	8817.75	6628.5	7447	5549	11124	22226	22226	10077	9940	11662	7167	10042	9777	7167	8092	5864	8570.85	17634.03	17384.37	8963.4	9146.4	10209.54	6497.97	8503.01	8649.51	6497.97	7240.45	5422.73
70	8547	15448	15448	10148	10410	11384	7343	9208	9520	7343	7863	6017	10516	20041	20041	10830.5	10984.25	12146	7642.75	9942	10239.75	7642.75	8501.75	6363.25	11301	20353	20275	11073.5	11210	12556	7763.5	10271.5	10543	7763.5	8716.5	6466.5	11934.75	24908.5	20743	11360	11498	12988.5	8004	10578.5	10825.75	8004	8983.25	6672.25	14082	26158	29451	12091	12363	14122	8873	11548	11673	8873	9716	7156	11313.98	21753.67	21202.36	11120.28	11245.64	12583.48	7865.53	10305.38	10526	7865.53	8723.19	6516.04
80	11642	22881	22881	12714	12662	13572	8735	11018	11191	8735	9329	7178	13410.25	23505	23427	13170	13365.25	14715	9002	11874.5	12190	9002	10009	7447.5	14054	24051	23895	13483	13590.5	15053	9162.5	12112	12476	9162.5	10257	7608.5	15175.75	29208	29110	13779.25	13911.75	15432.5	9345.75	12527.5	12828.25	9345.75	10483.75	7730.75	19093	34753	34753	14800	15071	16668	10963	13619	13519	10963	11294	8465	14281.73	26425.24	26071.78	13520.12	13656.05	15090.28	9229.06	12176.32	12500.52	9229.06	10248.8	7626.61
90	13127	26111	26111	14878	15058	16474	9794	12971	13303	9794	10690	8190	16615	26793.5	26813	15606.75	15786.5	17375	10383	13755.75	14251.5	10383	11600.75	8536.75	17408	32699	30277.5	15888.5	16169.5	17773	10586	14205.5	14526	10586	11904.5	8736	18518.75	33556.5	33532	16250	16479.25	18054	10750.75	14625.75	14927.25	10750.75	12187.25	8904	21287	41235	40291	17088	17639	19154	11741	15421	15356	11741	13140	9405	17541.12	30461.04	30258.01	15927.81	16144.79	17720.96	10623.1	14175.05	14557.44	10623.1	11907.43	8735.4
100	17136	29575	29575	17387	17190	18632	11263	14556	15306	11263	12364	9274	19852	30277	30257.5	18069.25	18242.5	19844.5	11817.5	15791.5	16259.5	11817.5	13056.75	9783	20904.5	37170	37268	18503	18565	20275	11965.5	16162	16582	11965.5	13388.5	9968.5	21834.25	37660	37856	18856	18996.75	20781.5	12230.5	16540.75	16933.25	12230.5	13671.75	10178	27372	45829	45593	19946	19821	22168	12956	17985	17842	12956	14620	10650	20945.06	35069.96	35299.39	18486.02	18560.99	20286.88	12016.73	16193.41	16599.72	12016.73	13420.07	9986.56
