States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	763	716	716	646	638	642	765	773	843	765	773	983	814	908	716	680	675.75	696.75	861	857	958.5	861	851	1196.5	853	972	972	705	701.5	715.5	902	894	1034	902	888	1301	874	972	972	749.5	743.25	753.5	950	935	1150	950	938.5	1376	1131	1228	1228	857	857	868	1231	1049	1571	1231	1147	2157	855.7	938.11	927.46	716.62	711.44	723.81	914.76	897.6	1058.9	914.76	899.06	1310.76
20	1757	1922	1922	1530	1416	1513	1887	1953	2189	1887	1929	2765	1897.5	1922	1922	1637.75	1654.25	1621.5	2175	2119	2537.5	2175	2123.5	3082.5	1977	2428	2428	1712	1714.5	1659.5	2264	2220	2669	2264	2200	3206	2095.5	2428	2428	1772.25	1768.25	1717	2372.5	2285	2870.5	2372.5	2272	3361	2893	3946	3946	2201	2173	2053	3053	2559	3773	3053	2599	3841	2017.47	2286.32	2271.14	1711.57	1716.79	1671.93	2282.72	2214.6	2694.7	2282.72	2210.74	3222.46
30	2939	2872	2872	2498	2516	2440	3373	3233	3761	3373	3259	4507	3332	3628	3628	2704.5	2756.5	2582	3636.5	3531	4232	3636.5	3504	5142.5	3519	3628	3628	2806.5	2854.5	2645.5	3805	3613	4378	3805	3601	5298	3769.5	4384	4384	2890.5	2944.5	2722.75	3895.5	3724.5	4574.5	3895.5	3730.5	5553.5	4691	5896	5896	3532	3605	2886	4529	4061	5035	4529	4121	6321	3574.71	3930.4	3953.08	2822.42	2866.8	2650.99	3778.86	3623.18	4400.02	3778.86	3620.4	5363.98
40	4473	4828	4828	3611	3636	3400	4763	4735	5459	4763	4693	6569	5052	4828	4828	3874	3887	3592.75	5159	4994	6044	5159	4986	7389	5389	5834	5834	3955.5	3981	3648	5310	5108	6176	5310	5115	7631	5665	5834	5834	4080.25	4130.5	3729.75	5574.5	5273	6437.5	5574.5	5214	7966.5	6735	7846	7846	4710	4959	3905	7384	5873	6873	7384	5667	9085	5415.83	5612.68	5632.8	3980.54	4036.36	3660.88	5405.1	5135.18	6223.46	5405.1	5120.52	7667.06
50	6007	6028	6028	4714	4772	4454	6423	6213	7431	6423	6163	9065	7300.5	7284	7284	5022.75	5053	4631.75	6763	6556	7912.5	6763	6587.5	9728.5	7729	7284	7284	5121.5	5230	4742.5	6898	6744	8218	6898	6704	10038	8072.5	7284	7284	5281.5	5323	4833.5	7045.5	6879	8456	7045.5	6859.5	10332	9455	9796	9796	6247	6326	5087	10754	7497	9187	10754	7737	11773	7746.66	7284	7268.43	5173.46	5253.14	4739.01	7009.91	6752.76	8189.16	7009.91	6729.84	10080.2
60	8065	7228	7228	5858	5813	5572	7975	7645	9463	7975	7603	11151	9294.5	8734	8734	6180	6200	5695.5	8357.5	8091.5	9813	8357.5	8058.5	11916.5	9777	8734	8734	6351.5	6433.5	5785	8558	8268	10034	8558	8232	12268	10318	10240	10240	6537.75	6555.75	5872	8834.5	8439.5	10267	8834.5	8385	12662	12663	13252	13252	7868	7723	6340	11390	9251	11443	11390	8949	14529	9874.26	9336.4	9381.58	6439.82	6511.04	5795.2	8682.5	8262.5	10069.92	8682.5	8228.58	12326.2
70	10519	10184	10184	7210	7252	6609	9775	9381	11313	9775	9369	13661	11899.5	10184	10184	7380.5	7532.25	6811.5	10144	9769	11844	10144	9791.5	14504.5	12439	10184	10184	7667	7666.5	6873.5	10349	9971	12065	10349	9952	14921	13010.5	11940	11940	7798.25	7755.5	6977.75	10589	10139.5	12322	10589	10087.5	15272	14155	15452	15452	9023	9173	7406	14230	10813	13165	14230	10439	16873	12460.16	11079.56	11132.24	7703.36	7766.45	6901.28	10534.77	9968.68	12118.22	10534.77	9943.34	14924.42
80	12599	9628	9628	8324	8314	7531	11301	11031	12933	11301	10911	16211	14172	11634	11634	8745.75	8815.75	7884.5	11884.5	11415	13822	11884.5	11413	16951	14951	13640	13640	8961.5	8907.5	7971	12058	11564	14080	12058	11584	17406	15676.5	13640	13640	9138.5	9149.25	8085.5	12399.5	11788	14380	12399.5	11812.5	17851.5	17839	17652	17652	10838	11313	8431	16076	12713	15019	16076	12547	19095	14976.69	13238.8	13238.8	9066.82	9151.06	7986.42	12318.84	11606.64	14090.04	12318.84	11609.02	17405.8
90	15309	13084	13084	9556	9524	8723	13149	12613	15119	13149	12681	18071	17089	13084	13084	10060	10031	9004.25	13591.5	13096.5	15930.5	13591.5	13102.5	19533.5	17564	15340	15340	10183	10133.5	9096.5	13954	13290	16174	13954	13271	19934	18477.5	15340	15340	10378	10302.25	9201	14228.5	13536	16484.5	14228.5	13466	20438	21457	22108	22108	12103	12184	9711	18636	14221	17425	18636	14813	23535	17754.56	15159.52	15159.52	10361.97	10393.14	9108.93	14178.11	13321.92	16183.68	14178.11	13299.86	20030.54
100	17781	14534	14534	10816	10817	9885	14849	14405	17283	14849	14187	20837	19509.5	14534	14534	11338	11259.5	10146.25	15553	14765.5	18045.5	15553	14793	22216	20279	17040	17040	11483	11368.5	10242.5	15723	14999	18350	15723	15061	22663	21291.5	19546	19546	11656	11668.5	10364.5	16107.5	15220	18590	16107.5	15202	23116	25253	24558	22052	14545	13820	10668	21288	15947	19555	21288	15957	25113	20491.5	17215.42	17040	11686.07	11713.21	10258.42	15993.52	15005.86	18336.72	15993.52	15030.18	22697.48
