States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	10534	29322	29322	18409	18445	21081	9100	9108	10707	9100	9252	3420	11719.25	39433	39433	20377.5	20127.25	22384.5	9291	11061	11930.75	9291	10695.25	4680	12270.5	39433	39433	21341.5	21379	23221	9538.5	12394.5	12520.5	9538.5	11421	5272	12818	49544	49544	22316.75	22073.25	24435.75	11377	13510	13232.25	11377	12379.25	5860	15113	69766	59655	27338	27338	33242	16371	17646	15363	16371	14439	7469	12330.26	43072.96	41354.09	21339.02	21227.72	23891.76	10411.92	12483.54	12651.33	10411.92	11535.27	5355.31
20	34833	78433	78433	55563	55472	60967	18304	22991	27486	18304	20008	8637	39581.25	118655	118655	61338	60849.75	63928.75	19402	26909.75	29425.75	19402	23972.25	10699	42300.5	118655	118655	62735	62311.5	65583.5	22033	28638	30327	22033	25147	11538.5	44189.75	138766	138766	64373	63864.25	67918.25	24034	30467	31255	24034	26468.25	12907.5	48622	158877	158877	69600	70655	76249	30729	35329	34295	30729	30405	15897	42139.22	123280.53	122073.87	62873.02	62317.52	66242.36	22141.25	28702.45	30470.82	22141.25	25250.74	11716.44
30	76250	177655	147544	106304	101689	106642	29883	39410	45316	29883	33473	13454	86114.25	207766	207766	110962.75	108353.25	111116.5	35040.25	46752.5	48370	35040.25	38350.25	18074	90245	207766	207766	113358.5	111039	114072	37989	49364	50551	37989	39806.5	19867.5	93364.5	237877	237877	115551	113745.75	116633.75	41269	51211.75	52107	41269	41102.5	21634.25	101171	267988	298099	123707	118007	135014	49308	64325	58446	49308	44298	24063	89648.67	218003.74	214992.64	113412.8	110985.16	114561.75	38189.76	49216.19	50530.07	38189.76	39713.85	19695.18
40	127048	236655	236655	159869	150563	159726	41535	58271	66289	41535	46930	20246	146251.5	276766	276766	165780.75	160457.25	165094	48020.25	67447	70200.5	48020.25	52312.5	24705.25	151159	316877	316877	169373	164685.5	167368.5	52819.5	71652	71981	52819.5	54168.5	26689	156102.25	326904.75	356988	172736.25	168430	171567	56086	75175.75	74467.5	56086	56165.25	28774.75	170528	397099	397099	178466	175805	189096	67104	81818	84156	67104	60578	34444	150991.6	313267.01	316074.78	168943.11	164566.5	168576.82	52377.75	71254.11	72418.68	52377.75	54187.58	26829.48
50	203547	295655	345766	214256	197388	212884	55619	82575	86515	55619	61246	27769	220393	395877	395877	224387.25	218883.25	220371	63354.75	94480.25	90877	63354.75	66622	31171.5	227440	395877	395877	227799.5	223003.5	224034.5	67230	97067	93193.5	67230	68731.5	33623	234422.5	445988	445988	231656	226565.75	227185.25	72219.25	99757.5	95787.75	72219.25	70413	36121.75	252507	496099	496099	240789	236690	248139	83581	115131	106246	83581	75068	44604	227935.81	412914.74	408905.86	227849.76	222356.22	224220.18	67826.51	97290.83	93376.63	67826.51	68539.42	33749.77
60	293246	354655	414766	272304	247874	273215	66949	103351	107910	66949	74199	31576	315887.25	474877	474877	287480.25	277983.75	279477.25	75051.75	118434	113883.25	75051.75	80458.75	36932.75	326993.5	534988	534988	291580.5	283443	282507	80319.5	123665.5	117459	80319.5	82955.5	38440	338233.25	534988	534988	294386	288150	286302.75	84383.75	128109	120160.75	84383.75	84833.25	41819.25	360092	655210	715321	308461	299281	309032	94918	143552	129224	94918	88893	47580	327246.22	516353.59	520561.36	290653.27	282971.26	283596.13	80128.1	123328.8	117078.89	80128.1	82748.32	39288.75
70	410708	483766	483766	343213	321933	329083	79812	138766	128661	79812	88535	38332	443740.25	553877	623988	351208.25	340688.5	339231.5	88889.75	148062.25	137204.25	88889.75	95582.25	42155	454465.5	623988	623988	354473.5	346124	343493	94553	152182	139394.5	94553	98288	44739.5	464701.5	694099	694099	359385.5	351820.25	347591	98988	156174.75	142998.25	98988	100179	47366.5	492387	764210	764210	372489	368097	365337	112209	166382	157571	112209	106258	57909	452829.69	616275.79	628194.66	355452.61	346069.23	344084.28	94558.03	152223.13	140268.15	94558.03	98037.25	44881.01
80	532368	472655	472655	399575	376595	390693	92783	164312	153265	92783	105222	42478	579646.75	712988	712988	417355.25	404707.25	401507.75	103969.25	177142	161070	103969.25	110993.25	47996.25	592844.5	712988	712988	423086.5	411620.5	404728	108168.5	181381	164672	108168.5	113289.5	51197	606270	793099	793099	427588.5	418781.75	409847.75	114672	186384.5	168608.75	114672	115526.5	55082.75	650189	793099	873210	444376	437471	433084	129553	199203	180835	129553	122024	65010	592997.75	725805.76	740225.74	422768.53	411238.99	406043.44	109434.62	181740.1	164886.48	109434.62	113066.45	51807.02
90	692563	621766	621766	468832	443388	455730	106791	197081	179244	106791	115812	47016	744337.5	711877	801988	485011.75	468518.75	466230.5	118878.75	208958.25	187191.25	118878.75	125539.25	54883.75	761659	801988	801988	489705	476055	470093.5	123390	212305	190833	123390	128224	58557	778803.25	892099	892099	495546.25	483118	477074.5	127629	218160.75	193457.5	127629	131119.75	61794.5	803515	982210	1072321	513761	501690	497116	149164	236089	206063	149164	136901	73501	759985.06	810097.99	829922.41	489994.77	474983.52	471393.45	123410.87	213588.37	190422.61	123410.87	128197.82	58725.12
100	860055	590655	790877	530267	505081	523832	114780	216495	204316	114780	128741	53836	917393	790877	890988	554643	541606.5	531185.25	130535.5	235602	210629.25	130535.5	140456.75	61696	937195.5	890988	991099	560098.5	550242	536566.5	135934.5	241583	214725.5	135934.5	142558.5	66113.5	957742.5	991099	991099	564511.75	557871.25	540671.5	142249.75	246615.25	222016.75	142249.75	145275.75	69055.25	984348	1191321	1191321	589064	575547	552493	155892	264474	228966	155892	150236	79399	934562.04	895082.54	971076.8	559796.05	548849.63	536179.5	135766.92	241124.49	215951.72	135766.92	142673.31	65669.66
