States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	168	286	286	197	197	244	177	186	197	155	160	154	197	336.75	318	248	247.75	295	192	227.75	224.75	175.75	202.75	172.5	213	453	441	262	260	310	201	240.5	239.5	185	215	182.5	233.25	465	465	280.25	276.5	340.25	215	261.5	261	195	230.25	192	288	668	668	361	350	428	301	347	331	256	302	229	217.51	422.39	418.66	264.81	262.72	319.62	204.15	244.18	244.57	187.69	218.27	183.35
20	519	779	747	660	653	716	434	517	498	398	466	389	661.25	1011	1011	708.75	695	816.75	468.5	573.75	585.5	438.5	510	423	712.5	1146.5	1134	736	721.5	857	495.5	613	615.5	458.5	533.5	443	761.75	1332	1332	773.25	745.5	901.5	523.25	646.75	654.25	482.25	559	461.25	932	1805	1805	868	868	1004	580	735	758	549	641	516	714.26	1187.49	1189.75	740.3	724.61	861.32	496.33	612.13	619.91	460.51	537.2	444.25
30	1135	1334	1297	1153	1096	1339	718	871	900	669	780	637	1354.75	2108	2108	1239.75	1203	1443	776.75	999.75	1006.75	723.5	850	703	1478.5	2140	2140	1296	1247	1497.5	807.5	1038	1045	753.5	892	724	1567.5	2256	2270.25	1331	1314.25	1536.25	843.25	1105.5	1098.25	791.25	928	750	1872	2735	2735	1521	1450	1714	1047	1251	1254	971	1041	871	1469.33	2191.19	2188.93	1291.3	1254.95	1494.72	817.09	1045.92	1054.07	764.07	896.62	729.24
40	1994	2348	2348	1780	1656	1976	1021	1332	1338	952	1173	936	2381.5	2948	2948	1892.75	1840.75	2152.5	1110	1464	1479.5	1045	1250.25	1007.75	2520	3060	3044.5	1949.5	1890	2223.5	1146.5	1517	1545.5	1072.5	1296	1026.5	2705.75	3685	3665	1999.25	1948	2290.75	1196.25	1593	1600.25	1127.5	1344.5	1066.5	3166	4005	4005	2181	2115	2615	1378	1915	1837	1272	1473	1171	2544.24	3231.47	3195.92	1947.87	1892.87	2229.77	1158.83	1535.23	1547.77	1085.82	1296.88	1033.79
50	3284	2687	3018	2433	2261	2765	1383	1660	1863	1253	1545	1213	3716.75	3884	3928	2578.75	2488.5	2925.5	1479.5	1967.25	1981	1382	1656	1330	3940	4655	4645	2656	2572.5	2998.5	1541	2042	2042	1425.5	1708	1361.5	4258	4815	4800	2719.25	2637.5	3078	1583.5	2133.25	2122.5	1475.25	1751.5	1404.25	4722	5458	5458	2894	2836	3299	1732	2375	2378	1594	1912	1510	3989.45	4344.26	4376.63	2650.61	2567.52	3003.9	1537.17	2049.17	2057.81	1429.21	1710.09	1363.06
60	5048	3748	3748	3134	3053	3510	1765	2201	2309	1640	1936	1569	5595	4917	4885	3342.5	3231.75	3740.75	1848	2485	2515.75	1732.25	2057.25	1654.75	5876.5	5725	5795	3409	3316.5	3799	1902.5	2573	2568	1778.5	2139	1692	6114.25	5930	6030.75	3486.5	3405.5	3896.25	1973	2636.75	2638.25	1829.5	2192.5	1734.75	7118	6680	7376	3778	3744	4253	2165	2858	2871	1975	2395	1861	5872.01	5420.58	5513.23	3422.15	3321.39	3821.06	1915.86	2561.05	2582.14	1784.74	2131.19	1695.56
70	6413	4685	4526	3910	3693	4388	2058	2750	2874	1934	2362	1855	7687	5963.75	6155.25	4107.75	4002.25	4587.5	2205.5	3037.75	3054.5	2066.75	2504.75	1975.75	8083.5	6875	6925	4179	4082.5	4683	2278	3139.5	3132.5	2126.5	2574	2026	8455.25	7056	7140.75	4258.25	4170.25	4788.5	2350	3230.75	3193.75	2202.25	2645	2088	9043	8300	9500	4629	4370	5049	2733	3505	3553	2490	2903	2311	8005.51	6553.74	6772.92	4191.24	4088.93	4688.45	2286.87	3133.5	3136.42	2135.96	2578.27	2029.15
80	8447	5469	6548	4621	4580	5174	2459	3262	3388	2304	2682	2190	9729.75	6897	7032.25	4924	4789	5422.5	2607.5	3602.5	3604.25	2452	2952	2314.5	10085.5	7985	8155	5038	4861	5559	2690	3719	3730	2526.5	3047	2383.5	10627.25	8290.25	8411	5123.5	4984.75	5660	2790.5	3823.5	3816.75	2601.5	3136.5	2446.25	11559	10128	10608	5371	5264	5933	3009	4095	4122	2768	3404	2622	10159.72	7575.07	7946.64	5029.31	4887.68	5552.78	2705.02	3716.89	3715.93	2526.57	3046.54	2383.76
90	9931	4894	6299	5541	5433	6013	2802	3879	3836	2647	3189	2523	11565	8082.5	8222.5	5787	5605	6355.5	3010	4077.5	4181.5	2816.75	3388.5	2685.5	12153	9205	9405	5872.5	5706	6463.5	3083	4237.5	4281	2889.5	3482	2724.5	12628	9576	9596	5975	5840.5	6556.5	3177.75	4345.25	4374.25	2949.75	3580.75	2776	14662	11852	11996	6307	6279	6874	3509	4888	4699	3286	3889	3023	12150.55	8854.98	9139.42	5878.85	5726.45	6460.36	3091.31	4238.23	4275.85	2892.33	3488.33	2730.14
100	11465	6937	8292	6407	6114	6984	3253	4183	4515	3057	3570	2917	13509.5	9218	10335	6642.75	6395.25	7309.75	3427.25	4784.75	4769.5	3201.75	3885.75	3048.75	14369	10425	10666	6742	6563.5	7398.5	3513.5	4890	4885	3287.5	3965	3103	15052.5	10771	10986	6899	6698	7520.25	3607.25	4977.75	4997.75	3362	4077.25	3159.5	16710	13216	13624	7420	7135	7921	3908	5277	5203	3572	4309	3326	14337.81	10037.64	10555.65	6773.63	6561.75	7427.28	3518.27	4877.79	4894.19	3288.33	3973.49	3105.1
