States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	545	741	741	574	574	620	443	519	541	404	433	376	631.25	1123.75	1062	680.75	680.75	735.5	502.75	606	608	462.75	529.75	429.5	694.5	1243	1243	713.5	730	778	555	645.5	651	495	561	451.5	789	1345	1374	763.75	788.75	840	600.25	685	718	533.25	594.25	493.5	979	1953	2376	1122	1394	1208	1331	814	966	1219	755	1044	709.96	1251.8	1248.97	733.05	745.64	797.4	572.11	649.82	675.31	515.83	562.84	474.71
20	2176	2404	2650	2054	1960	2010	1194	1649	1607	1109	1244	1044	2606.25	3315	3496	2258.75	2282.5	2235.5	1377	1838.75	1695.75	1249.5	1385	1153.25	2785	3688	3847	2359.5	2436	2335	1526	1913	1787	1326	1447	1219	2941.5	3957.5	4475	2544.25	2578.25	2429.5	1638.75	2012.5	1925.25	1403.25	1511.5	1278.5	3331	5633	5835	3508	3482	3314	2137	2555	2548	1921	1782	1573	2791.08	3687.25	3977.82	2410.04	2447.37	2357.14	1525.54	1932.31	1829.2	1349.78	1456.29	1234.41
30	5300	5119	5385	3894	3953	3826	2120	3062	2855	1951	2186	1843	6318.5	6368.5	7113	4384.75	4444	4168.5	2463.5	3446	3111	2186	2424.5	2024	6701	6866	7885	4637	4670	4286	2666.5	3549.5	3212	2317	2512.5	2130.5	7039	7421.75	9006.75	4932.25	4886.25	4408	2834.5	3713.75	3377.25	2483.25	2585.25	2225.5	7602	11971	11593	6491	5953	6012	3591	4594	4870	3362	3273	3011	6668.37	7005.76	8061.1	4709.46	4690.65	4318.02	2656.84	3585.84	3263.01	2345.88	2526.67	2138.4
40	9794	5992	8213	6308	6034	5938	3114	5091	4139	2900	3275	2647	11766	9434	10957	7157.25	6871.5	6189.5	3578.75	5306.5	4626	3162.25	3588.5	2928.25	12479	10302.5	12229	7505.5	7239.5	6403	3777	5507	4788	3327	3666.5	3046	13087.25	11868.5	12951	8130	7517.5	6566.5	4090.5	5662.5	4969	3576	3788.75	3244.5	15245	13812	17144	11423	9905	7830	5040	6601	6036	4659	4293	4181	12418.16	10580.51	12080.92	7673.75	7248.6	6432.64	3843.71	5517.37	4836.92	3406.37	3700.83	3111.78
50	17224	11770	9737	9341	8840	7932	4311	7069	5865	3886	4603	3614	19463.75	14089	14916	10371.25	9744.25	8581.5	4763	7404.75	6340.5	4261.25	4828.75	3940.5	20443.5	15163	16716	10922.5	10063	8740	5104.5	7690	6510	4439.5	4975.5	4100	21669.25	17073	17992.75	11515.75	10515.75	8922	5352.5	7949.25	6794.75	4694.5	5125	4272	23516	22774	21688	16194	13381	10208	7077	9025	8167	6405	5978	5456	20457.9	15371.78	16330.46	11105.41	10161.81	8796.04	5108.96	7713.04	6593.01	4520.56	4994.49	4162.91
60	24681	12439	12583	12509	11928	10278	5444	9264	7652	4981	5886	4665	29287	18271	19018	14017.5	12642.5	10961.5	6033.75	9808.25	8097	5425.5	6185.5	5001	30785	20271	21009	14822	13145	11185	6429	10069.5	8342.5	5530.5	6306.5	5160	31902.75	21874.5	23013	15617.75	13864.5	11464.5	6734.75	10241	8558.5	5762	6450.5	5341.25	34647	27718	30275	18407	16475	12160	7815	11698	9637	7166	6831	6393	30562.75	20221.15	21139.77	15007.96	13281.89	11237.16	6418.98	10047.69	8348.36	5633.92	6327.65	5202.64
70	34280	17298	18494	17126	14499	12726	6359	11855	9246	5900	7169	5562	41225.25	23959.75	24428	18585.75	15839	13467.5	7257.75	12401.25	9916.5	6501	7559.25	6061.75	43126.5	25607	27183	19461	16511	13677	7725	12554.5	10150	6709.5	7710.5	6203	44434	28119	29170	20593.25	17140.5	13888.5	8038.5	12904.75	10414.75	7003.25	7878.5	6441	47512	32446	34353	23534	19227	15308	9466	13942	11771	8730	8561	7789	42781.26	25529.09	26762.51	19623.8	16564.75	13718.38	7674.84	12670.63	10200.78	6783.35	7723.38	6274.49
80	49939	21706	21136	20533	17829	15770	7836	14319	11146	7256	8533	6709	55760.25	28692	28148	22688	19568.75	16091	8506	14896	11743.25	7633.25	9033.25	7115.75	58036	30145	31392	24056.5	20127.5	16354	8885	15256	12077.5	7894	9192.5	7312.5	60184.25	34108	34366.75	25352.75	20695	16735	9416.5	15514.75	12385.25	8194.5	9365.5	7516.75	67467	43497	42610	28859	22917	18442	10625	17004	13739	9456	9922	8427	57945.38	31129.93	31333.54	24176.32	20185.77	16449.38	8971.05	15250.85	12106.72	7942.06	9203.6	7339.72
90	65801	27619	24114	24966	20945	18172	9075	16919	12926	8232	9857	7845	72517.25	33992	32407.5	27504	22859.5	18816	9833	17534.75	13842.75	8758.25	10533	8186.75	74791	38067	36395.5	29099	23802	19273	10414.5	17928	14178	9009	10716	8384.5	77364.75	40077.5	40386.5	30669.25	24625.25	19625	10786.75	18219.5	14469.75	9336.25	11001.5	8637.25	83570	49653	47555	33734	27240	20678	12235	20014	15294	11420	11641	10231	74806.69	37733.54	36585.01	29117.16	23900.45	19251.3	10372.58	17976.62	14187.58	9090.76	10757.13	8449.4
100	83411	32287	27250	29424	24914	20692	10263	19453	14961	9339	11613	8748	91229.5	42313.5	37463.5	32923.25	26724	21709.5	11421.25	20451	15893.5	10073	12103.5	9375.75	95585.5	43659	42105	33976	27853.5	21980	11891	20805.5	16235	10399.5	12254	9623	97772.75	48518	46190	35416.75	28967.5	22325	12277	21181.25	16587.75	10672	12455.5	9902.75	109794	58662	57120	41119	32564	24812	13519	22371	18691	11634	13071	10812	94664.55	44672.05	41544.8	34238.55	27949.17	22056.3	11856.4	20834.21	16292.23	10402.06	12275.96	9627.66
