States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	7814	7440	7440	7274	7274	7354	8084	8070	6479	8084	7317	5854	8219	14471	12893.25	7642.5	7642.5	8561.75	8469.5	8474.5	7647.25	8469.5	7898	6670.25	8381	15231	15231	8271.5	8118	9415.5	8702	8901.5	8406	8702	8218.5	6913	8503.5	15611	15611	8992	9049.75	10528	9003.5	9612.25	9104	9003.5	8867.5	7202.25	9740	23822	23822	10525	10947	13028	10008	13166	11493	10008	11706	8402	8390.16	13906.31	13832	8406.24	8422.01	9486.36	8754.79	9182.62	8413.19	8754.79	8578.67	6936.11
20	17896	31911	31911	17980	17980	22242	19578	19520	20064	19578	17873	15576	18450	44299.25	47542	22136.5	22030	25940.5	20332.25	21584.75	23004.75	20332.25	20246.5	16998.25	18810	48702	48702	23185	23185	27355	20711.5	22431.5	24125	20711.5	21363.5	17570	19775.25	49862	49862	24750.75	24807.75	29690	21468.75	24151.25	25880.75	21468.75	22568.5	18139.75	23198	67853	67853	31206	29505	36493	23424	28315	30107	23424	25794	20501	19269.68	47114.48	47116.48	23481.65	23401.26	27933.03	20914.86	22841.43	24422.61	20914.86	21489.38	17623.11
30	28370	51631	51631	32410	33798	39522	31244	32091	34925	31244	30836	26101	30991.25	75902	75902	39804.25	40121.75	45827	32642	35526.75	39739	32642	33660.5	27934.75	32882.5	77352	77352	41671.5	41966	48716	33464.5	37019	41673	33464.5	35365	28574	34601.75	100153	100348	43921.25	44368.75	50919	34258	38483.5	43421	34258	36691.25	29474.25	44166	130864	130864	54172	53896	60443	36836	43225	49752	36836	42827	32134	33042.73	84922.43	84924.43	41916.9	42304.02	48817.34	33536.6	37189.91	41713.02	33536.6	35367.69	28672.69
40	41912	101942	101942	56948	56423	63214	44184	47154	53693	44184	44060	37800	48179	104842	104842	61613	62271.25	70175.5	46224.25	51217.25	59042.5	46224.25	47372.75	39941	51410.5	137913	137523	63638	64053	73221	47062.5	53481.5	60833	47062.5	49685	41024.5	55968	140253	139473	66034.75	68191.5	76680.5	48740.75	55921.75	63876.5	48740.75	52480.5	42304.25	71015	178024	178024	75664	76761	87152	53583	63637	69744	53583	59355	45451	52081.82	130423.25	128677.7	64066.74	64927.14	73767.35	47529.84	53686.05	61400.53	47529.84	50035.11	41191.64
50	58547	130882	130882	78926	80637	85970	58485	60135	72567	58485	56810	49963	69298.75	174698	164460.25	85226.5	86712	95506	60269.25	67896	78946.5	60269.25	62915.25	52091	73395.5	176453	176843	88137	89492	98505	61425.5	70689	80839	61425.5	64870.5	53069.5	79858	178793	179573	91053.5	92191	102290	62573.25	73729.25	82908	62573.25	66599.5	54129	92711	224204	223224	97774	100654	115930	71581	83277	93130	71581	71509	59220	74892.68	171084.35	170243.73	88314.97	89628.41	99018.92	61643.16	71000.6	80902.74	61643.16	64723.99	53298.34
60	83240	159242	160402	104615	105382	115896	72285	79096	95578	72285	71351	61750	95070.5	214993	214213	110996.75	113643.5	123841	74479.25	85224.75	99741.25	74479.25	78019.25	64788.25	102784.5	217333	217333	113567	116961	127050	75978	88864	101506.5	75978	80690.5	65963.5	109790	225133	220648	116900	120499.75	128937.5	77745	91917	103629.25	77745	83463	67543.5	133144	281164	281164	129324	127554	145226	84247	105431	112989	84247	92926	71389	103532.93	225026.45	221808.59	114287.26	116999.41	126971.84	76279.96	89027.16	102133.33	76279.96	80677.88	66090.49
70	103007	195142	195142	129058	132151	141810	86108	91730	114338	86108	86654	73469	127467.5	255093	255093	137370.25	139647.25	150967.5	89304	104810.75	120426.25	89304	94125.5	77086.25	135435	258213	257433	140856.5	143210	155566	90639	107186.5	123548	90639	96743	78269.5	145261.5	317789	262113	144317.75	146668.75	161235	93662.75	110235.5	126751.75	93662.75	98959	80637.75	169583	330284	377235	155328	156496	175108	103363	124781	136314	103363	110797	85674	136077.63	276566.21	269510.8	141360.85	143372.16	156073.54	91898.66	107676.13	123694.12	91898.66	96619.63	78920.09
80	138947	291293	291293	161381	160561	169250	101880	115554	134313	101880	102341	88083	160951.75	297533	296753	167420.25	169844.75	181742.5	105003.25	123690.5	142579	105003.25	109612.75	90643.75	168852	302993	301433	170546	172956.5	186402	106462	127267.5	145852.5	106462	112134	92050	180861	370584	369604	174351.5	176941.25	191364.5	108793.25	132257	148914.25	108793.25	114974	93831	230017	442055	442055	187435	189889	205914	127855	148575	157168	127855	123347	101792	171329.68	334745.9	330250.04	171228.74	173587.52	186522.98	107436.99	128253.19	146001.25	107436.99	112453.19	92498.61
90	155665	331393	331393	187817	190765	203990	114226	136026	158219	114226	118569	99274	198117.25	338218	338413	196530.75	199726	215148.5	120556.25	145062.5	165982	120556.25	126964.5	103923.25	207159	415294	382068.5	201114.5	205029.5	219046	122776.5	149303	169123.5	122776.5	130260.5	106405	221516.5	423869	423624	205002.25	209379.75	222525.5	125063.75	153259.5	172060.25	125063.75	133151.75	107896.5	256634	518675	509235	216115	224464	236358	137103	164144	178829	137103	144821	114048	209553.61	384624.74	382053.81	201256.41	204684.07	218579.78	123364.23	149423.32	169210.01	123364.23	130022.33	105972.58
100	204630	373833	373833	219440	217106	229712	130666	156305	177895	130666	132534	114377	236671.75	380853	380658	227105	230967.5	244162.5	136954.5	165675	188585	136954.5	142595.25	118796	249601	469804	470784	233791.5	234864	249489	138725.5	170516.5	191890	138725.5	146910.5	121040.5	261347.5	474704	476664	237845.5	240165.25	255956	141625.5	174857	195545.25	141625.5	149547.75	122881.5	328501	576415	574055	253579	251094	270710	150318	193577	204224	150318	159646	128729	250201.42	441996.46	444891.39	233152.32	234745.31	249657.36	139269.07	170714.7	192071.38	139269.07	146655.59	120963.47
