States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	3167	2931	2931	2600	2600	2673	3243	3251	3687	3243	3253	4485	3395	3942	3689.25	2758.5	2763.5	2844.25	3599	3559	4090.5	3599	3593.5	5161.5	3483	3942	3942	2834.5	2837.5	2945.5	3795	3752	4360	3795	3748	5416	3541.5	3942	3942	2962.5	2958.5	3046.25	3950	3885.5	4714	3950	3911.5	5790.5	3843	4953	4953	3133	3133	3344	4791	4381	5517	4791	4481	7005	3470.04	3749.91	3739.8	2857.4	2859.07	2954.95	3809.94	3760.04	4433.44	3809.94	3755.38	5481.98
20	7435	7842	7842	6075	6075	6441	8569	8573	10057	8569	8119	12139	7641	9350.25	9853	6558.25	6535.75	6791.25	9330	9068	11109	9330	9070	13157	7641	9853	9853	6707	6699	6979	9678	9453	11657	9678	9388	13623	7985	9853	9853	6937.75	6920	7181.75	10156.5	9889.5	12360	10156.5	9771.5	14181.5	9045	11864	11864	7767	7488	7841	12021	11019	14583	12021	10875	15817	7820.66	9611.68	9611.68	6737.63	6730.24	7015.83	9801.84	9513.02	11768.4	9801.84	9450.34	13737.56
30	11441	11742	11742	9527	9687	10110	13955	13885	16497	13955	13931	19501	12022.5	14753	14753	10502.75	10586.5	10824.75	15141.5	14910.5	18350	15141.5	15032	21378.5	12509	14753	14753	10727	10819	11100.5	15835	15483	18986	15835	15575	22184	13078.5	17764	17764	11035.5	11116.25	11317.75	16392	15824.5	19823.5	16392	15962	23232	15981	20775	20775	12175	12223	12275	19201	17451	22773	19201	18093	25233	12634.22	15746.63	15746.63	10772.88	10840.62	11093.76	15881.84	15449.16	19136.14	15881.84	15561.1	22276.22
40	15949	19653	19653	14252	14184	14540	20717	19675	24953	20717	20347	28447	17709	19653	19653	14884.75	14978.25	15128.5	21978	21578	26499	21978	21480.5	30022.5	18484	23664	23664	15074.5	15203.5	15471.5	22672	21904	27501	22672	21988	31102	19822.5	23664	23664	15455.25	15693	15852.75	23364.5	22498	28480	23364.5	22523.5	32181.5	22709	27675	27675	16517	16742	16986	26021	24129	31973	26021	24791	34981	18747.08	22661.25	22460.7	15166.92	15316.34	15523.82	22742.66	22010.26	27597.22	22742.66	22066.3	31213.22
50	22557	24553	24553	18578	19039	18758	27225	26493	32629	27225	26875	36655	24637.5	29564	28311.25	19394.25	19477.75	19525	28962.5	28174.5	34812	28962.5	28071.5	39702.5	25652	29564	29564	19666.5	19911	19859	29500	28729	35728	29500	28627	40434	27113	29564	29564	20028	20259.5	20153.75	30218.5	29257.5	36677.5	30218.5	29196	41399.5	30265	34575	34575	20965	21417	21691	37313	31685	40995	37313	30917	44697	25854.64	28812.35	28712.13	19706.15	19931.45	19887.42	29700.84	28755.54	35813.52	29700.84	28655.48	40685.22
60	30367	29453	29453	23226	23351	23522	34587	33841	41465	34587	33267	46465	32872.5	35464	35464	23985.25	24372.25	24170.25	35993	34805.5	43587	35993	34861	49397.5	34291	35464	35464	24277.5	24807.5	24395	36630	35618	44539	36630	35393	50556	35783.5	35464	35464	24754.25	25199.5	24740	37314.5	36401.5	45554.5	37314.5	36275	51781.5	39739	41475	41475	25903	26223	26102	45307	38641	49157	45307	38229	57309	34369.5	36365.65	36004.99	24378.26	24801.59	24477.83	36765.72	35658.38	44600.3	36765.72	35587.54	50733.9
70	38059	34353	34353	27901	28028	27822	41541	40199	49383	41541	40761	55927	42265.5	41364	41364	28629.5	29027.75	28621.25	43080.5	41867.5	52294.5	43080.5	42080.5	59720.5	43610	41364	41364	29067	29475.5	29092.5	43937	42581	53632	43937	42682	61329	45232.5	48375	41364	29404.25	29870	29512	45237	43301	54992.5	45237	43413	63359	50431	48375	55386	30997	31104	31113	56569	47097	59653	56569	46175	69259	43869.12	43537.41	42766.2	29103.03	29467.08	29130.09	44549.28	42667.1	53610.6	44549.28	42818.3	61666.64
80	47775	47264	47264	32836	32961	32357	49459	47477	59383	49459	47621	66903	51964	47264	47264	33670.5	34044.5	33429.75	50734.5	49262.5	61668	50734.5	49190.5	70748.5	53641	47264	47264	34026.5	34532	33748.5	51815	49879	62762	51815	50073	72247	55742.5	55275	55275	34364.5	35014	34255.25	52794.5	50743.5	63769	52794.5	50784	73801	62689	63286	63286	35692	35980	35717	66951	54077	68693	66951	55247	77949	53862.26	51269.5	50788.84	34067.94	34518.54	33837.19	52071.06	50065.32	62742.26	52071.06	50070.16	72298.28
90	55181	53164	53164	37678	37299	37328	55073	54985	68231	55073	54989	76819	62309.5	53164	53164	38386	39027.75	38321	58292.5	56870.5	70966	58292.5	56723.5	82039	64038	62175	57669.5	39060.5	39573.5	38703	59556	57661	72383	59556	57382	84202	66361	62175	62175	39438.75	40322.25	39027.25	60878	58578.5	73338.5	60878	58194.5	85811.5	71899	71186	71186	40784	41877	40191	74513	59885	76095	74513	60261	90775	64306.82	58029.94	57759.61	38997.81	39619.21	38668.88	60351.84	57561.72	72185.74	60351.84	57434.7	83922.58
100	67719	59064	59064	42253	42315	41623	63939	62669	76121	63939	61945	89329	72989	59064	59064	43534	43948.75	42837.75	66130.5	64171.5	79629	66130.5	64263.5	93321.5	74945	69075	69075	44175.5	44600.5	43471.5	67176	65103	81567	67176	65288	95138	77166	69075	69075	44745.5	45233	44032.25	68446	66167	83146	68446	66366.5	97053	87943	79086	79086	47082	46766	45388	81747	68123	87069	81747	68535	101015	75212.98	65671.26	65971.59	44166.26	44592.13	43432.95	67465.88	65166.16	81402.94	67465.88	65318.44	95314.28
