States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	139	142	142	127	127	126	147	139	153	139	139	181	159	142	142	134	134	136	169.75	163	172.5	163	162.5	201	167	193	193	139	139	141.5	177	169	186	169	169	208	173	193	193	148	148	148	184.25	175	203	175	175	221	183	244	244	159	159	158	225	195	225	225	197	265	165.84	177.7	177.7	140.99	140.99	141.81	176.7	168.1	187.36	168.48	168.64	210.9
20	343	363	363	303	303	301	385	359	413	357	359	401	357	383	383	325.75	324.75	318.75	413.75	366.5	457	363	373	457	363	484	484	338	338	327	425.5	379	479	379	383	485	363	484	484	345.25	346	338	443	388	503	395.5	395	501	363	686	686	368	368	366	519	449	579	461	425	577	360.16	442.39	442.39	336.02	336.24	327.77	428.93	380.6	479.22	383.54	385.12	484.92
30	535	573	573	502	502	473	635	543	673	543	547	685	543	724	724	529.75	529.75	507.75	667.75	571	761	571	575	729	543	724	724	542.5	542.5	519.5	682.5	583	788	589	596	761	543	724	724	569	569	530.5	702.75	601.5	817	611	617	789.5	571	875	875	602	602	553	750	653	881	643	663	885	543.9	737.59	739.1	546.57	546.62	519.29	686.48	585.38	787.5	589.76	598.1	764.3
40	711	964	964	698	698	682	904	739	1017	735	767	927	723	964	964	749.75	753	711.75	941.75	788.5	1092.5	789	806.5	1032	723	964	964	774	774.5	726.5	971.5	807	1134	811	827	1061	723	1165	1165	788.25	789.25	736.25	1005	831	1160	839.5	845.5	1118	789	1366	1366	839	839	772	1124	885	1249	907	913	1257	726.68	1056.46	1056.46	772.22	772.86	724.29	973.92	809.18	1129.7	814.46	827.64	1074.8
50	903	1204	1204	929	929	880	1184	965	1307	959	991	1253	903	1204	1204	994.75	994.75	919	1235.75	1017	1449	1013	1031	1352.5	903	1455	1455	1015	1015	934	1264.5	1039	1472	1039	1055	1394	939	1455	1455	1035	1034.25	945.25	1301.75	1067	1510	1067.5	1091.5	1428.5	1017	1706	1706	1184	1184	1006	1385	1117	1663	1173	1171	1571	920.58	1376.69	1382.21	1014.99	1015.03	932.92	1269.67	1040.5	1476.98	1042.22	1059.7	1394.86
60	1083	1370	1444	1160	1160	1098	1448	1167	1711	1169	1205	1481	1083	1745	1745	1231.75	1232	1126	1529.5	1234.5	1790.5	1244	1265	1669	1118	1745	1745	1250.5	1247.5	1144	1564.5	1267	1837	1280	1299	1713	1133.5	1745	1745	1293	1294	1167	1605.25	1297	1881.5	1304	1329	1759	1251	2347	2046	1468	1494	1210	1709	1365	1993	1387	1405	1879	1114.74	1756.3	1757.04	1266.8	1267.24	1146.26	1567.59	1265	1836.82	1273.42	1300.1	1715
70	1263	1684	1684	1423	1423	1325	1760	1359	2105	1397	1425	1901	1263	2035	2035	1473	1470.75	1350	1860	1473	2181.5	1490.5	1518.5	2003	1321	2035	2035	1497	1493.5	1365.5	1888.5	1507	2223	1518	1551	2050	1337	2386	2386	1546.25	1541	1379.25	1921	1547	2249.5	1561	1581.5	2126	1493	2386	2386	1741	1734	1461	2065	1641	2455	1705	1667	2271	1320.36	2122.75	2119.24	1511.82	1510.02	1367.33	1892.18	1507.58	2220.84	1522.02	1549	2063.5
80	1443	1443	1924	1656	1656	1527	2085	1621	2407	1639	1669	2165	1503	2325	2325	1704.25	1700.5	1563	2163.5	1717	2545	1716	1759	2330.5	1519	2325	2325	1757	1754	1584	2195	1748	2595	1750	1797	2393	1567	2726	2726	1783.25	1783.25	1606.25	2243.25	1775	2634.5	1791	1829	2453	1815	3127	3127	2127	2124	1666	2358	1903	2773	1917	2013	2673	1538.72	2424.45	2437.28	1758.69	1758.83	1585.21	2199.88	1752.7	2591.48	1752.56	1795.16	2397.6
90	1623	2615	2615	1910	1909	1754	2375	1901	2821	1873	1943	2543	1711	2615	2615	1960	1971	1800.25	2488.75	1975	2945	1975	2024.5	2680.5	1732	2615	2615	2030.5	2028	1817	2533.5	2004	2999	2003	2064	2746	1825.5	3066	3066	2053.25	2054	1835	2585	2043.5	3039	2041.5	2093.5	2813.5	1971	3517	3517	2242	2242	1892	2671	2139	3175	2169	2155	3025	1769.46	2822.46	2817.95	2028.17	2030.55	1816.07	2531.64	2008.52	2993.68	2004.62	2061.62	2753.78
100	1885	2905	2905	2160	2149	1961	2675	2131	3203	2107	2173	2783	1920.5	2905	2905	2240.5	2243.75	2011	2828	2227	3318	2225	2288.5	3049	1997	3406	3406	2276	2272.5	2037	2867	2265	3360	2267	2317	3107	2049	3406	3406	2305.25	2299.25	2059.75	2926.5	2309.5	3409	2305.5	2351	3181	2309	3907	3907	2582	2725	2109	3017	2417	3577	2395	2487	3389	1998.3	3215.62	3229.65	2288.75	2287.81	2037.32	2869.86	2266.56	3367.86	2264.46	2319.14	3111.24
