States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	291	286	286	276	276	276	305	291	243	239	291	204	315	310	310	296.75	296.75	306.75	332	317	292.75	268	314.75	234	327	585	585	324.5	324.5	359	344	329	323	282	327	245	335.5	621	621	362.25	362.25	392.75	359	345	361.25	295	347.75	259	383	876	876	434	434	478	428	426	435	352	470	308	327.6	513.96	513.96	330.87	330.87	356.5	345.84	335.29	328.01	282.1	333.7	246.72
20	717	739	739	802	802	820	789	723	726	600	699	521	732.5	1365	1365	921.25	921.25	985.5	855.75	776.75	874	649.75	760.5	559.75	747	1944	1944	989	989	1050	873	801.5	939.5	671	787	573.5	763	2056	2056	1057.5	1059	1139.75	902.75	843.25	995.5	696.25	828	602.25	833	3534	3534	1168	1168	1370	978	1026	1157	773	1022	683	750.16	1759.19	1759.19	986.64	987.82	1060.79	878.41	814.17	939.22	674.59	798.44	579.8
30	1143	2127	2127	1568	1568	1584	1363	1159	1297	944	1159	831	1167	3180	3180	1740.25	1740.25	1808	1429	1271	1552.5	1043.25	1232.75	883.5	1191	3292	3292	1866	1866	1923	1464.5	1314	1633.5	1077	1287.5	911.5	1223	3488	3488	1988.5	1987.75	2038.5	1515.25	1361.5	1724.5	1131.25	1335.5	950	1295	4897	4897	2346	2346	2266	1633	1561	1928	1247	1580	1035	1197.65	3366.91	3377.52	1878.65	1879.04	1933.88	1473.48	1320.93	1644.13	1084.85	1296.93	919.34
40	1587	3342	3342	2330	2330	2588	1976	1650	2108	1388	1671	1156	1625	4577	4577	2842.25	2851.25	2859.5	2082.75	1840.75	2352	1466.75	1788.5	1262.5	1651	4738	4738	2945.5	2943	2997	2125.5	1908	2460.5	1537	1842.5	1291	1683	6106.5	6106.5	3057.25	3060	3106.5	2170.25	1991.25	2561.5	1575.25	1913	1342.25	1964	7974	7974	3451	3451	3500	2274	2201	2882	1732	2178	1463	1664.31	5281.94	5281.94	2948.52	2951.58	2987.59	2125.09	1924.25	2459.65	1530.43	1855.26	1297.65
50	2055	4028	5708	3616	3623	3353	2664	2234	2855	1794	2184	1551	2101	5953	5960	4003	3987.75	3948.5	2754.75	2451.75	3199.75	1941.75	2316.5	1628.5	2159	7791	7791	4194.5	4194.5	4098	2791	2508	3303	1976	2400.5	1674	2245.75	7990.5	8019	4324.75	4358	4258.5	2849	2605.75	3400.25	2038	2486.5	1722.25	2489	9858	9858	4900	4900	4742	2997	3016	3869	2265	2930	1880	2186.19	7174.73	7231.65	4171.29	4172.29	4102.03	2806.34	2529.46	3310.16	1993.41	2414.83	1680.33
60	2515	3334	5272	4794	4794	4756	3330	2823	3674	2237	2745	1881	2611	9447	9011.75	5311.5	5301.5	5084	3449.75	3032	4049.25	2419.75	2901.5	2032	2723	9751	9751	5497.5	5504.5	5321	3502	3155	4198	2462.5	2990	2080.5	2810.75	10064.5	10055	5679.75	5700.25	5524	3560	3262.5	4374.75	2517.5	3118.5	2152.5	3404	12558	12558	6216	6371	5892	3759	3611	4695	2707	3372	2249	2734.25	9405.44	9444.26	5503.1	5513.46	5312.49	3506.8	3162.52	4211.44	2469.36	3008.53	2084.29
70	2983	6363	6363	6121	6121	6154	4055	3333	4742	2742	3266	2359	3147.5	11483	11483	6624	6598.25	6420	4172.75	3707.25	5018.75	2876.5	3467.75	2437.5	3307	11730	11730	6874.5	6848	6583	4223.5	3809	5125.5	2965.5	3555.5	2508.5	3419	12062	12062	7084.5	7042	6756	4256.25	3932	5268.5	3035.5	3685	2575.25	4193	15690	15690	7706	7563	7562	4469	4313	5816	3246	3970	2824	3335.07	12012.17	12008.96	6856.7	6835.39	6599.1	4227.88	3817.42	5161.37	2961.65	3578.42	2515.5
80	3499	3707	9892	7476	7486	7284	4790	4089	5517	3060	3878	2682	3824.5	13405	13433.5	7890	7860.75	7632.5	4898	4407.75	5865.75	3382.25	4097.5	2860.25	3892.5	13652	13671	8238	8208	7932	4957.5	4534	6115	3455.5	4227.5	2923.5	4146.25	14060.5	14108	8460.25	8458	8095	5025	4644.5	6257.75	3521.5	4334.75	2985.75	5348	17862	17862	10228	10138	8726	5199	5065	6798	3758	4751	3181	4000.12	14032.25	14142.58	8260.27	8249.12	7908.81	4961.15	4530.46	6100.62	3457.71	4226.3	2922.15
90	4175	8393	11831	9079	8990	8630	5529	4807	6484	3685	4542	3132	4462.75	15469.5	15441	9533.5	9554.75	9153	5674	5094	6978	3901	4780.5	3267	4582.5	15799.5	15783	9851.5	9891	9369	5736	5253.5	7171	3970	4869	3354.5	5008.75	19230	19122	10105.25	10144	9620.5	5799.5	5377	7366.5	4058.5	5014.75	3446.75	6018	20418	20418	11198	11136	10230	5985	5781	7917	4246	5451	3664	4749.44	16547.1	16473.19	9861.08	9878.33	9387.64	5738.94	5251.36	7181.15	3975.83	4893.34	3358.14
100	4879	9381	9381	10404	10299	9860	6267	5524	7420	4264	5079	3417	5022.75	17401	17439	11037.75	10984.25	10444.75	6412.25	5806.25	7912	4414.25	5364.5	3746.5	5300	17933	18016	11304	11320.5	10734	6487.5	5943	8074.5	4484.5	5493	3810	5713.5	21870	21882	11613.25	11579.75	10946.25	6546	6098.25	8287.75	4569.75	5616.25	3889.5	6994	23043	23043	12705	12905	11593	6833	6523	8738	4846	6005	4066	5430.64	18918.36	19129.19	11341.58	11319.69	10719.56	6484.85	5961.25	8102	4495.78	5494	3819.32
