States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	6495	6148	6148	5120	5106	4938	7281	6285	9001	7281	6041	8843	7584.75	7429	7429	5566.5	5568.25	5188.25	7802.5	6878	9752	7802.5	6940.5	10504	7982	8710	9479	6132	6309	5383	8237	7214	10225	8237	7273	11451	8621.5	9991	9991	6702.25	7063	5853	9057	7571.5	10639.5	9057	7599.5	12384	11917	17370	31768	12049	18355	9821	23117	9233	16931	23117	9693	22285	8172.29	9506.3	9598.42	6299.26	6562.98	5629.77	8911.46	7298.08	10451.56	8911.46	7336.46	11823.08
20	21981	17210	17210	12554	12755	11828	19191	16017	23299	19191	16583	24231	24032.5	22272	22272	15660.75	15444.25	12650	20168.5	17651	24547	20168.5	17555	27465	25088	24803	24803	16621	16475	13020	21203	18247	25204	21203	18023	28821	26492	27966.75	27334	17820	17691.25	13784.75	24996.5	18891	26345	24996.5	18536	30866	30043	39382	50113	24263	27446	19148	32543	20439	34921	32543	19973	39445	25341.66	25972.36	25376.04	16774.54	16736.52	13320.01	22580.5	18232.5	25665.72	22580.5	18097.74	29294.5
30	47811	37053	33272	24698	23821	20473	32265	28131	38369	32265	27567	41585	51781.5	43708	40834	28178.75	26647.75	21418	35496	29696	41718.5	35496	29572.5	46915.5	54032	48396	44615	29469	28385.5	21877	38880	30436	43048	38880	30083	49409	55980.5	48396	48396	31477.75	30046.75	22704.5	43370	31163.5	44561.5	43370	30631	52981	62111	77132	80913	42348	41334	32003	58093	37341	63241	58093	37269	69637	54175.43	47231.55	44285.33	29947.96	28551	22268.86	39668.28	30613.56	43528.4	39668.28	30168.36	50114.26
40	82211	53127	49303	39501	34798	29409	47247	39693	57235	47247	40293	60441	89637	64396	59365	43146.5	39740.25	30668	50506.5	42805	59687.5	50506.5	42400.5	67338	93111	69427	64396	44714.5	41679.5	31161.5	54500	43530	60894	54500	43170	70773	96610.5	74458	73552.75	46909.25	44436.75	32178.5	62713.5	44826	62797.5	62713.5	43932.5	74404	114615	93375	103437	64555	66881	41367	76797	52395	78947	76797	50997	93599	93188.7	69731.08	66545.3	45585.67	42257.79	31702.69	57337.82	43921.2	61711.02	57337.82	43363.24	71539.62
50	124881	74115	67834	50731	47003	38601	62425	53679	74743	62425	53551	81195	138439.5	86677	80396	59310	52993.75	40461.25	66174.5	57148	79514.5	66174.5	55520	88371	145564	92958	86677	61703.5	55798.5	41580.5	72702	58185	81030	72702	56489	92624	149610	100181.25	96978.25	64334.75	59397	42900.5	81924	58830	83084	81924	57543	97174	163448	122856	129137	83328	72679	50873	116643	62341	98433	116643	60159	116251	144119.41	94581.2	89124.19	62210.3	56592.16	41970.45	75156.6	58069.9	81850.86	75156.6	56597.06	93627.36
60	183795	88865	81334	70331	58848	49157	80357	67645	93615	80357	65817	101961	199262	109651	103927	76798.25	67762.5	50913.25	82801.5	71079.5	99308.5	82801.5	69307	108774	205762	117182	111458	79532.5	71625	52267	99234	72821	101523	99234	70374	113314	212459.5	125164.75	118989	82250.5	74861.25	53274	104682.5	74133	103611	104682.5	71383	118714.5	227084	147306	161163	92096	81081	60228	126549	77311	116051	126549	73693	140563	206033.62	117498.09	112045.55	80097.93	71286.95	52389.38	95201.18	72735.3	102022.34	95201.18	70313.76	114371.94
70	245417	112396	94834	86208	73688	58485	95797	83655	114283	95797	79777	122359	275774.75	129958	121177	97352.75	80867.5	62135.75	101939	86904.5	120627	101939	83954	130044.5	280844	144008	129958	100307.5	86806	63314.5	111014	88170	122817	111014	85174	135019	292588	154194	145939.75	103154.25	90269.5	64414	123989	89921	125357.5	123989	86029.5	141628.5	307881	173863	189318	114279	103437	71490	145129	95069	142963	145129	91433	168975	282179.6	141903.95	134162.45	100518.95	86393.78	63490.52	113721.4	88466.18	123488.82	113721.4	85000.68	136338.44
80	330971	128396	128396	106717	86084	70350	109753	98745	136207	109753	95087	144755	363489.5	156082	148458	115629.25	97928.75	73198.5	118106.5	101953.5	142479	118106.5	98064	152768	372513.5	166113	158489	119044.5	102572.5	74332	124245	102769	145227	124245	99539	159303	380390.75	176144	178551	123187.75	109265	75846.25	146275.5	104351.5	147831	146275.5	100689	165745	404161	216268	236330	138558	120077	87865	171199	109825	170471	171199	106319	183585	371709.68	165089.68	163809.61	119452.21	103404.21	74755.7	131816.74	103082.82	145355.24	131816.74	99529.48	159608.76
90	403379	152970	144396	122446	100720	82691	130161	113273	158103	130161	110373	163607	452487.5	178239	166958	135548.75	114396	84869.25	137203	118133	164995	137203	113617	177361.5	466772	189520	186813	139269.5	119049.5	86324	162184	119628	167202	162184	115109	181441	482090	198770.75	209375	144066.5	124470.5	87775.75	166574	121220	171179.5	166574	116985	185296.5	522403	241413	243218	154394	151056	91775	184777	124669	180063	184777	119831	215705	468200.9	190179.08	189678.12	139800.83	119786.33	86553.74	153315.12	119638.74	167883.44	153315.12	115237.46	182170.86
100	524331	172927	160396	145240	118837	93143	147859	130151	178951	147859	125513	187601	561570.75	207011.75	197989	156935.75	130682	96930.5	156403.5	134276.5	187336	156403.5	128537	202342	576683	220044	214279.5	160436	136740.5	98302	185623	136413	191326	185623	130214	208183	592782	232575	243101	165165.75	145700.25	100314.25	190347	138108.5	194812	190347	131184	213366	657632	270168	282699	182126	162178	109191	215515	142791	216659	215515	134913	236577	579563.32	217482.51	219803.18	160916.39	138239.1	98852.01	175287.1	136273.76	191436.18	175287.1	129977.28	208290.38
