States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	287	461	461	487	463	434	205	229	213	205	187	62	350.75	717	717	548.5	546.5	488.5	218.75	273.75	249.75	218.75	227	97	379	973	973	569	572.5	516	239.5	294.5	278.5	239.5	251	114	420	973	973	609.25	612	541.5	301.25	324	309.5	301.25	266	135.5	535	1485	1485	769	735	821	471	407	421	471	346	273	384.94	924.26	909.89	578.87	579.24	522.15	263.5	301.97	283.64	263.5	248.77	118.37
20	1040	1417	1417	1426	1346	1192	434	618	561	434	449	173	1256.25	1923	2004	1561.5	1610.75	1324	535	734.5	639.75	535	499	228.75	1337.5	2429	2429	1640.5	1682.5	1369.5	606.5	768	685.5	606.5	527	260	1412.25	2429	2935	1694	1750.25	1426.25	667.75	818.5	731.5	667.75	554	284.75	1676	3016	3441	2201	2046	1766	843	918	958	843	604	362	1339.42	2245.83	2432.24	1640.45	1678.1	1374.26	605.62	773.81	687.77	605.62	524.91	257.71
30	2306	2873	2873	2500	2420	2151	723	1135	994	723	694	243	2752	3629	4385	2809.25	2891	2303.5	851.25	1253.75	1108.5	851.25	775	352.5	2929	3629	4385	2920.5	2983.5	2354	969.5	1317	1155.5	969.5	803.5	391.5	3090.25	4385	5141	3064.25	3110	2407	1030.25	1363.75	1216.75	1030.25	840	422.5	3618	6018	5897	3660	3559	3000	1309	1591	1665	1309	970	564	2931.94	3843.71	4554.95	2959.38	2992.55	2359.71	958.08	1317.71	1167.99	958.08	810.79	391.56
40	4158	2978	3984	3817	3751	3167	962	1708	1441	962	1002	373	4811	4829	5835	4285.5	4159.75	3297.75	1141.75	1840.25	1606.5	1141.75	1065.75	479.25	5155	4990	6841	4516.5	4341.5	3353	1293.5	1905	1675	1293.5	1099.5	532.5	5449.75	5996	6841	4752.5	4515.5	3423.25	1402.5	1961.25	1738.25	1402.5	1139.5	580	6214	7002	8853	6731	5602	3856	1862	2249	2095	1862	1239	792	5152.45	5465.21	6417.68	4583.69	4363.59	3371.59	1292.65	1911.59	1685.38	1292.65	1103.37	532.34
50	6743	6029	4773	5281	5190	4031	1263	2308	2001	1263	1245	408	7767.25	7285	7285	5961.5	5617	4356.75	1552.5	2507	2148	1552.5	1356	644	8297.5	7385.5	8541	6359	5864.5	4428.5	1677	2573	2240.5	1677	1399	676.5	8648.75	8541	9797	6608.25	6082.5	4518.5	1764.5	2661.25	2299.25	1764.5	1457.25	721.5	9623	11254	11053	8996	7247	4856	2067	2990	2651	2067	1541	944	8226.09	7679.9	8357.13	6391.2	5865.82	4443.3	1669.64	2580.02	2238.64	1669.64	1405.08	685.99
60	9305	5964	5964	7141	6592	5194	1643	2828	2538	1643	1581	661	11292.25	8735	8976	7892	7170	5434	1892.75	3135.75	2688.5	1892.75	1664	790.75	11853.5	10241	10241	8306	7406.5	5498	2019	3218.5	2762.5	2019	1689	871.5	12453	10482	11747	8838	7655.5	5612	2142.25	3292.5	2866.25	2142.25	1734.5	926.25	13675	13494	14759	10162	8812	5889	2533	3589	3352	2533	1892	1076	11835.35	9810.3	10424.74	8372.45	7425.85	5519.89	2023.58	3213.21	2776.67	2023.58	1698.25	859.29
70	13060	8429	8429	9439	8240	6260	1852	3682	3038	1852	1851	779	15521.5	11572.25	11941	10262	8726.75	6545.5	2204.75	3874	3240	2204.75	1969.5	945	16116	12222	13697	10787	9113.5	6609.5	2351	3972.5	3351	2351	2008.5	1007	16630	13697	13697	11227	9429	6689.5	2510.25	4066.25	3442	2510.25	2049.25	1078.75	18225	15453	17209	12682	10299	7152	2778	4333	3830	2778	2141	1256	16093.59	12180.54	13097.86	10802.62	9107.02	6623.64	2358.15	3978.07	3354.77	2358.15	2002.86	1009.6
80	18326	9950	9629	11148	9890	7419	2256	4277	3505	2256	2141	891	20304.5	13641	13641	12217	10438	7648.75	2554.75	4551.5	3819	2554.75	2272	1068.25	21087	13962	15647	12895.5	10766	7745.5	2680.5	4656.5	3904.5	2680.5	2318	1140.5	21907.25	15968	15727.25	13524.5	11060.25	7836.75	2812.5	4760.5	3986.75	2812.5	2359.75	1217	24845	19980	21665	15474	11841	8435	3103	5008	4516	3103	2533	1467	21046.14	14559.77	14737.09	12979.75	10784.18	7757.52	2680.04	4657.98	3910.54	2680.04	2316.68	1146.73
90	22867	13085	10829	12875	11128	8546	2564	4992	4095	2564	2431	880	25392	15702	15341	14708.75	12008.75	8845	2910.75	5329.75	4417.5	2910.75	2596.5	1213.75	26561	17597	17597	15302.5	12545	8929	3035	5445.5	4543	3035	2627	1287.5	27832.75	17958	19853	16307.5	12911.5	9024.5	3174	5570.5	4635	3174	2674.5	1362.5	29408	22470	22109	17911	14318	9405	3477	5780	4823	3477	2841	1580	26544.88	17430.98	16933.75	15399.59	12565.1	8930.21	3040.18	5449.55	4532.04	3040.18	2634.43	1285.61
100	28583	14535	12029	15195	12876	9751	2889	5925	4707	2889	2807	1150	31445	19547	17041	17140.5	13874.75	9973	3289.75	6133.75	5035.5	3289.75	2910.75	1337.5	32899.5	19948	19547	17743.5	14368.5	10062.5	3421.5	6264	5129.5	3421.5	2954	1445.5	34069	22053	22053	18594	14962.75	10158	3541	6390	5248.25	3541	2996.25	1492.5	38069	27065	27065	21260	16726	11146	3972	6578	5879	3972	3124	1721	32825.37	20398.06	18897.46	17870.93	14416.01	10077.69	3425.41	6255.8	5150.57	3425.41	2952.82	1425.41
