States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	6340	11250	11250	7627	7627	9231	6448	6182	6783	5711	5983	5630	7457.5	12518.75	12050	9627.75	9620.5	11448.75	6861.25	7300.25	7614.5	6294.5	7059	6253.25	8046.5	17475	17175	10120.5	10095	12125	7130.5	7842	8088.5	6586.5	7554.5	6510	8997.75	17775	17775	10750.25	10602.25	13089.5	7524.25	8289	8576	6902.25	7992.25	6805.75	10697	24900	24900	12944	12944	16775	10774	10912	10927	8526	9357	8294	8164.73	16205.6	16063	10171.93	10099.76	12310.46	7248.63	7887.95	8241.84	6639.14	7590.11	6542.33
20	17842	27575	26775	24495	24550	26752	15003	15387	16499	13825	15336	13898	23597.75	37425	37425	26271.75	25816.25	30379.5	15862.5	16980	18791.75	15008.25	16688.5	14768.25	25671	41137.5	40800	27190.5	26655.5	31786.5	16701	17968	19732	15576.5	17293.5	15168	27538.5	49500	49500	28221.75	27356	33242.75	17778.75	19017.25	20577	16241.25	18099.75	15842.5	33706	65375	65375	31325	31325	37322	19422	22248	23611	18105	20691	17126	25664.87	43844.55	43928.6	27326.66	26797.26	31779.34	16840.81	18077.65	19746.26	15630.77	17426.17	15286.08
30	38692	46640	45540	42281	40600	48311	23994	25963	28746	22471	25232	22460	48348.75	76900	76900	45323	43912	52538.5	25797.75	27987	31356.25	24051.75	27155.5	23861	52413	77700	77700	47071.5	45274	54199	26946	29038.5	32387.5	25152.5	27997.5	24391	56126	80600	80956.25	48379.5	47801.5	55694	27905.5	30716.75	33781.75	26069.75	29150	25230	66377	98625	98625	53919	50467	59893	34493	34754	38605	31121	32035	28850	52078.79	79398.35	79318.65	46873.88	45544.48	54199.91	27190.29	29332.54	32698.19	25297.65	28170.55	24609.82
40	70420	82850	82850	63327	59520	71682	33651	36274	41131	32171	34107	31355	84192.5	105900	105900	68022.5	65801.75	77103.5	36582	40068.5	45467.75	34320.75	38144.25	33427	89406.5	108700	108312.5	69807	67690.5	79741	37532.5	41303	47256	35165.5	39372.5	34041.5	95463.5	132375	131875	71353.5	69690	81773.25	39258.25	43345	48905.5	36710	40984.75	35227.25	108558	140375	140375	77571	75466	92528	46085	50648	56612	41909	45678	39617	89670.1	115416	114160.9	69721.22	67702.12	79783.65	38083.6	41866.85	47399.55	35536.19	39549.66	34351.45
50	115161	91470	105600	86477	81291	99406	44817	49253	57087	41523	44882	41581	129772	137300	138400	91996.75	88565.5	103778.75	48207.5	53377.75	60387	44981	49898.75	43485	138248	166625	166375	94387	91031	106622	50355	55313.5	62005	46457	51045	44836.5	147227	170625	170250	95960.75	93558.25	108930.75	51778	57444.25	63694.25	47636.75	52637.25	46042.25	164172	189060	189060	101141	100204	116904	57696	61972	69916	53260	57252	49154	139032.17	153412.65	154558.3	94038.36	91060.96	106546.84	50102.66	55359.85	62355.66	46465.57	51252.2	44859.76
60	174296	129850	129850	111476	107903	124236	56725	60758	69753	52621	56711	52249	193100.25	171125	170325	118301.75	113924	131422.75	60069.75	66115	75784	56005.5	60526.5	54223	202644.5	203375	205125	120023	117064.5	134362	61424	68453	77355	57262.5	62502	55263.5	211457.75	208500	211018.75	123051	119651.75	137083	63846.75	70965.75	79866.75	59170.25	64900	56534.5	245549	229800	256700	131307	129586	147718	68991	78818	88935	63334	69408	61290	202528.14	189612.7	192989.1	120385.77	116912.72	134580.18	62021.6	68473.12	77842.99	57545.88	62705.24	55428.61
70	223119	160825	155300	138650	131084	155734	65619	73415	84996	61276	68395	61073	263375	206625	212825	144144	140706.5	161144.5	71001.75	79737.25	91522.25	66451.75	72358.5	64099.25	277288	242125	243375	146667.5	143222	164211.5	73476	82626	93894	68143.5	74838.5	65692	287753.25	246650	248768.75	149046.5	146047	167540.5	75810	84844.75	96271.75	70559	77279.25	67017.5	312297	283650	324410	160259	152535	176504	86929	93156	106789	78140	81781	72300	274624.53	227906.65	235674.4	146957.85	143408.37	164537.37	73599.02	82531.79	94119.22	68519.69	74800.85	65699.24
80	288824	184875	227900	161822	159981	182627	78087	87755	102744	74771	81293	71965	330276.5	236625	240643.75	171972.25	166578.25	189702	83284.5	94195.25	108076.75	78385.5	85545.25	74943.75	343326.5	278875	284125	175761.5	170018.5	193800.5	86258	98577.5	110883	80706	87877	76695	360725	287506.25	290525	178410.25	174064.25	196749.25	89325.25	101405.25	113654.75	82638.5	90831	78797.25	397271	349500	361500	185853	182635	203943	97495	111068	123193	88515	95730	81956	345608.1	261243.7	274344.5	175223.07	170383.34	193480.99	86554.09	98203	110947.56	80571.04	88035.62	76817.41
90	335445	161985	211625	193707	189527	211639	89208	101823	117962	83975	91792	82153	392215.5	276460	279875	201220.75	194905.75	220414.5	95751.25	109407.5	124105.75	89411.5	97111	85825.5	410927	320375	325375	203489.5	198465	224172	98333.5	111939	127019	91196	99839	87472	426692.5	329650	330150	207263.75	202098.5	227494.25	101198.75	114368.5	129928	93762	101824.75	89005	492433	404600	408200	215662	214459	236839	110618	123943	137741	103469	106887	96131	410745.02	304184.45	314418.85	204126.63	198888.39	224312.73	98547.37	112428.66	127144.43	91773.94	99433.33	87442.18
100	392362	233575	287500	224508	212228	242311	103264	119078	134233	97918	102695	93535	456268.75	311727.5	358625	229836.5	221510.5	253650.5	108371.75	125570.5	141727	101219.5	109591.75	96990.5	485078.5	360307.5	366900	233518	227386	256834	111668	128535	145372.5	103734.5	111893.5	98561	505310.5	369525	374900	237963.5	231325	260156.25	115350.75	133789.5	147952	106633.5	114999.75	100591.75	556272	450700	460900	251954	244547	270939	125433	142331	154645	114062	121492	106736	481987.36	342826.25	361584.25	234344.6	226960.54	256967.93	111905.45	129275.25	144973.3	104016.19	112263.99	98830
