States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	0.000138	0.0001	0.000106	0.000099	0.000099	0.000087	0.000103	0.000074	0.000095	0.000107	0.000111	0.000338	0.000153	0.000137	0.00013675	0.000116	0.00011175	0.000103	0.000119	0.000086	0.00011175	0.000122	0.000129	0.00041225	0.000162	0.0001555	0.00017	0.0001255	0.0001255	0.000112	0.000123	0.00009	0.0001215	0.000125	0.000138	0.000449	0.000173	0.000166	0.00018175	0.00013425	0.00013325	0.000122	0.000131	0.000098	0.000131	0.000133	0.00014825	0.0004855	0.000234	0.000244	0.000268	0.000189	0.000195	0.000166	0.000162	0.000123	0.000181	0.000161	0.00018	0.000749	0.00016506	0.00015345	0.0001666	0.00012652	0.00012534	0.00011346	0.00012496	0.00009236	0.00012292	0.00012737	0.00013972	0.00045834
20	0.000444	0.000336	0.000344	0.000323	0.00032	0.000232	0.00035	0.000209	0.000245	0.000346	0.000305	0.00127	0.000489	0.000364	0.00039775	0.0003555	0.000366	0.000267	0.00038275	0.00022275	0.00028775	0.000381	0.000337	0.00151475	0.000512	0.000445	0.0004855	0.0003775	0.000386	0.0002795	0.000397	0.000232	0.000305	0.0003975	0.00035	0.001616	0.00053925	0.000466	0.000499	0.00039325	0.0004105	0.00029525	0.000415	0.00024925	0.00032525	0.000413	0.000367	0.0017025	0.000715	0.000675	0.000752	0.000534	0.000532	0.00042	0.00051	0.000337	0.000457	0.000477	0.000468	0.002725	0.00051757	0.00042968	0.00046363	0.00037556	0.00038914	0.0002824	0.00040052	0.00023634	0.00030805	0.00039805	0.00035526	0.00162073
30	0.000963	0.00057	0.00062	0.000666	0.000687	0.000437	0.000661	0.000357	0.000458	0.00066	0.000545	0.002735	0.0010975	0.000773	0.000846	0.00073275	0.00077125	0.0004705	0.000707	0.000403	0.000497	0.00070675	0.00061675	0.0031925	0.0011405	0.000809	0.000885	0.0007615	0.000802	0.000487	0.000729	0.000418	0.0005155	0.0007255	0.000638	0.00336	0.00118075	0.000932	0.00101975	0.0007855	0.0008355	0.000506	0.00075025	0.0004305	0.00053925	0.000752	0.00066825	0.003618	0.00138	0.001121	0.001217	0.000902	0.000918	0.000568	0.000844	0.000478	0.00058	0.000809	0.000767	0.004341	0.00114386	0.00085189	0.00092244	0.00076134	0.00080052	0.00048953	0.00073064	0.00041791	0.00051805	0.00072944	0.00064283	0.00340161
40	0.001866	0.001163	0.00123	0.001159	0.001219	0.000678	0.001105	0.000624	0.000723	0.001102	0.000913	0.005421	0.00196025	0.0012755	0.001379	0.001239	0.001285	0.000723	0.00117325	0.0006695	0.000784	0.00116875	0.000991	0.005962	0.0020045	0.0014425	0.00155	0.001271	0.001326	0.0007565	0.0012065	0.000686	0.0008095	0.001206	0.0010325	0.006211	0.0020805	0.0014885	0.001592	0.0013115	0.00137325	0.00077675	0.00124075	0.0007025	0.00084525	0.0012445	0.0010685	0.00663575	0.002399	0.001805	0.001887	0.001432	0.001586	0.000862	0.001414	0.000812	0.001013	0.001339	0.001183	0.007752	0.00202377	0.00141589	0.00151666	0.00127549	0.00133491	0.00075567	0.00120887	0.00069307	0.0008153	0.00120529	0.00103291	0.00630752
50	0.002777	0.001554	0.001618	0.001664	0.001721	0.000906	0.001547	0.000866	0.000972	0.001548	0.001304	0.007886	0.0029425	0.00189175	0.0020235	0.00176675	0.00183475	0.000958	0.001617	0.0009275	0.0010235	0.00161775	0.001407	0.00860425	0.002985	0.0019475	0.0020965	0.0018125	0.0018845	0.0009855	0.0016425	0.0009485	0.0010645	0.0016445	0.0014435	0.0089905	0.00307625	0.0020395	0.002164	0.001866	0.00193175	0.00101325	0.00167725	0.0009965	0.00109	0.00167525	0.00150675	0.009285	0.003349	0.002721	0.002502	0.001969	0.00208	0.001073	0.00187	0.001129	0.001168	0.001871	0.001678	0.012364	0.00301564	0.00196005	0.00207881	0.0018133	0.0018845	0.00098594	0.00165246	0.00096117	0.0010593	0.00165094	0.00145929	0.00903795
60	0.00417	0.002087	0.002196	0.002396	0.002504	0.001254	0.002192	0.001158	0.00131	0.002199	0.001755	0.011818	0.00430675	0.0026275	0.00277475	0.00251475	0.002598	0.00130725	0.002312	0.00124175	0.001372	0.00230675	0.00188175	0.0128935	0.0043695	0.002693	0.0028245	0.002569	0.0026465	0.001335	0.0023445	0.0012675	0.001402	0.0023435	0.0019335	0.013404	0.0044775	0.00306575	0.0032085	0.00263325	0.00273025	0.001371	0.0023855	0.0013065	0.001427	0.002402	0.001993	0.0141245	0.004962	0.003567	0.003771	0.002826	0.002924	0.001493	0.00254	0.001513	0.001595	0.002542	0.002291	0.016942	0.00440732	0.00278907	0.00292786	0.00257972	0.00266772	0.00134034	0.00235061	0.00127735	0.00140512	0.00235124	0.00194513	0.01360964
70	0.006023	0.003235	0.003394	0.003328	0.003403	0.001599	0.002936	0.001602	0.001613	0.002949	0.002397	0.016301	0.00617125	0.00333875	0.003563	0.0034075	0.003492	0.00165275	0.00300675	0.00166075	0.00166975	0.00301075	0.00252475	0.01763175	0.006251	0.003489	0.003625	0.0034455	0.003557	0.001681	0.003056	0.0016865	0.001692	0.0030615	0.002579	0.018393	0.006317	0.00392925	0.00410525	0.003522	0.00362225	0.0017135	0.003104	0.001719	0.00173	0.00311	0.00263725	0.01923025	0.006717	0.004943	0.004812	0.003755	0.007133	0.001862	0.003299	0.001878	0.00186	0.003238	0.002852	0.023182	0.00626396	0.0036667	0.0037881	0.00346637	0.00360319	0.00168545	0.00306125	0.00169353	0.00169905	0.0030638	0.00259119	0.01849956
80	0.008106	0.003963	0.003742	0.004601	0.004753	0.001933	0.00378	0.001985	0.001926	0.003776	0.003009	0.021595	0.00838625	0.00431075	0.004527	0.0048735	0.00496075	0.002068	0.00394025	0.00208	0.00204475	0.00395125	0.00315975	0.02308675	0.0084855	0.004796	0.0048665	0.0049675	0.0050585	0.0021055	0.0039975	0.0021115	0.002085	0.0040015	0.003222	0.0238175	0.0087075	0.0050645	0.00518525	0.00503875	0.00517725	0.00214325	0.00408475	0.00216125	0.002116	0.004074	0.00330275	0.02489175	0.0093	0.005836	0.005942	0.00544	0.005497	0.002377	0.004488	0.002324	0.002404	0.004416	0.003694	0.029167	0.00853396	0.00470015	0.00490129	0.0049604	0.00507137	0.00210833	0.00401541	0.00212138	0.00208879	0.00401144	0.00323056	0.02412087
90	0.009889	0.004901	0.005077	0.005174	0.00527	0.002344	0.004589	0.002471	0.002385	0.00461	0.003704	0.026591	0.01010525	0.005166	0.005409	0.00532925	0.005439	0.00242825	0.004752	0.00256075	0.002455	0.0047595	0.0038765	0.02963925	0.0102305	0.0057695	0.0059905	0.005431	0.0055195	0.0024695	0.0048205	0.002594	0.002495	0.00485	0.003927	0.0309075	0.0103475	0.0059475	0.0062535	0.00553725	0.00566275	0.002511	0.00488575	0.00263075	0.0025385	0.0049055	0.00401625	0.03233125	0.011248	0.007053	0.008671	0.006105	0.006107	0.002685	0.00516	0.002824	0.002763	0.005108	0.00444	0.038121	0.01024769	0.00566031	0.00593127	0.00545836	0.00555436	0.00247399	0.00482533	0.00259664	0.00250276	0.00483914	0.00394903	0.03114084
100	0.012067	0.005688	0.00589	0.006203	0.006269	0.00274	0.005502	0.002922	0.002735	0.00554	0.004407	0.034474	0.01235375	0.00623875	0.00638725	0.00648375	0.0065775	0.002838	0.0057365	0.00301775	0.00285375	0.005748	0.0046365	0.037505	0.012533	0.006766	0.007	0.006587	0.0066615	0.0028745	0.0057875	0.003071	0.0028955	0.0058105	0.004703	0.0385445	0.01269525	0.007197	0.00740725	0.00667425	0.00679125	0.00290625	0.00589325	0.0031165	0.00293625	0.005907	0.00479725	0.03988	0.013537	0.009085	0.009404	0.007089	0.007192	0.003022	0.006117	0.003443	0.003071	0.006131	0.005266	0.043759	0.01254539	0.00676409	0.00695178	0.00659081	0.00669573	0.00287466	0.00580883	0.00307086	0.00289602	0.00582695	0.00470989	0.03872212
