States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	19339	27753	27753	24616	24326	24864	15145	15756	17984	15145	14705	13870	22992.75	42581	40834.5	27895	27899.5	28152.5	16984.5	17992.75	19389.5	16984.5	17518	14876.5	25290	50523	50523	29562	29830.5	29613	18736	19533.5	21073	18736	18874.5	15748.5	27880.25	53085	53819	31075.25	31772.25	31510.5	20981.25	21206.25	23026.5	20981.25	20321.5	17040	34400	78529	84072	43002	48477	48222	41819	27079	33041	41819	25896	34990	25596.08	49786.54	49428.53	29925.76	30231.29	30257.02	19617.58	19801.17	21679.39	19617.58	19051.59	16397.32
20	76013	88456	94606	80642	75098	74618	39151	42977	47297	39151	40015	34128	90473.5	122071.5	131809.5	88463.5	89332.5	82480.5	45218.75	48731.75	53012	45218.75	44033.75	38070.5	96268	140776	144769	91501	95282.5	85637	50126.5	51459	55441	50126.5	46127	40313.5	102430.5	147534.5	169491.5	96966	99333.25	89612.5	54340.5	56145.75	59373.75	54340.5	48128.75	42230.75	116595	200725	206182	133020	127935	119382	71169	65841	84368	71169	55358	53382	96893.24	137119.67	148104.14	93097.88	94865.14	86491.46	50324.54	52302.81	56631.69	50324.54	46400.79	40530.91
30	177210	185459	192109	148873	144719	139748	67142	77859	88682	67142	67708	58979	216354	231809.5	265166.5	167158.75	169588.5	150436	79189.75	87687.25	94364.75	79189.75	73404.25	65371	227182.5	244262	284847	174410	177201	154045	86708	92724.5	98898	86708	76513	68042	237080	273091	327572.5	185931	184521.75	158582	92427.5	96308.25	102247.75	92427.5	78798.5	71102.75	261177	419771	407821	236487	220125	212554	117197	123065	156517	117197	93648	89046	226697.95	252061.74	292650.1	177070.47	177459.48	155327.18	85924.01	92880.65	99804.38	85924.01	76500.71	68409
40	328692	209736	285781	234960	227416	211522	98475	117124	126987	98475	100421	84843	392211.5	332562	390665	264584.25	254196	221100.5	112722.5	132254.5	139891.75	112722.5	105192.25	91727.25	417192.5	363762	439944	278839	266404.5	227269	120871.5	136996	144498	120871.5	107985.5	95836	438347.25	416837.5	460102.5	297703.5	279671.75	232579.5	130227	143609.25	150268.5	130227	112040	101009.25	494353	485548	605712	419791	359391	273594	165435	183309	183864	165435	122357	125412	415538.49	373932.41	430419.66	283556.99	268644.65	228211.94	122167.29	138574.21	146326.81	122167.29	108683.78	97308.35
50	569737	414862	338909	338285	324512	279566	132521	162298	178092	132521	126291	113958	643493.75	497953	520407.5	377362	353183.25	301463.5	149493.75	183471.25	190620.25	149493.75	138592.5	121819.5	677691.5	527290	588768	401377	367759	307090	160200	190946	197113	160200	141820	127440	714777.25	597693	643991.75	417772.25	384489	313225.5	169426.75	197912	204664.5	169426.75	146651.5	132643.25	790820	795094	763312	582240	474559	350758	215715	214390	236752	215715	157078	164555	677960.06	537974.66	575428.82	405609.7	371127.38	308500.74	161323.9	190718.77	198226.42	161323.9	142316.82	128351.48
60	809543	429989	433949	457901	435141	360744	170679	220091	229413	170679	162088	143978	963251.75	632152.5	652772.5	507908.25	460943	383323	189772	237501.25	243355.75	189772	171148	152612	1007091.5	711637	730099	538177.5	476547	390412	200254	245705.5	248538	200254	175586	158369	1053322.25	756743	810309	566594	498214	398361.5	211745	256205	255120	211745	179546	161900.5	1132165	962254	1052115	655093	587653	422896	240357	276975	298043	240357	195536	191728	1004010.28	701765.01	737044.97	543010.92	480695.1	391539.76	201192.96	246358.65	250215.38	201192.96	175519.04	158720.11
70	1130570	601062	637042	615497	529877	443930	194713	275435	279605	194713	190308	170340	1342388.5	830714.75	849568	670216.25	574441	467701.5	226585.25	298336.75	297206.25	226585.25	206152.75	183158.75	1407854.5	884373	953553	704709.5	595100	473231	238942	309096	302466.5	238942	210157	188374.5	1442134.5	976971	1005549	738944.5	617062.5	480845	252086.75	318628.75	312571.25	252086.75	213523	193810.5	1546541	1120274	1203053	843315	678774	530834	288206	345373	354266	288206	227855	224450	1394833.4	881956.13	931092.47	707152.78	596456.36	475464.94	239222.31	308832.48	305043.72	239222.31	209811.61	189034.97
80	1621949	742602	721012	736971	644073	544020	241914	335533	331574	241914	226108	202330	1800429	990168	976568	813586.75	697310.75	556064.5	263799.5	356088.75	351746.25	263799.5	241668.5	213398	1866799	1029678	1096528	857808.5	721126.5	564686	278006.5	363768	361992	278006.5	246341.5	219196	1937679	1167938.5	1174376	904639.75	740221.5	573491.5	293048	372371.75	369097.5	293048	250906.75	224167.5	2194673	1487337	1498594	1024516	808183	627006	326533	396021	418360	326533	275365	243060	1872145.96	1069501.63	1078152.04	864334.87	720634.81	566389.74	278496.27	364864.24	361660.48	278496.27	246124.81	219771.94
90	2098083	952215	819474	886839	745988	627690	274191	392189	383893	274191	269348	227395	2327445.5	1163753	1117052.5	982886	810763	647229.5	305674.25	421592	411636.5	305674.25	278837.5	243729	2406938.5	1303821	1260534	1034457.5	844437.5	657709	320874	430953.5	421155.5	320874	283766	248943	2484074.5	1360486	1406759.5	1091607	874505	669803.5	332828	443446.25	429775.75	332828	288660.25	255261.75	2685277	1690427	1631115	1201793	969139	706382	370983	472337	456435	370983	299126	284907	2406343.48	1292043.02	1253370.99	1035974.06	849427.1	659713.06	320194.26	432308.4	422113.09	320194.26	283554.07	249915.14
100	2661125	1097915	921874	1039765	881377	715360	314241	457034	447114	314241	305829	266324	2906727.25	1448833.5	1282002	1168501.25	946741	742080.5	351384.5	488622	473875.25	351384.5	313950.75	277382.5	3057252	1490241	1443615	1205911.5	984020.5	750691	364269	497664.5	482686	364269	318937	283639	3136864.5	1655086.5	1595862	1257756.75	1022082.25	761557	376852	512234	490814.5	376852	322145.5	289384.5	3504240	2007918	1969356	1453570	1153171	847090	413241	534532	561017	413241	336255	309228	3028275.55	1524858.51	1416662.22	1213937.33	987325.97	753177.08	365059.89	499977.13	484205.67	365059.89	318601.43	284507.88
