States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	41	82	82	54	54	66	41	47	38	41	37	10	48.75	82	82	67	67	80.75	41	56	47.75	41	44	18	52.5	123	123	70.5	70	84	41	61	52	41	49	21	57	123	123	76	74	90.25	43	65	57	43	52.25	24	68	164	164	89	86	110	63	80	72	63	65	30	52.85	112.91	111.93	71.02	70.46	85.78	42.71	60.64	52.72	42.71	48.97	20.64
20	103	162	162	158	158	174	81	110	94	81	86	24	137	243	243	171	168	198.75	83	121	113.75	83	98.75	36	152	252	243	176	172	205.5	86	129	122	86	103	41	164.25	324	324	183	179.25	215.25	91	137.25	128.25	91	107.25	45	206	405	405	195	195	239	108	154	140	108	128	60	152.85	283.19	283.64	177.12	173.51	206.14	88.01	129.32	120.87	88.01	103.26	41.02
30	225	266	266	263	254	308	121	173	169	121	135	45	283.5	484	484	284.5	271.75	327.5	128	195.75	186	128	151	57	303.5	484	484	294	282	337.5	132	203.5	195	132	158.5	63	327	484	484	299	295.25	346	141.25	214	206	141.25	166	69	389	605	605	319	322	381	179	249	233	179	183	80	304.43	492.52	492.02	291.53	283.47	337.63	135.47	204.56	196.35	135.47	159.23	63.58
40	407	483	483	386	365	436	161	242	231	161	188	60	479.5	644	644	411.75	398.75	468.75	174	269	267	174	211.75	74	510.5	644	644	421.5	410	482	180	279.5	277.5	180	218	82	546.5	805	805	430	421	495	189	294.25	287.25	189	227.25	89	604	805	805	458	451	549	225	342	328	225	252	106	511.95	692.63	685.2	421.56	409.37	482.43	182.84	283.63	277.57	182.84	218.95	81.93
50	637	481	603	514	489	587	203	294	319	203	241	74	729	804	804	545	523	617	222.75	350.75	345.75	222.75	267	96.75	780	1005	1005	558	538	629	233.5	362.5	357	233.5	278	106	821	1005	1005	568	553	644	243	381	371.25	243	285	114	921	1042	1042	610	604	688	285	426	425	285	319	141	776.93	896.03	902.9	555.64	538.08	629.9	233	364.69	359.13	233	277.18	105.91
60	927	723	723	657	618	733	249	380	393	249	301	97	1056	964	964	688	664.75	765.75	270.75	427.75	425.75	270.75	324	120	1111	1205	1205	700.5	678	780	281.5	441.5	439	281.5	337.5	129	1151.5	1205	1205	713.25	695.25	797.25	291.25	455.5	454	291.25	348.25	138.25	1319	1252	1446	745	729	849	322	508	491	322	378	159	1110.9	1081.44	1102.66	699.95	679.08	781.76	281.46	442.39	439.97	281.46	336.73	129.34
70	1200	843	843	806	737	888	287	466	468	287	355	117	1420.25	1124	1176.75	829	808.5	927.5	315.75	510	514.5	315.75	384	140.5	1485.5	1405	1405	841.5	821.5	938.5	329	531	526.5	329	397.5	153	1530.25	1405	1405	855.25	837	965.5	339.25	549	540.25	339.25	411	162	1678	1514	1744	898	878	1020	394	578	588	394	459	202	1472.71	1281.42	1326.83	843.07	822	943.25	328.71	529.6	526.77	328.71	397.74	150.68
80	1504	963	1284	929	904	1041	332	535	568	332	406	144	1733.5	1284	1284	975.75	941.75	1079.5	364.75	594.5	596.5	364.75	440.75	160	1811.5	1605	1605	991.5	965.5	1095	378.5	614	613.5	378.5	459	170	1890.5	1605	1605	1006.25	980.25	1111	395	633.25	628	395	475	180.25	2048	1926	1926	1039	1019	1156	433	698	686	433	529	204	1812.58	1436.56	1513.03	990.65	962.38	1094.07	379.53	613.72	613.57	379.53	459.3	170.52
90	1700	794	1083	1089	1060	1202	380	604	634	380	464	144	2027.75	1495	1514	1127	1093	1238	412	663.5	683.75	412	501	180	2125	1805	1805	1144.5	1112	1257	423.5	686	696.5	423.5	520	189	2214	1805	1805	1157.25	1132.25	1274	439.25	706.25	711.25	439.25	533	203	2473	2166	2166	1200	1180	1329	489	787	782	489	589	237	2121.15	1656.27	1718.22	1143.24	1113.26	1256.43	426.79	686.3	698.05	426.79	518.07	190.9
100	2018	1203	1604	1238	1176	1366	430	664	732	430	518	162	2322	1604	2005	1280.75	1231.5	1412.75	462	758.75	772.5	462	563.75	210	2467	2005	2005	1297	1263	1429	478.5	781.5	788.5	478.5	579	224	2552	2005	2005	1315.25	1285.25	1443.25	494	800	809	494	601	233	2807	2406	2406	1378	1351	1485	548	852	851	548	637	272	2446.31	1837.23	1953.58	1301.26	1259.93	1427.14	478.23	779.28	789.62	478.23	581.3	221.81
