States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	0.00042	0.000382	0.00042	0.000351	0.000343	0.000345	0.000241	0.000359	0.000644	0.000509	0.000875	0.005797	0.00048675	0.000478	0.000469	0.000406	0.00040975	0.00040975	0.00025775	0.00042475	0.00078875	0.00056275	0.00101475	0.006757	0.0005065	0.000594	0.000623	0.0004285	0.000424	0.0004335	0.0002665	0.0004455	0.000827	0.0005975	0.001082	0.0073095	0.00053375	0.00060525	0.000637	0.00044425	0.00044325	0.000457	0.00027725	0.00047075	0.0008785	0.00064025	0.0011555	0.007977	0.000589	0.000783	0.000824	0.000521	0.000518	0.000562	0.000381	0.000573	0.001026	0.000802	0.001411	0.009936	0.0005101	0.0005559	0.00058324	0.00042547	0.0004269	0.00043401	0.00027013	0.00044791	0.00083755	0.00060557	0.00108751	0.00746272
20	0.001502	0.001042	0.001209	0.001003	0.001008	0.000891	0.000734	0.000968	0.001741	0.001271	0.002766	0.025305	0.00160325	0.00124175	0.00129325	0.001067	0.001072	0.00099275	0.000776	0.0010505	0.00188275	0.001393	0.003154	0.02913475	0.001642	0.001442	0.0014465	0.001105	0.001102	0.001038	0.0008085	0.0010945	0.0019795	0.001451	0.003281	0.0307185	0.00167725	0.00155725	0.00163325	0.001136	0.001138	0.0010825	0.00083725	0.00113175	0.002056	0.0015145	0.003517	0.03344325	0.001791	0.002005	0.002102	0.001219	0.001226	0.001191	0.000939	0.001301	0.002411	0.001874	0.004081	0.042871	0.00164237	0.00141118	0.00147932	0.00110508	0.00110822	0.00103703	0.00081054	0.00109587	0.00197697	0.00145726	0.00332521	0.03138207
30	0.003254	0.001799	0.00181	0.001806	0.001822	0.001559	0.001283	0.001826	0.002953	0.002089	0.006092	0.064837	0.0034255	0.00250975	0.002597	0.00193825	0.0019155	0.00167025	0.00135475	0.0019365	0.003244	0.00228325	0.006935	0.07230875	0.0035135	0.0025565	0.0026445	0.001984	0.001981	0.001722	0.001389	0.001991	0.0033725	0.002356	0.007252	0.0766195	0.00357025	0.00262975	0.0027205	0.00202425	0.0020365	0.0017705	0.00142625	0.00204625	0.00349325	0.0024725	0.00760175	0.082566	0.00402	0.003186	0.003365	0.002167	0.002152	0.001859	0.001614	0.00233	0.003705	0.01303	0.008566	0.103391	0.0035068	0.00262084	0.00271043	0.001984	0.00198042	0.00171961	0.00139637	0.00199817	0.00336258	0.00249152	0.00728252	0.07782542
40	0.005585	0.003074	0.003176	0.002761	0.002688	0.00234	0.001835	0.002908	0.004304	0.00309	0.01054	0.121611	0.005846	0.0035145	0.0035715	0.00290075	0.002891	0.002495	0.001944	0.003064	0.00459975	0.00333	0.01203675	0.1357475	0.0059635	0.0036345	0.003678	0.002962	0.002937	0.0025525	0.00199	0.0031225	0.0047045	0.003448	0.012787	0.1441855	0.00607	0.004314	0.00436725	0.00302125	0.00301325	0.0026185	0.0020395	0.00319725	0.004858	0.0035785	0.013201	0.14995475	0.006489	0.004518	0.00463	0.003209	0.003182	0.002914	0.002228	0.003498	0.005298	0.007894	0.016072	0.200903	0.00596152	0.0038407	0.00387798	0.00296081	0.00294574	0.00256128	0.00199537	0.00314064	0.00472871	0.00351695	0.01271885	0.14443706
50	0.008671	0.003713	0.004114	0.003842	0.003765	0.003091	0.002452	0.004063	0.005541	0.004323	0.015733	0.186594	0.008916	0.0047065	0.0048525	0.00403275	0.00398075	0.0032435	0.00256975	0.004288	0.00589825	0.004564	0.01783625	0.208226	0.0091035	0.0054975	0.0055185	0.0041095	0.0040565	0.0033085	0.0026195	0.00435	0.006047	0.004706	0.0188015	0.2210095	0.00926	0.005626	0.0056385	0.00418925	0.00411625	0.003392	0.00267225	0.00444675	0.00614	0.00484125	0.019947	0.230813	0.010726	0.006523	0.006537	0.004362	0.004359	0.003572	0.002863	0.004922	0.006629	0.005318	0.023133	0.261754	0.00912786	0.00521636	0.00527743	0.00410907	0.00405317	0.00331871	0.00261843	0.00437273	0.00603488	0.00472182	0.01890454	0.21990083
60	0.012899	0.005396	0.005352	0.00514	0.005193	0.003937	0.003308	0.005578	0.007193	0.00579	0.023574	0.27749	0.01322775	0.0065845	0.00654675	0.0054005	0.005351	0.00414875	0.0034405	0.0058675	0.007485	0.006052	0.02725125	0.30097075	0.013471	0.007118	0.007126	0.005507	0.0054235	0.004219	0.003504	0.005967	0.0076735	0.006202	0.02887	0.317688	0.01364025	0.00726925	0.00737825	0.005604	0.00550825	0.0043135	0.003578	0.00609175	0.00782875	0.00639025	0.03038775	0.33395025	0.014523	0.008136	0.009128	0.005914	0.005726	0.004469	0.00373	0.006708	0.008491	0.007001	0.034673	0.366336	0.0134723	0.00693071	0.00696539	0.00550827	0.00543255	0.00421989	0.00351107	0.00598643	0.00768143	0.00623704	0.02900323	0.31858991
70	0.018098	0.006594	0.006775	0.006473	0.006477	0.004724	0.003991	0.007554	0.008757	0.007335	0.036042	0.407431	0.0189755	0.00834975	0.008352	0.006955	0.006869	0.00506225	0.00424975	0.0079315	0.009641	0.0078465	0.04042725	0.44465075	0.01928	0.008724	0.0086935	0.0071095	0.0069945	0.00519	0.004389	0.0081585	0.0097995	0.0081025	0.0424	0.4650425	0.019511	0.0091205	0.009032	0.0072825	0.00719275	0.005365	0.0045595	0.00844575	0.01005625	0.00838075	0.044059	0.484052	0.02035	0.010552	0.011804	0.00792	0.007856	0.006048	0.004936	0.009152	0.010864	0.013877	0.049034	0.550189	0.01925474	0.0086896	0.00871072	0.00712489	0.00704145	0.00521927	0.00441762	0.00819284	0.00983603	0.00819048	0.04231835	0.46697389
80	0.022478	0.008511	0.00836	0.008052	0.008093	0.005883	0.004938	0.009452	0.010175	0.008386	0.047219	0.532646	0.02374075	0.00990525	0.009887	0.008468	0.0083945	0.00613275	0.0052315	0.009998	0.01084775	0.00913	0.053394	0.58155975	0.0241355	0.0103785	0.010358	0.0086945	0.0085605	0.0063215	0.005384	0.0102595	0.011091	0.009416	0.0560765	0.607699	0.02445675	0.01094275	0.01095725	0.008891	0.008752	0.006475	0.00556525	0.0105105	0.01133575	0.00969025	0.05854275	0.62800775	0.026224	0.013413	0.013396	0.009344	0.009168	0.0069	0.005919	0.011477	0.011962	0.015154	0.064756	0.721219	0.02412921	0.01038941	0.01044504	0.00870498	0.0085814	0.00630946	0.00540263	0.01031135	0.01109441	0.00952178	0.05621439	0.60686066
90	0.029539	0.008419	0.010381	0.009878	0.009812	0.00686	0.005936	0.011548	0.011963	0.009946	0.065622	0.705583	0.03039725	0.011933	0.01176825	0.010298	0.01017475	0.00720275	0.0061275	0.01211525	0.01261925	0.010689	0.07291475	0.760116	0.0308425	0.0125145	0.0125495	0.0104955	0.0103525	0.007321	0.0063065	0.0125605	0.0129175	0.011112	0.075417	0.8013375	0.031336	0.01314775	0.01310075	0.010678	0.01054625	0.00750875	0.006477	0.01293	0.01327425	0.01158725	0.07841075	0.8348185	0.033759	0.015621	0.015601	0.011361	0.011168	0.008253	0.007155	0.014529	0.014894	0.012099	0.088162	0.991433	0.0309263	0.01247366	0.01245236	0.01049979	0.01036361	0.00735088	0.00631879	0.01257447	0.01295884	0.01109397	0.07561759	0.80534297
100	0.035873	0.01151	0.012223	0.011662	0.011479	0.007603	0.00693	0.013939	0.013782	0.011948	0.079413	0.924511	0.0370555	0.013835	0.01374175	0.01217325	0.01191775	0.007856	0.007202	0.01469775	0.0144465	0.012506	0.0905675	1.020192	0.0379175	0.014625	0.0144455	0.012397	0.0122065	0.008031	0.007324	0.015153	0.014794	0.012792	0.0935045	1.061133	0.03856825	0.01516375	0.0152545	0.0126895	0.012501	0.008237	0.00756075	0.01569625	0.0154055	0.0131325	0.09757025	1.11018275	0.039785	0.017892	0.017915	0.013488	0.01346	0.008629	0.00807	0.016787	0.016607	0.013917	0.110234	1.246756	0.03783905	0.01451504	0.01450136	0.01246608	0.01224276	0.00805987	0.00739424	0.0151753	0.0149423	0.01284858	0.09392484	1.0618971
