States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	315	292	292	258	258	268	321	317	335	321	325	371	338.5	393	367.75	275	275	282.75	356.5	352.5	368.5	356.5	356.5	433	345	393	393	282	282	292.5	378	372	398	378	375	463	351.5	393	393	294	294	304.25	391.5	387	425.5	391.5	389.5	491	377	494	494	313	313	333	469	433	489	469	443	625	344.84	373.81	372.8	284.03	284.15	293.7	378.52	373.1	399.18	378.52	373.08	465.12
20	741	783	783	606	606	642	857	855	913	857	823	1035	763	933.75	984	653.75	653	677	930	906.5	1012.5	930	905	1163	763	984	984	669.5	668	697.5	964	943	1062	964	945	1193	799	984	984	692	692	717.25	1013	983	1117	1013	979.5	1239.5	899	1185	1185	774	755	783	1211	1073	1299	1211	1081	1419	780.48	959.88	959.88	672.26	671.61	700.09	978.24	945.7	1067.9	978.24	947.32	1207.22
30	1143	1173	1173	951	962	1008	1401	1379	1487	1401	1403	1709	1203	1474	1474	1047.75	1056	1079	1509	1489	1676	1509	1511	1903	1247	1474	1474	1072	1081	1109.5	1585	1543	1736	1585	1561	1977	1307	1775	1775	1101.25	1110.75	1134.25	1643.5	1578.5	1805.5	1643.5	1609	2025.5	1587	2076	2076	1211	1217	1231	1917	1725	2067	1917	1789	2249	1261.32	1573.33	1573.33	1075.95	1082.89	1108.81	1587.2	1537.92	1743.22	1587.2	1560.64	1978.28
40	1591	1964	1964	1425	1416	1448	2067	1963	2249	2067	2033	2569	1768	1964	1964	1485.75	1497.5	1511.75	2203.5	2142.5	2411.5	2203.5	2169	2718.5	1842	2365	2365	1506	1520	1543.5	2265	2187	2494	2265	2217	2818	1976	2365	2365	1545.75	1570	1588	2337.5	2237	2603.5	2337.5	2266.5	2914	2271	2766	2766	1660	1673	1703	2603	2399	2939	2603	2587	3179	1870.56	2264.75	2244.7	1515.42	1530.53	1550.48	2272.34	2191.7	2510.7	2272.34	2224.12	2821.94
50	2257	2454	2454	1855	1898	1872	2707	2659	2967	2707	2749	3417	2465	2955	2829.75	1935.75	1949	1951.75	2887	2810.5	3169	2887	2836.5	3568	2564	2955	2955	1963.5	1991	1985.5	2950	2860	3252	2950	2897	3646	2702	2955	2955	2000	2026	2013.5	3023	2909.5	3311.5	3023	2961	3735	3013	3456	3456	2094	2137	2172	3765	3207	3737	3765	3161	4073	2581.4	2879.85	2869.83	1968.54	1991.11	1986.66	2968	2864.48	3255.3	2968	2901.04	3659.66
60	3043	2944	2944	2320	2334	2355	3453	3377	3805	3453	3359	4197	3291	3545	3545	2398.75	2436	2413	3588.5	3479	3980.5	3588.5	3545	4446.5	3413	3545	3545	2425	2479.5	2443	3661	3559	4050	3661	3591	4553	3570	3545	3545	2471	2516.5	2472.75	3729.5	3627	4144.5	3729.5	3680	4649.5	3985	4146	4146	2583	2613	2606	4537	3875	4439	4537	3935	5081	3432.22	3635.15	3599.09	2437.16	2479	2446.89	3672.78	3559.34	4060.92	3672.78	3613.36	4553.6
70	3795	3434	3434	2787	2806	2781	4149	4051	4531	4149	4145	5039	4223.5	4135	4135	2862.5	2901	2860.75	4310.5	4186	4754.5	4310.5	4264.5	5351	4363	4135	4135	2906.5	2945	2909.5	4402	4251	4880	4402	4342	5481	4518	4836	4135	2935	2986	2953	4514	4331	4989.5	4514	4419.5	5655	5061	4836	5537	3095	3115	3120	5671	4745	5413	5671	4765	6157	4380.34	4352.31	4275.2	2909	2944.9	2911.85	4454.32	4265.5	4879.8	4454.32	4348.12	5506.5
80	4783	4725	4725	3272	3293	3227	4939	4797	5377	4939	4817	5973	5192.5	4725	4725	3366	3400.75	3339.75	5080.5	4919	5606.5	5080.5	5027	6305	5362	4725	4725	3401.5	3447	3372.5	5171	4996	5684	5171	5099	6403	5562	5526	5526	3440.75	3505.5	3425.25	5267.5	5061.5	5811	5267.5	5169	6618.5	6239	6327	6327	3561	3599	3570	6721	5417	6207	6721	5569	7023	5376.32	5125.5	5077.44	3405.92	3449.91	3382.62	5206.64	5002.74	5705.56	5206.64	5098.22	6450.36
90	5521	5315	5315	3763	3726	3723	5507	5473	6253	5507	5537	6857	6253.5	5315	5315	3834	3904	3830.75	5833	5684	6468	5833	5782.5	7247	6398	6216	5765.5	3907	3955.5	3868.5	5956	5765	6576	5956	5853	7414	6646	6216	6216	3939.5	4033	3901	6084	5827	6659	6084	5931	7595	7169	7117	7117	4072	4183	4017	7457	5973	6943	7457	6127	8003	6427.38	5801.54	5774.51	3897.91	3959.93	3865.11	6033.34	5761.08	6565.9	6033.34	5857.62	7416.22
100	6759	5905	5905	4222	4224	4159	6389	6277	6977	6389	6323	7679	7293.5	5905	5905	4349.25	4395	4282.5	6607	6428.5	7251.5	6607	6546.5	8298.5	7496	6906	6906	4420.5	4464.5	4347.5	6713	6512	7423	6713	6642	8520	7703.5	6906	6906	4471.25	4524.25	4396.25	6852	6640	7551.5	6852	6748	8659	8763	7907	7907	4704	4668	4546	8163	6881	7883	8163	6985	9065	7509.8	6565.66	6595.69	4415.18	4457.77	4342.55	6745.24	6533.78	7403.3	6745.24	6652.7	8476.86
