States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	9100	9100	9100	9100	9100	9100	9100	9100	5275	5124	7319	2574	9100	19211	16683.25	9100	9100	10332	9100	9100	6557.5	5944.5	7828	3358.25	9100	19211	19211	10584.5	9851.5	11064	9100	9100	7058	6231	8036	3631	9100	19211	19211	11209.5	11234.5	12466.75	9100	10261	7611	6606.25	8598.5	3935.75	9944	29322	29322	13432	13458	15409	9493	13907	9210	7605	11108	4930	9110.26	17289.91	17188.8	10244.3	10260.58	11214.09	9142.89	9752.88	7092.96	6250.33	8351.18	3641.42
20	18100	38211	38211	20513	20513	24131	18100	18100	15538	12442	16582	6552	18100	53294.25	58322	25506.5	25309.5	27751.75	18100	19449.5	17757	13850.5	17881.5	7613.5	18100	58322	58322	27124.5	27099	30115.5	18263	20298	18746.5	14499.5	18933	8301.5	19224.5	58322	58322	29266	29141.25	32272.25	18433.5	21528.75	19910.25	14907.75	19922	8908.25	22283	78433	78433	37434	36683	40151	20727	25830	22948	16225	22651	10788	18743.17	55908.68	55908.68	27461.25	27383.89	30237.9	18347.99	20662.03	18769.01	14481.55	19002.99	8325.36
30	27100	57211	57211	35010	36633	40949	27100	27263	26003	20067	26019	10398	28882.75	87322	87322	44814.25	45685.5	47974.5	27214.25	29876.25	29225	21832.25	28053.5	11988.75	30444	87322	87322	47034	47992.5	50835.5	27315.5	31157	30543	22548	29627.5	12765.5	32144	117433	117433	50236.25	50984.25	53007.25	27546	33047	31996.75	23347.5	30739.75	13403	40255	147544	147544	62120	62614	62895	29755	35576	35263	25579	34172	15804	30696.61	97258.63	97258.63	47587.67	48260.82	50791.92	27485.42	31304.72	30648.74	22600.61	29591.99	12769.96
40	38182	116322	116322	62375	61412	65155	36100	36614	38631	28307	35390	14161	43417.5	116322	116322	68618	69536.25	70792.75	36424.5	40162.75	41824.75	30110.5	38107	17576.75	46234.5	156433	156433	70463	71847.5	74358	36647.5	42755.5	43239	30903	40340	18477	50421.75	156433	156433	74163.25	76593	78369	38097	44321.5	45201.25	31784.25	42199	19467.75	64017	196544	196544	85836	88126	89413	41191	52453	49604	34433	47919	22630	46819.84	146405.25	144399.7	71468.12	72958.79	74995.56	37219.02	42646.85	43631.47	30984.18	40336.31	18499.53
50	51588	145322	145322	85646	90113	87481	45100	46835	51088	36171	44425	17053	60204.75	195433	182905.25	93826.75	94726.25	94936.25	45527	51331	54875.25	38398	49033.25	21426	64454.5	195433	195433	96537.5	98997.5	98189	45881.5	53191	56175.5	39429	51037	22688.5	69439.75	195433	195433	99996	102260.75	101156.75	47196	55611.5	57919	40226	52205	24013.25	81537	245544	245544	109257	113731	116561	56181	61586	64800	43251	56744	27809	65344.47	187916.35	186914.13	96861.24	99106.43	98661.28	46598.71	53554.14	56390.8	39454.94	50761.25	22587.32
60	69910	174322	174322	111989	113324	114954	54100	56548	64219	44085	54808	22210	81404.5	234433	234433	119720.5	123507	121437.5	54653.75	61984	67913.5	46634.5	59481.5	25335.25	87854	234433	234433	122592.5	127844	123951.5	55866	64982.5	69745.5	47348	61812	26426	94401.75	234433	234433	127203.5	131780.75	127110.25	56883.25	66894.5	71549.25	49408	63758.5	28172.25	113313	294544	294544	138858	142020	140735	63111	73546	75098	54713	72209	33766	88293.55	243449.65	239842.99	123568.53	127815.65	124583.72	56305.31	64827.66	69872.81	48026.91	61729.29	26848.58
70	85979	203322	203322	138685	140243	138102	63100	65604	76990	52394	64963	25934	106796.75	273433	273433	145843.5	150150	146000.25	63918.25	72754.75	81337.5	55105.25	70348.75	28352.75	112746	273433	273433	150590.5	154527	150679.5	65630	75443	83215.5	56788.5	72409.5	29583	121222.25	343544	273433	153718.25	158358.25	154813.75	67225	78760.5	84756.25	58441.5	74590.5	31370.25	144145	343544	413655	169500	171002	171011	76437	86279	91003	64880	82486	34750	113831.59	295167.41	287455.2	150831.8	154464.57	151100.23	66358.64	75635.69	83244.64	56881.12	72391.77	29811.65
80	111283	312433	312433	168089	169527	163203	72296	75563	89844	61721	74293	26937	132465	312433	312433	176637.75	180212	173864.5	73401.25	83401	94955	63454.25	80169.25	32395.75	139498	312433	312433	180193.5	185015	177143	74930	87009.5	97152.5	65112.5	82211.5	34566.5	149094.25	392544	392544	183512	189953	182340.75	76914.5	89808.75	99211.75	66693.75	84937	35865.25	189836	472655	472655	196542	199744	197125	93580	101421	103976	71687	91253	39848	140990.19	352488.5	347681.84	180468.4	184974.43	178147.55	75846.28	86753.54	97060.29	65370.99	82690.41	34277.44
90	123540	351433	351433	196432	192849	192885	81373	87195	103525	67106	85072	32983	159451.25	351433	351433	203555.5	210134.5	203135	83329	95246.25	108433	72238	91879	35874	168573.5	441544	396488.5	210406.5	215566	206785	84273	98896	110419	73448.5	94395	37116	181598.75	441544	441544	214295.75	223159.5	210336.75	86954.5	101794.75	112915	74781	96528.5	38901.75	215245	531655	531655	227539	238527	221894	100691	109384	117593	79076	104892	46607	170316.35	400092.94	397389.61	209765.18	215993.18	206490.65	85700.27	98738.36	110784.58	73639.76	94238.15	37494.84
100	163183	390433	390433	222508	222941	215963	90656	98068	115888	76318	94192	34814	190507.5	390433	390433	235072.5	239367.25	228265.25	93123	107072.75	122878.75	81260.75	101966.75	41054.25	200959.5	490544	490544	241554	245722	234489	94904	110436	125130	82530	104717.5	43188.5	211649	490544	490544	247095.5	252087.5	239868.5	97099.5	113069.25	127372.75	83647.25	106873.75	45697.25	270608	590655	590655	270661	267430	253237	104471	125639	134643	88627	115388	50294	201794.91	456506.26	459509.59	241457.33	245706.77	234114.33	95550.09	110006.84	125125.99	82534.31	104707.42	43304.79
