States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	99	132	132	104	104	116	118	110	126	118	108	135	116.75	162.75	132	117	117	130.75	129.75	127	142	129.75	130	148	122	173	173	121	120	134.5	135	132	148	135	134.5	158.5	129.25	173	173	126	124.25	141.25	145	136	157.25	145	140	168.5	148	214	214	139	136	160	174	175	174	174	174	195	123.29	164.14	163.16	121.21	120.65	135.97	137.29	132.4	148.99	137.29	134.94	160.21
20	279	343	343	258	258	274	278	281	300	278	279	327	313.75	343	343	271	268.75	298.75	301.75	294.75	326.75	301.75	299	359	326.5	424	424	277.5	273	305.5	312	300	339.5	312	307	376	339	424	424	283	280	317	327	309.25	352	327	316	396	381	505	505	295	295	339	380	338	378	380	344	456	328.24	388.86	389.31	277.57	273.96	306.59	315.39	302.09	339.16	315.39	307.99	379.63
30	500	513	513	413	404	458	451	451	496	451	467	531	552.5	634	634	434.5	422	477.5	485	477	526	485	486.75	583.5	574.5	634	634	445	434	489.5	496.5	486	542	496.5	494.5	605.5	599	639.75	634	450	448	499.25	513	496	552.25	513	509	638.25	657	755	755	470	481	531	591	524	586	591	544	729	575.49	657.04	656.54	442.62	434.56	488.72	500.42	486.12	539.32	500.42	497.63	610.84
40	768	844	844	586	565	636	641	640	704	641	641	740	848	844	844	613.75	599.75	669.75	677.5	669	739.75	677.5	684	840	876.5	844	844	624	611.5	682.5	691	683.5	757.5	691	697	859	917	1005	1005	632	622.25	696.75	707.25	695.25	772.75	707.25	708	895.5	1007	1166	1038	658	653	749	768	770	842	768	764	1014	881.6	923.22	914.18	622.86	610.67	683.73	693.04	684.41	758.23	693.04	697.52	867.56
50	1130	1054	1054	764	739	837	842	834	917	842	838	1007	1216	1094.5	1215	796.5	776.5	868	883	871.75	963	883	890	1089.5	1263	1255	1255	809	790	881	900.5	883	977	900.5	908	1133	1325	1255	1255	820.25	806.25	896.25	922.25	905.25	993	922.25	924	1162.5	1447	1493	1493	875	869	938	1008	933	1039	1008	988	1263	1272.7	1214.37	1219.23	808.45	790.89	882.71	904	886.65	977.96	904	905.87	1130.17
60	1552	1264	1264	957	931	1033	1050	1041	1148	1050	1062	1253	1707.75	1505	1505	992	969	1071.5	1097.75	1076	1184.5	1097.75	1095.75	1350.25	1750.5	1505	1505	1005	984	1085.5	1114.5	1091.5	1201.5	1114.5	1114	1392	1812	1551	1549.5	1018	1002.25	1101	1131	1103.5	1223.25	1131	1134.25	1427.5	1951	1793	1987	1049	1029	1149	1225	1153	1285	1225	1197	1518	1754.99	1513.99	1525.57	1004.82	984.97	1086.63	1115.2	1091.82	1204.11	1115.2	1114.87	1393.38
70	1926	1474	1474	1156	1127	1241	1230	1243	1355	1230	1272	1530	2219.25	1755	1755	1183.75	1162.75	1283	1298	1293.75	1420	1298	1315.75	1616	2298	1755	1755	1195	1179	1300	1321	1311.5	1440.5	1321	1334.5	1662	2391.25	1813	2036	1213.25	1197.25	1320.5	1343.25	1326.25	1467.25	1343.25	1355.25	1708.25	2548	2426	2375	1266	1244	1370	1446	1384	1517	1446	1430	1939	2290.53	1811.26	1834.19	1200.46	1180.84	1300.73	1324.37	1310.14	1442.78	1324.37	1336.05	1665.17
80	2445	1684	1684	1331	1309	1444	1470	1465	1588	1470	1478	1826	2730	2005	2005	1382.75	1354.75	1485.75	1515.75	1505	1645	1515.75	1538.5	1902.75	2827.5	2005	2005	1398.5	1376.5	1501.5	1541	1530	1667.5	1541	1559	1953.5	2925.75	2326	2326	1418	1393	1520	1573.25	1550.25	1686	1573.25	1578	1999	3153	2647	2647	1457	1447	1578	1680	1594	1759	1680	1659	2191	2827.13	2109.41	2137.73	1399.55	1374.34	1502.97	1548.86	1527.16	1667.71	1548.86	1561.17	1954
90	2929	1966	2255	1546	1514	1654	1677	1664	1823	1677	1694	2041	3222	2255	2255	1587	1555.5	1698	1729	1718	1873	1729	1752	2193.25	3334	2365.5	2326	1604	1575	1716.5	1753.5	1737	1903	1753.5	1775.5	2227.5	3406	2616	2616	1619	1595.25	1733	1796.25	1763	1929	1796.25	1799.25	2278	3772	2977	2977	1665	1645	1789	1959	1814	1993	1959	1887	2463	3319.33	2445.61	2449.8	1603.2	1575.13	1716.39	1765.57	1740.32	1902.41	1765.57	1778.18	2238.42
100	3235	2505	2104	1745	1701	1880	1885	1896	2089	1885	1911	2336	3739.75	2505	2505	1790	1746.75	1921.75	1965	1947.5	2127.5	1965	1978.75	2463	3825	2906	2906	1808.5	1772.5	1939.5	1992	1966.5	2149	1992	2009	2514	4006	2906	2906	1834.25	1800.5	1957	2019.25	1990.25	2177.25	2019.25	2033.25	2570.5	4340	3388	3307	1907	1882	2009	2160	2052	2260	2160	2119	2730	3865.79	2790.36	2770.37	1814.54	1774.79	1940.42	1996.48	1968.84	2153.71	1996.48	2008.65	2513.06
