States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	261	244	244	202	202	195	287	259	311	287	245	317	297	295	295	219.25	219.5	208	313	275	341	313	283	352	317	346	377	243	251.5	215.5	329	287	357	329	295	380	341.5	397	397	266.25	281.5	234.5	358.5	303	373	358.5	307.5	405.5	501	691	1264	491	756	412	949	387	549	949	381	811	323.63	377.68	381.36	249.3	259.98	224.52	355.26	291.86	364.52	355.26	295.34	390.52
20	869	686	686	500	506	473	763	667	807	763	665	845	949.5	888	888	624	611.5	504	803	717	853	803	717	931	1007.5	989	989	663	656.5	520.5	853	735	882	853	737	969	1058.25	1115.25	1090	706	705.5	550.5	991.5	757.5	927	991.5	756	1031.5	1217	1572	1999	949	1088	756	1287	837	1243	1287	821	1205	1007.71	1035.65	1011.88	667.01	665.3	530.93	900	739.04	897.34	900	737.1	986.3
30	1883	1479	1328	984	953	815	1291	1167	1397	1291	1163	1467	2044.5	1745.5	1630	1124	1063	854.5	1422.5	1237	1467	1422.5	1229	1605	2145	1932	1781	1175	1132	877.5	1543	1265	1502	1543	1253	1685	2225	1932	1932	1258.25	1192.25	911.25	1731	1295	1540	1731	1275	1783	2503	3080	3231	1693	1655	1273	2253	1571	2163	2253	1553	2445	2148.83	1885.5	1767.87	1193.01	1136.69	888.87	1578.6	1271.6	1518.78	1578.6	1257.82	1709.78
40	3237	2120	1969	1559	1395	1166	1893	1767	2003	1893	1717	2191	3549.5	2572	2371	1724.75	1586.25	1223	2034	1827	2097	2034	1792.5	2364.5	3695	2773	2572	1784	1660	1247.5	2187	1858	2146	2187	1820	2442	3831.5	2974	2938.75	1887	1761.75	1292.25	2501.5	1899	2185	2501.5	1853	2562.5	4607	3729	4134	2581	2688	1672	3057	2209	2763	3057	2191	3267	3703.78	2784.94	2657.88	1817.03	1684.95	1265.98	2285.86	1868.34	2159.34	2285.86	1832.54	2486.04
50	4979	2961	2710	2023	1869	1545	2491	2377	2681	2491	2301	2889	5463.5	3463	3212	2373.75	2121.25	1618	2642.5	2463	2782.5	2642.5	2397	3107.5	5814.5	3714	3463	2465.5	2225	1665	2911	2500	2831	2911	2436	3257	5971	4002.75	3874.75	2563.5	2368.75	1714	3269.5	2555.5	2907	3269.5	2472	3405	6499	4910	5160	3319	2957	2020	4671	2853	3429	4671	2735	4563	5744.33	3778.81	3560.95	2483.92	2262.23	1679.84	3001.4	2510.7	2863.36	3001.4	2439.44	3301.06
60	7287	3551	3250	2803	2344	1955	3195	3055	3359	3195	2907	3667	7913	4379	4153	3067.5	2707.5	2036.5	3314.5	3120.5	3483	3314.5	3009	3928.5	8181	4680	4454	3163	2859	2085	3960	3172	3529	3960	3047	4044	8455.5	5005.75	4755	3284	2989.25	2133.25	4166	3215.5	3604.5	4166	3093	4190	9157	5889	6441	3682	3243	2374	5089	3481	3937	5089	3201	4947	8210.23	4695.69	4477.55	3196.78	2845.83	2094.16	3798.22	3174.64	3551.96	3798.22	3050.46	4083.32
70	9713	4492	3790	3445	2944	2335	3835	3765	4057	3835	3549	4561	10969.5	5194	4843	3886	3231	2479	4074.5	3871.5	4201.5	4074.5	3675	4768.5	11194	5756	5194	4006	3461	2538	4430	3916	4279	4430	3717	4907	11643.5	6159.25	5833.75	4124.75	3612.5	2576	4962.5	3954	4339	4962.5	3756	5069.5	12291	6949	7569	4553	4149	2858	5749	4279	4951	5749	4041	6103	11251.92	5671.49	5362.03	4010.88	3449.55	2537.42	4540.98	3921.5	4291.84	4540.98	3726.58	4965.44
80	13285	5132	5132	4270	3441	2823	4401	4457	4815	4401	4223	5337	14495.5	6239	5934	4615	3917.5	2928.75	4715	4574.5	4946.5	4715	4335	5570	14894	6639	6335	4753	4094.5	2968	4965	4626	5026	4965	4377	5761	15246.5	7039	7137	4925	4368.25	3037.25	5839.5	4681.5	5155.5	5839.5	4443	5935.5	16091	8644	9447	5493	4778	3504	6819	5051	5901	6819	4799	6415	14841.73	6599.13	6547.74	4769.68	4128.41	2988.39	5262.4	4631.58	5059.18	5262.4	4392.26	5780.9
90	16195	6114	5772	4892	4020	3307	5183	5223	5557	5183	4957	6063	18088.25	7125	6674	5420.25	4560	3400.25	5475	5326.5	5745	5475	5051	6419	18622	7576	7469.5	5580	4755	3454.5	6483	5378	5818	6483	5117	6594	19292.5	7950.5	8368.25	5753.25	4972.25	3509.25	6653.5	5443	5923	6653.5	5183.5	6780.5	20729	9651	9722	6136	6025	3646	7387	5753	6187	7387	5371	7811	18673.53	7602.41	7582.46	5582.42	4782.89	3459.13	6126.74	5390.08	5840.48	6126.74	5118.88	6615.28
100	21061	6913	6412	5802	4765	3740	5899	5967	6305	5899	5629	6943	22454.5	8270.75	7915	6265.25	5223.25	3875	6261.5	6077	6525	6261.5	5756	7342	23043.5	8795.5	8566.5	6404.5	5454.5	3937.5	7407	6168	6621	7407	5827	7523	23647.5	9294.25	9719	6595	5817.75	4006.75	7605.5	6229.5	6728	7605.5	5872	7723	26339	10802	11299	7256	6480	4366	8617	6439	7463	8617	6057	8645	23134.76	8694.47	8787.2	6428.2	5522.69	3951.98	7007.1	6169.46	6644.22	7007.1	5818.92	7549.12
