States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	205	205	205	205	205	205	205	205	116	205	148	43	205	205	205	205	205	205	205	205	138	205	167	59	205	461	461	205	205	246.5	211	205	156.5	211	173	67	205	461	461	279.25	279.25	271.5	217	205	176.25	217	176	78.25	205	717	717	370	370	337	229	267	210	229	218	120	205	381.64	381.64	242.98	242.98	246.42	211.61	207.69	157.55	211.61	173.37	69.62
20	405	405	405	534	534	510	423	405	302	423	333	75	405	911	911	630.75	630.75	591	437	405	370.75	437	345	118.75	405	1417	1417	693	693.5	642.5	448	405	390	448	351.5	132.5	405	1417	1417	731	734.25	688.25	461	425.5	413.25	461	362.25	147.75	405	2429	2429	875	875	830	487	483	460	487	419	206	405	1204.48	1204.48	684.86	685.85	642.38	448.6	417.96	389.59	448.6	356.16	134.74
30	605	1361	1361	987	987	864	653	605	483	653	504	114	605	2117	2117	1143	1143	1036.5	688	605	602.5	688	522.75	176.75	605	2117	2117	1205	1205	1091	698	608	632	698	531.5	193	605	2117	2117	1333.5	1333.5	1151.5	710	629.75	665	710	545.75	211.25	654	2873	2873	1468	1468	1249	728	715	737	728	598	260	606.35	2154.8	2162.36	1226.91	1227.08	1089.74	697.14	620.74	630.99	697.14	536.52	193.18
40	805	1811	1811	1514	1514	1394	900	805	763	900	673	191	805	2817	2817	1753.25	1757.75	1547.25	939.75	805	858.75	939.75	709.75	235	805	2817	2817	1871.5	1882	1617.5	951.5	827.5	906.5	951.5	720.5	255	805	3823	3823	1931.25	1933	1668	965	856	935	965	743.25	281.75	931	4829	4829	2206	2206	1867	987	987	1021	987	818	339	812.04	3249.58	3249.58	1855.52	1858.3	1609.28	951.28	838.35	898.1	951.28	726.81	259.5
50	1005	2261	3517	2142	2156	1854	1161	1005	1029	1161	848	218	1005	3517	3517	2467.5	2457.75	2096.25	1202.5	1010.75	1125	1202.5	889	281.75	1005	4773	4773	2559	2570.5	2146	1207	1032.5	1168	1207	912	319	1075	4773	4773	2661.5	2676.25	2221	1218.25	1059.5	1211	1218.25	932	340	1177	6029	6029	3039	3039	2529	1238	1164	1307	1238	1004	399	1036.52	4270.6	4308.28	2556.62	2559.12	2152.12	1207.66	1042.83	1168.43	1207.66	911.52	312.98
60	1205	1446	2711	2812	2812	2470	1408	1205	1282	1408	1038	280	1205	5723	5346.5	3154	3140.5	2622.5	1454	1228.25	1402.25	1454	1081.5	358.75	1269	5723	5723	3228.5	3236.5	2711	1461.5	1247	1450	1461.5	1100.5	387.5	1301	5723	5723	3443.25	3452	2812	1472	1287.25	1491	1472	1128	418	1608	7229	7229	3872	3872	3061	1553	1398	1648	1553	1236	489	1267.58	5424.21	5451.92	3283.93	3294.95	2720.62	1463.75	1256.67	1446.81	1463.75	1104.66	388.95
70	1405	3161	3161	3609	3609	3082	1659	1405	1601	1659	1211	329	1405	6673	6673	3863.75	3851.75	3253.25	1709	1419	1694.75	1709	1261.75	432.25	1519	6673	6673	3972.5	3972.5	3321.5	1722	1451	1740.5	1722	1284.5	459.5	1552.25	6673	6673	4212	4199.5	3394	1732	1478.25	1800	1732	1313.25	492.25	1913	8429	8429	4469	4464	3785	1787	1595	1938	1787	1387	646	1524.21	6848.6	6848.6	4025.72	4014.66	3325.2	1720.25	1455.24	1751.19	1720.25	1288.9	461.91
80	1605	1605	5617	4310	4310	3621	1923	1605	1793	1923	1399	397	1727	7623	7623	4506	4482.5	3823.5	1967	1647.25	1969.75	1967	1458.5	486.5	1752	7623	7623	4679.5	4741	3901	1980.5	1676	2031	1980.5	1488	525.5	1847	7623	7623	4924	4906	3992.25	1989	1707	2071.75	1989	1532.25	562.5	2426	9629	9629	5686	5658	4297	2017	1806	2315	2017	1644	674	1795.87	7843.66	7903.84	4739.27	4736.07	3912.02	1977.85	1680.84	2029.33	1977.85	1494.28	527.02
90	1805	4061	6317	5026	5026	4286	2193	1805	2100	2193	1580	442	1967.5	8573	8573	5287.5	5342.5	4487.5	2226	1841.75	2291	2226	1654.75	537	2005.5	8573	8573	5637.5	5635	4568.5	2236.5	1875	2348	2236.5	1680.5	572.5	2223.5	10829	10829	5742.75	5755.5	4650.5	2244	1914	2424.75	2244	1703	623.5	2608	10829	10829	6239	6239	4996	2321	2097	2647	2321	1885	708	2091.45	9046.76	9001.64	5563.63	5578.55	4562.51	2235.53	1883.21	2352.62	2235.53	1683.21	575.44
100	2148	4511	4511	5755	5757	4788	2431	2005	2393	2431	1771	498	2206	9523	9523	6178.5	6213	5051.5	2481.75	2050.25	2547.75	2481.75	1845.75	618.75	2332.5	9523	9523	6385.5	6373	5152.5	2491	2093	2629.5	2491	1872.5	663.5	2486.5	12029	12029	6493.75	6457.5	5275	2497	2137	2695.25	2497	1917	694.25	3099	12029	12029	7070	7094	5570	2538	2269	2847	2538	2016	787	2367.15	10224.68	10349.98	6339.02	6334.36	5166.31	2488.56	2097.01	2629.2	2488.56	1881.06	659.64
