States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	41	41	41	41	41	41	41	41	24	24	37	7	41	47	41	41	41	44.75	41	41	31	29	40	11.75	41	92	92	46.5	41	49	41	45	35	31	41	14	41	92	92	57	57	56	41	48	39.25	33	45	16	51	143	143	77	76	80	58	62	50	44	55	27	41.58	84.43	82.31	49.68	48.75	51.03	41.79	45.58	35.71	31.17	42.81	14.12
20	81	182	182	104	81	103	81	89	71	56	73	19	84	182	182	125.75	128.75	122	81	99	82.75	63	86	28	90	283	283	141	141	130.5	81	104.5	88	67	91	31	100.25	283	283	153	153	143	84	110	96	69.25	96.25	35	147	384	384	235	230	208	110	137	122	80	112	47	93.55	252.7	249.67	140.99	141.93	133.36	83.74	105.02	89.52	66.75	91.45	31.16
30	131	272	272	200	201	186	121	145	125	89	122	35	153.75	423	423	238.75	251.25	214.75	123	160	140	99.75	132.75	45	172	423	423	259.5	266.5	226.5	125	166	149	104	142	49	191.25	574	574	275	285.5	242	132.25	174.25	155	108.25	150	55	266	725	725	330	339	271	160	216	185	121	172	70	176.96	459.24	463.77	258.04	266.97	227.36	127.91	168.32	148.59	104.24	142.48	49.78
40	202	563	563	315	326	276	161	206	174	123	164	44	246	563	563	372.75	375.5	313	165	226.75	199.75	133	184	59	273.5	764	764	387.5	394	326.5	169	235	209	140	191	65	300.5	764	764	411.25	422.25	344.75	178.25	244	216.25	147	201	71	393	965	965	457	479	375	221	278	250	167	228	102	276.65	695.66	695.66	387.67	398.59	328.6	173.54	236.4	208.38	140.64	192.94	65.23
50	258	703	488	448	449	385	201	267	239	159	213	61	373	891.25	703	500.75	507	423	207	291	264	172.75	235	74.75	410	954	954	521	541.5	443	214	310	278.5	179	244	81	451.25	954	954	551	557	466	221	322.5	288.5	185	256.25	86	573	1205	1205	641	638	521	280	353	332	206	285	108	414.59	913.84	906.67	525.43	536	444.03	216.97	308.49	277.08	179.63	245.91	81.67
60	376	843	843	568	559	504	241	311	310	200	251	65	474.75	1144	1144	628.75	633.75	532.75	249	360.75	327.75	211	281	95.75	514	1144	1144	655	680.5	548	259.5	373	338	216	291	101.5	579.25	1144	1144	696	697	568	271	383.75	353	222.25	303	109.25	876	1445	1445	835	810	654	346	429	381	269	333	130	532.32	1131.96	1140.99	662.37	675.32	551.47	263.49	371.59	340.7	217.91	293.1	102.32
70	487	983	983	706	748	624	281	404	372	238	310	98	630.75	1334	1334	773.75	797.25	656.75	298	431	399	249	339.75	112	687	1334	1334	815	826.5	672	306	446.5	411.5	256	351	120.5	733.25	1334	1334	845.25	844.5	687.5	320	461.25	425.25	264	362.25	128	898	1685	1685	949	957	760	391	520	489	293	403	147	684.87	1372.61	1383.14	813.55	826.18	674.45	311.52	448.04	412.96	257.96	352.29	120.39
80	585	1123	1123	856	857	710	325	450	418	274	358	108	754.75	1524	1524	928.5	958	771.75	344	500	467.75	290	386.75	128	831.5	1524	1524	982.5	978	786	351.5	510	482	298	404	137	918.5	1925	1925	999.25	1004.5	815.25	363	524.25	497	303.25	418	148	1147	1925	1925	1085	1144	859	434	565	529	331	453	166	835.57	1612.22	1612.22	969.77	983.24	789.77	356.83	512.66	480.52	297.24	403.44	137.93
90	766	1263	1263	1009	1001	843	362	510	512	300	406	117	936.75	1714	1714	1089	1104	892.75	386.75	569	536.75	327.75	443	145.75	984	1714	1714	1127	1125.5	916.5	396.5	582	552	335.5	457	156	1091.25	2165	2165	1150.25	1144.5	931.25	412	600.25	567.5	344	468.25	167	1374	2165	2616	1252	1304	1015	510	639	639	370	544	201	1006	1867.34	1894.4	1119.47	1126.78	914.16	403.74	582.35	553.94	336.05	457.33	156.74
100	914	1403	1403	1156	1159	968	412	584	575	344	455	141	1073.75	1904	1904	1255.5	1247.5	1022	434.75	636.5	607.5	364.5	498	169	1150.5	1904	1904	1286	1268	1040	450	652.5	623.5	376.5	510	178	1257.5	2405	2405	1307	1310	1067.25	468	676.25	644	388.5	525	189.25	1621	2405	2405	1596	1507	1131	557	776	686	417	573	211	1181.36	2129.45	2104.4	1282.41	1286.47	1043.96	453.68	655.37	625.26	376.62	510.4	178.97
