States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	0.002873	0.001806	0.001807	0.001735	0.00178	0.001778	0.001747	0.00153	0.003147	0.002884	0.002916	0.019507	0.0030305	0.00192925	0.00191675	0.00199825	0.0019575	0.00193725	0.00200575	0.00169375	0.00393175	0.003347	0.003251	0.02449	0.0031035	0.0034725	0.003609	0.002301	0.002179	0.002222	0.002077	0.0017675	0.0044845	0.0034965	0.0034545	0.0272665	0.003166	0.00357875	0.00375425	0.0025465	0.0024875	0.0024055	0.002175	0.001839	0.005102	0.00374625	0.00376275	0.03021125	0.013352	0.005006	0.005312	0.003422	0.012245	0.00293	0.002435	0.002231	0.015477	0.010118	0.012693	0.045651	0.00320798	0.00305112	0.00312976	0.00230127	0.00232037	0.00220932	0.00208514	0.00177333	0.0048989	0.00359556	0.00363138	0.0278524
20	0.009492	0.004309	0.004423	0.005435	0.005194	0.004968	0.004532	0.003854	0.009214	0.007033	0.008579	0.064018	0.00972275	0.00748425	0.007852	0.00616775	0.00592325	0.00573875	0.00480275	0.00410275	0.011642	0.00780075	0.0098945	0.0861195	0.009878	0.0106445	0.011205	0.0067445	0.00643	0.006133	0.004951	0.004263	0.0127555	0.008148	0.0108715	0.092978	0.010054	0.011093	0.01168825	0.007357	0.0069105	0.00661025	0.0050815	0.004467	0.01393925	0.008536	0.0122105	0.10487675	0.014742	0.020143	0.021442	0.011902	0.007904	0.011073	0.005678	0.005803	0.020068	0.010258	0.020308	0.128336	0.00999215	0.00956927	0.01015999	0.00684065	0.00644294	0.00623561	0.00496773	0.00431985	0.01285435	0.00821072	0.01131845	0.09501225
30	0.018789	0.011634	0.012061	0.009806	0.009842	0.008768	0.007551	0.006228	0.018172	0.010931	0.017844	0.147756	0.0193735	0.01723225	0.01858375	0.01197825	0.011298	0.01037275	0.00793175	0.006789	0.02219725	0.01246825	0.021537	0.17871675	0.0196385	0.0176275	0.019131	0.0130065	0.0120075	0.010844	0.00815	0.0070015	0.023535	0.013193	0.023072	0.1955155	0.01997225	0.01824775	0.01996175	0.0139445	0.01288125	0.01148875	0.00838225	0.0072115	0.02506575	0.01972875	0.025134	0.21384525	0.022048	0.024434	0.028088	0.016672	0.014611	0.012677	0.009811	0.008688	0.029409	0.025203	0.032665	0.28447	0.01972118	0.01798998	0.01949474	0.01297428	0.0120463	0.01086484	0.008186	0.0070394	0.02357633	0.01541104	0.02334351	0.19918889
40	0.031098	0.017678	0.01919	0.017279	0.016149	0.014931	0.01093	0.00901	0.031615	0.016864	0.032129	0.286113	0.03201975	0.0238495	0.0260845	0.01930075	0.017973	0.0164065	0.011704	0.01017725	0.03419975	0.0188295	0.039987	0.32300175	0.0326055	0.0248175	0.0280315	0.0204155	0.018723	0.017109	0.011996	0.010412	0.0362055	0.0193835	0.0423235	0.3467765	0.03321175	0.03148825	0.03473275	0.02176575	0.01956225	0.01761225	0.01223875	0.01105325	0.03762225	0.02021525	0.04589875	0.3782495	0.036056	0.040588	0.043026	0.025406	0.021892	0.019544	0.013473	0.017447	0.044076	0.026673	0.067171	0.513218	0.03266437	0.02734587	0.03028752	0.0205687	0.01885509	0.0170489	0.01200974	0.01059059	0.03620028	0.01965832	0.04327946	0.35568144
50	0.048476	0.023366	0.031938	0.023706	0.022438	0.020103	0.01433	0.013377	0.042285	0.020355	0.056719	0.457524	0.0512485	0.0316435	0.03713875	0.02885275	0.02648875	0.02287	0.01554175	0.0150635	0.04978925	0.02238475	0.0681825	0.55516725	0.052514	0.040309	0.044766	0.0315995	0.027684	0.023822	0.0164195	0.0160205	0.052781	0.023641	0.075072	0.594815	0.05356325	0.0412695	0.0491055	0.0332855	0.02913325	0.025095	0.01703	0.01664375	0.05518075	0.02578975	0.0811315	0.639491	0.056255	0.050656	0.062194	0.038875	0.034366	0.028921	0.021248	0.018698	0.067892	0.029526	0.101516	0.788632	0.05237754	0.03734208	0.04358012	0.0313277	0.02782992	0.02399806	0.01630294	0.01589983	0.05222229	0.02409794	0.07544016	0.59894771
60	0.071525	0.017171	0.031985	0.033667	0.031233	0.025347	0.018006	0.016442	0.05136	0.025505	0.085126	0.67835	0.0737295	0.048946	0.0526205	0.0382605	0.0353135	0.02947625	0.019564	0.0182945	0.06387725	0.02787775	0.10003425	0.81950175	0.0756925	0.0512165	0.0595065	0.0410625	0.036571	0.0311355	0.0208555	0.019513	0.067887	0.0288855	0.1085715	0.8708485	0.077888	0.05283	0.0623015	0.04340125	0.038996	0.0325995	0.02159275	0.02027825	0.071297	0.03004875	0.116441	0.93189275	0.082055	0.065309	0.078751	0.047911	0.046366	0.036609	0.025079	0.023385	0.084829	0.033481	0.156086	1.187145	0.07590084	0.04952246	0.05738949	0.04082587	0.03703458	0.03109947	0.02074491	0.019396	0.06806177	0.02902024	0.10993781	0.87219417
70	0.091666	0.033806	0.035078	0.038798	0.036882	0.032239	0.022011	0.019774	0.060277	0.032593	0.113891	0.766872	0.09430225	0.05702625	0.0609795	0.04123575	0.03901075	0.033805	0.0226495	0.02125225	0.0692545	0.03535225	0.13210975	0.94175375	0.0954265	0.05773	0.061935	0.0432825	0.040434	0.034938	0.0229335	0.0219315	0.0716625	0.0367455	0.1438475	0.987991	0.0963975	0.0588605	0.0650885	0.0452355	0.04223125	0.0357945	0.0235505	0.02235125	0.07379325	0.03796975	0.151609	1.05054825	0.10119	0.075512	0.082293	0.05223	0.045805	0.042675	0.028162	0.024066	0.083749	0.041002	0.199461	1.442892	0.09544681	0.05930995	0.06409551	0.04351379	0.04063704	0.03504681	0.02315198	0.02184892	0.07184945	0.03669214	0.14319481	1.00137747
80	0.119987	0.02478	0.056826	0.045403	0.047947	0.040167	0.026242	0.026096	0.078909	0.038177	0.151825	1.232109	0.12807225	0.06832975	0.07753275	0.055535	0.05015075	0.04319475	0.02825475	0.02790525	0.09256875	0.0408485	0.188954	1.353961	0.129758	0.0695355	0.0791595	0.057051	0.0518065	0.045072	0.0289365	0.0286415	0.095299	0.0421	0.198992	1.423688	0.1311315	0.071462	0.08160625	0.06010725	0.0547245	0.0466645	0.029524	0.02934425	0.0988725	0.04385425	0.211931	1.5109195	0.136587	0.089104	0.102272	0.069995	0.06487	0.049608	0.030473	0.031668	0.112164	0.047962	0.267423	1.8042	0.12970973	0.07136086	0.0814329	0.05776911	0.0526491	0.04495564	0.0288496	0.02869153	0.0956083	0.04232288	0.20154083	1.44025063
90	0.151946	0.041538	0.060326	0.051992	0.049095	0.041831	0.027257	0.027129	0.083977	0.044685	0.183365	1.233234	0.15492425	0.07050675	0.07634675	0.05630025	0.0526455	0.04444475	0.02807675	0.0285645	0.092592	0.047859	0.21927825	1.46055975	0.15613	0.072124	0.079802	0.059448	0.0548225	0.0457775	0.0289185	0.029282	0.0961735	0.0490845	0.2291705	1.5367975	0.15769175	0.087588	0.09650625	0.06196775	0.05643675	0.0471475	0.029585	0.0299215	0.09902925	0.050635	0.24538975	1.6029225	0.170194	0.090649	0.101472	0.066898	0.06469	0.04995	0.033635	0.032227	0.110347	0.090882	0.288829	1.819147	0.15649333	0.07535793	0.08303764	0.05927567	0.05475742	0.04578229	0.02896243	0.029346	0.09604969	0.05065456	0.232014	1.5351128
100	0.18865	0.054481	0.062395	0.072394	0.066509	0.05733	0.036878	0.037599	0.114996	0.051538	0.268037	2.026825	0.1939975	0.08968	0.10307725	0.07824275	0.072315	0.06115	0.03906225	0.0414125	0.12823525	0.056225	0.3155435	2.25976975	0.1967565	0.0925765	0.109484	0.0819705	0.0745635	0.062646	0.0396225	0.042459	0.1319655	0.0578895	0.3381185	2.425833	0.20004025	0.112189	0.12849625	0.0846825	0.07679325	0.06491425	0.04009675	0.04356525	0.13642075	0.060401	0.3685375	2.55245725	0.206676	0.127834	0.144942	0.095787	0.085827	0.069331	0.045947	0.047057	0.153357	0.067489	0.425978	3.116948	0.19695152	0.09777017	0.11341082	0.0816506	0.07468657	0.06307019	0.03966435	0.04240046	0.13238329	0.0583657	0.34140623	2.43390245
