States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	910	910	910	910	910	910	910	910	519	910	704	188	910	910	910	910	910	910	910	910	669.5	910	765	273.75	910	1921	1921	910	910	1081	923.5	910	713	923.5	790.5	307	910	1921	1921	1092	1092	1152.25	932	910	770.75	932	811	338	910	2932	2932	1338	1338	1554	963	1235	1105	963	942	462	910	1577.26	1577.26	997.34	995.69	1084.59	923.22	923.29	719.3	923.22	790.28	309.9
20	1810	3821	3821	1810	1810	2335	1810	1810	1514	1810	1594	412	1810	3821	3821	2467.5	2467.5	2662.25	1884	1810	1795	1884	1642	582	1810	5832	5832	2615	2619	2854.5	1900	1810	1874.5	1900	1662	638.5	1810	5832	5832	2783.25	2821	3061	1918	1923.5	2009.75	1918	1722.75	687	1810	7843	7843	3541	3541	3435	1967	2117	2392	1967	1892	846	1810	5128.15	5128.15	2632	2634.09	2866.78	1899.3	1870.63	1894.86	1899.3	1689.35	642.15
30	2710	5721	5721	3999	3999	4096	2815	2710	2623	2815	2393	738	2710	8732	8732	4489.5	4489.5	4729.75	2875.75	2710	2987.25	2875.75	2481.25	913.5	2710	8732	8732	4693	4693	4918.5	2894	2721	3129.5	2894	2521.5	985.5	2710	8732	8732	4872.25	4872.25	5156	2913	2853.75	3290.75	2913	2608	1075.5	2758	11743	11743	5403	5403	5740	2962	3057	3611	2962	2776	1296	2710.48	9153.54	9153.54	4699.28	4698.93	4945.85	2893.96	2787.44	3148.83	2893.96	2544.98	995.89
40	3610	11632	11632	6123	6123	6330	3819	3610	4030	3819	3190	1061	3610	11632	11632	6756.75	6756.75	7071.25	3892.75	3616	4345.25	3892.75	3323.75	1240.5	3610	15643	15643	6991.5	6985	7267	3910	3708	4524.5	3910	3396.5	1331.5	3610	15643	15643	7359.25	7354	7507.5	3922.5	3801.25	4671.25	3922.5	3456.25	1425.25	3610	19654	19654	8171	8076	8292	3978	4060	5026	3978	3727	1641	3610	13797.94	13797.94	7052.73	7046.16	7291.95	3906.85	3727.13	4511.23	3906.85	3401.23	1334.32
50	4510	14532	14532	8180	8180	8706	4830	4510	5166	4830	4072	1332	4510	14532	14532	9211.5	9210.75	9414	4900.75	4544	5762	4900.75	4202.75	1558.5	4510	19543	19543	9553	9553	9626.5	4916.5	4657.5	5911.5	4916.5	4269.5	1631.5	4510	19543	19543	9884	9899.75	9946	4931.25	4734.75	6053	4931.25	4364.75	1745	4573	29565	29565	10505	10505	10789	4980	5175	6668	4980	4792	2073	4510.63	18490.69	18490.69	9550.12	9536.44	9687.04	4914.19	4670.31	5903.36	4914.19	4298.59	1652.05
60	5410	17432	17432	10968	10863	11005	5827	5410	6675	5827	4899	1505	5410	23443	23443	11812.5	11815.25	11824.5	5904	5431	7103.5	5904	5065	1790.75	5410	23443	23443	12038	12031.5	12136.5	5926	5563.5	7288	5926	5154.5	1947	5410	23443	23443	12458	12451	12529.75	5949	5719.5	7558	5949	5244.25	2097.75	5410	29454	29454	13757	13757	13400	5983	6083	7861	5983	5517	2322	5410	23202.56	23202.56	12176.51	12171.79	12163.48	5925.54	5599.71	7314.73	5925.54	5168.48	1942.3
70	6310	20332	20332	13624	13624	13951	6846	6316	8125	6846	5799	1764	6310	27343	27343	14499	14499.25	14454.75	6927	6419.25	8570.25	6927	5944.25	2055.25	6310	27343	27343	14870.5	14826	14871.5	6946	6531	8770	6946	6037.5	2229.5	6310	27343	27343	15383.5	15374.5	15237.25	6963	6649.25	8999.75	6963	6134.25	2369.25	6719	34354	34354	15973	16454	16491	7009	7171	9711	7009	6440	2871	6329.02	28534.87	28604.98	14914.68	14911.73	14908.03	6942.78	6557.01	8795.64	6942.78	6046.65	2221.77
80	7210	23232	23232	16350	16350	16196	7879	7210	9514	7879	6638	1917	7210	31243	31243	17434.75	17393	17354.5	7935.5	7353.5	10106.75	7935.5	6814.75	2290.75	7210	31243	31243	18043.5	17949.5	17619.5	7959	7489.5	10326.5	7959	6935	2404.5	7210	39254	39254	18384	18382.75	17953	7974.5	7635.25	10523.5	7974.5	7045.5	2565.25	7865	47265	47265	19660	19553	19136	8011	8140	11283	8011	7431	3124	7262.11	34046.85	34046.85	17967.05	17919.07	17660.94	7955.67	7508.65	10326.68	7955.67	6945.81	2415.27
90	8110	35143	35143	19060	19060	19259	8861	8110	11036	8861	7504	2290	8110	35143	35143	20405.25	20297.5	20084	8951.75	8271.75	11643.5	8951.75	7715.75	2538.75	8110	35143	35143	20922	20866.5	20429.5	8968	8461.5	11826.5	8968	7825.5	2657	8110	44154	44154	21361	21294.25	20853	8983.25	8583	12083.75	8983.25	7954.25	2801	9204	53165	53165	22511	22511	21888	9011	9472	12599	9011	8446	3200	8199.13	39197.95	39288.06	20858.73	20795.83	20454.96	8964.86	8468.26	11851.49	8964.86	7849.81	2677.88
100	9010	39043	39043	22035	22035	21794	9917	9010	12418	9917	8371	2437	9010	39043	39043	23430	23408	22829.5	9963.75	9239.5	13168.25	9963.75	8624	2821.25	9193	49054	49054	23962	23833	23391	9978.5	9382.5	13408.5	9978.5	8723	2951	9524.25	49054	49054	24478.5	24389.75	23712.25	9990.25	9524.5	13571.5	9990.25	8867.25	3124.75	9907	59065	59065	25753	25753	24912	10011	10141	14187	10011	9319	3503	9269.34	44348.83	44348.83	23942.11	23873.41	23296.76	9975.6	9397.81	13349.78	9975.6	8742.87	2962.04
