States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	205	410	410	273	273	327	205	205	184	205	175	52	246	410	410	335.75	334	403.25	205	234.75	209	205	201.75	85	265	615	615	355.5	352	423	205	254	231.5	205	216.5	104	293	615	615	375.25	372	449.75	217	272.5	248.5	217	230.5	116.5	345	820	820	448	429	559	317	357	319	317	282	147	267.42	564.57	559.65	355.04	352.59	429.69	213.76	254.72	232.49	213.76	216.64	101.77
20	507	810	810	807	803	883	405	473	409	405	390	102	698	1215	1215	852.5	840.5	993	415.75	523.25	496.5	415.75	425.75	171	755	1255.5	1215	885	864.5	1028.5	434	552	521	434	446.5	196.5	824.75	1620	1620	910	888	1072.5	456	588.25	547.25	456	467.25	225	1030	2025	2025	979	979	1203	546	682	611	546	536	309	770.46	1415.88	1418.31	884.69	867.82	1028.37	440.96	558.38	520.14	440.96	448.43	199.15
30	1093	1331	1331	1326	1271	1532	605	798	725	605	594	206	1420	2420	2420	1421	1368.5	1652.25	642	855	794	642	652	274	1527	2420	2420	1465	1406.5	1687	663.5	890	837	663.5	676	299.5	1650.25	2420	2420	1495.5	1476.75	1732.25	710.75	949.25	881.25	710.75	715	332	1943	3025	3025	1580	1581	1840	872	1065	997	872	811	413	1526.96	2462.35	2459.93	1458.96	1417.56	1688.01	677.54	899.17	841.75	677.54	683.59	302.01
40	2043	2415	2415	1910	1819	2199	805	1027	978	805	801	254	2414.5	3220	3220	2064.75	1993	2332.75	867.5	1188.75	1135	867.5	895.75	354.25	2571	3220	3220	2106.5	2045	2410	897	1238	1185	897	923.5	385.5	2754.5	4025	4025	2144.25	2099	2466.75	946.5	1288.5	1235.75	946.5	955.25	417.25	3018	4025	4025	2287	2223	2753	1137	1407	1457	1137	1049	543	2575.91	3463.11	3426.08	2105.64	2045.31	2410.05	913.76	1238.59	1188.48	913.76	925.16	387.33
50	3222	2412	3015	2542	2451	2938	1016	1434	1350	1016	1034	370	3669.75	4020	4020	2734	2619.5	3092.75	1108	1540	1473.75	1108	1125.75	462.25	3900.5	5025	5025	2783	2692	3145	1162.5	1583	1530	1162.5	1165.5	509	4128.5	5025	5025	2835.5	2764.25	3203	1211.25	1633.25	1583.25	1211.25	1209.25	549	4611	5226	5226	3035	3003	3465	1401	1840	1737	1401	1344	665	3896.86	4480.29	4514.46	2778.7	2691.38	3147.11	1164.65	1590.28	1533.98	1164.65	1168.66	509.65
60	4682	3615	3615	3284	3080	3679	1257	1680	1653	1257	1257	447	5303	4820	4820	3435.75	3323	3822	1356.25	1881.25	1816.5	1356.25	1345.75	582	5573	6025	6025	3494.5	3389.5	3894.5	1405	1933.5	1870.5	1405	1390	636	5762.75	6025	6025	3554.5	3476	3976.75	1455	1992.5	1930.5	1455	1456.25	686.75	6643	6266	7230	3715	3641	4224	1613	2190	2125	1613	1553	819	5559.84	5408.04	5514.08	3493.7	3392.32	3906.26	1408.48	1941.98	1881.05	1408.48	1397.49	636.97
70	5974	4215	4215	4042	3747	4481	1424	2059	2012	1424	1451	548	7108.25	5620	5901	4140.5	4046.75	4630	1576.75	2211.5	2184.5	1576.75	1582.75	674.75	7454.5	7025	7025	4203.5	4114.5	4713	1637	2295.5	2251.5	1637	1636	721.5	7658.25	7025	7025	4275.25	4179.75	4823.75	1712.5	2368	2310.75	1712.5	1698.5	774	8366	7587	8711	4454	4389	5099	1952	2515	2593	1952	1825	921	7386.58	6406.8	6634.41	4216.64	4112.76	4720.76	1643.45	2285.3	2255.28	1643.45	1637.72	724.31
80	7595	4815	6420	4657	4512	5194	1651	2411	2382	1651	1745	654	8716.5	6420	6420	4889	4715	5398	1816	2578	2557	1816	1834.25	770.75	9077.5	8025	8025	4951.5	4835	5468.5	1890	2664	2629	1890	1897	827.5	9493	8025	8025	5030.25	4906.25	5540.75	1961	2751.5	2705.25	1961	1955.5	881	10414	9630	9630	5191	5117	5795	2185	3011	2987	2185	2078	1015	9086.99	7183.98	7565.97	4952.1	4813.83	5469.32	1895.53	2668.78	2634.15	1895.53	1898.98	828.88
90	8544	3971	5415	5471	5283	6031	1908	2692	2743	1908	1901	729	10158.75	7490.75	7581	5635	5478.25	6201.75	2054.5	2896.5	2923.75	2054.5	2077	871.75	10661	9025	9025	5725.5	5554	6275	2126.5	2989.5	3003.5	2126.5	2127	921.5	11097.5	9025	9025	5796.5	5669.25	6368.75	2204.75	3075	3059.25	2204.75	2180	969.5	12428	10830	10830	6058	5940	6654	2420	3275	3279	2420	2317	1141	10630.21	8281.34	8591.8	5716.37	5566.43	6281.81	2129.89	2992.89	2996.24	2129.89	2123.03	922.13
100	10040	6015	8020	6228	5880	6835	2152	3090	3106	2152	2176	816	11629.5	8020	10025	6400.5	6156	7061.75	2305.5	3262.25	3307.75	2305.5	2307.75	980.75	12394	10025	10025	6484.5	6299	7140	2385.5	3370.5	3389.5	2385.5	2364.5	1050	12815.25	10025	10025	6589.25	6434	7213.75	2455.25	3461.75	3486.25	2455.25	2430	1128.25	14003	12030	12030	6836	6759	7425	2770	3700	3630	2770	2639	1253	12261.74	9186.91	9768.36	6503.66	6297.39	7133.92	2390.95	3366.45	3387.95	2390.95	2367.48	1053.98
