States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	1056	2932	2932	1835	1843	2106	910	968	1112	910	903	306	1174	3943	3943	2032.75	2012.25	2239.25	929	1215.75	1273.75	929	1047.25	447.25	1227	3943	3943	2130	2139	2322	953	1329.5	1329	953	1121.5	492.5	1282.75	4954	4954	2234	2206.25	2442.5	1138	1433.75	1417	1138	1219	558.5	1508	6976	5965	2730	2730	3269	1637	1821	1657	1637	1438	744	1232.91	4306.96	4135.09	2132.05	2121.38	2387.45	1041.24	1331.08	1346.06	1041.24	1133.31	503.53
20	3487	7843	7843	5547	5544	6093	1831	2632	2930	1831	1934	744	3958.25	11865	11865	6128.75	6085.25	6399	1943.25	3230	3198	1943.25	2329.75	971.75	4232	11865	11865	6274	6228.5	6552	2206.5	3463	3257	2206.5	2455	1077.5	4419	13876	13876	6438	6381	6802.75	2407.5	3645.5	3374.75	2407.5	2578.5	1219.5	4872	15887	15887	6954	7055	7618	3075	4188	3792	3075	2941	1509	4214.01	12327.53	12206.87	6287.07	6230.68	6625.43	2214.18	3444.43	3288.79	2214.18	2444.67	1097.89
30	7632	17765	14754	10619	10164	10658	2992	5249	4886	2992	3256	1181	8605.5	20776	20776	11095.25	10834	11132	3506.75	5898.75	5266.5	3506.75	3731.75	1629.25	9019	20776	20776	11345	11094.5	11400	3791.5	6136.5	5424.5	3791.5	3888	1861	9332	23787	23787	11551.75	11370.75	11687.5	4129.75	6407.5	5585.75	4129.75	3978	2054.25	10128	26798	29809	12373	11789	13482	4951	7086	6235	4951	4297	2323	8964.7	21799.74	21498.64	11343.08	11098.99	11456.1	3819.69	6145.26	5437.92	3819.69	3860.81	1836.29
40	12710	23665	23665	15932	15072	15956	4144	7848	7131	4144	4497	1861	14621.75	27676	27676	16569.5	16056.25	16508.5	4804.75	8491.75	7540	4804.75	5069.75	2285.75	15115	31687	31687	16930	16473.5	16758	5288	8818	7701	5288	5279	2531	15612.5	32689.75	35698	17267.25	16835	17143.5	5608.5	9237	7964	5608.5	5443.25	2713.5	17054	39709	39709	17849	17572	18907	6715	9947	8917	6715	5839	3278	15095.86	31326.01	31606.78	16894.04	16454.85	16860.53	5238.14	8841.55	7766.86	5238.14	5260.4	2519.15
50	20359	29565	34576	21426	19732	21285	5562	10496	9329	5562	6002	2521	22035	39587	39587	22463.25	21884	22055.25	6325	11599.25	9706.75	6325	6498.75	2928.5	22748.5	39587	39587	22789	22297.5	22385.5	6726.5	11920	9983	6726.5	6671	3154	23437.25	44598	44598	23168	22644	22720.5	7205.75	12228.75	10201.5	7205.75	6858	3440	25236	49609	49609	24077	23667	24855	8366	13152	11273	8366	7303	4381	22791.42	41290.74	40889.86	22783.13	22232.32	22420.31	6781.95	11903.07	9993.44	6781.95	6681.76	3181.29
60	29310	35465	41476	27215	24767	27286	6725	13466	11694	6725	7510	2914	31565.5	47487	47487	28728.25	27796.25	27946.25	7503.5	14596	12194.5	7503.5	7867.75	3494.25	32677	53498	53498	29156	28335.5	28244.5	8032	14919	12504.5	8032	8130	3670.5	33806.5	53498	53498	29435	28805.5	28620.75	8437	15375.75	12756.25	8437	8284.25	3989.25	35995	65520	71531	30827	29946	30902	9505	16710	13712	9505	8604	4759	32716.69	51634.59	52055.36	29063.22	28296.86	28359.72	8014.64	15005.4	12497.34	8014.64	8095.56	3730.09
70	41076	48376	48376	34321	32205	32948	7979	17028	13831	7979	8711	3541	44345.75	55387	62398	35110.25	34085	33914.5	8890	17934.25	14658.25	8890	9421	3976.25	45403.5	62398	62398	35478.5	34633.5	34354.5	9474.5	18462	14827.5	9474.5	9613	4221.5	46452	69409	69409	35929.25	35172.75	34757	9916.5	18828.5	15223.25	9916.5	9829.75	4496	49171	76420	76420	37245	36795	36525	11222	20080	16704	11222	10498	5493	45268.22	61626.79	62818.66	35545.3	34602.95	34411.11	9455.54	18428.23	14938.94	9455.54	9620.1	4243.19
80	53252	47265	47265	39976	37657	39082	9298	20422	16454	9298	10488	3837	57932	71298	71298	41721.75	40458.75	40159.25	10406.25	21267	17128.25	10406.25	10932.25	4499	59302	71298	71298	42296.5	41176.5	40497	10823	21790	17579	10823	11147.5	4854.5	60589.5	79309	79309	42775.5	41841.5	41003.25	11472.75	22309.75	17842.75	11472.75	11372.5	5225.75	64986	79309	87320	44419	43710	43276	12946	23598	19203	12946	11865	6255	59289.18	72579.76	74021.74	42272.36	41124.82	40602.42	10942.12	21829.19	17527.38	10942.12	11149.19	4892.9
90	69203	62176	62176	46896	44303	45567	10680	23475	19017	10680	11510	4275	74399.25	71187	80198	48506	46854.5	46624.75	11890.75	24960.5	19860.25	11890.75	12488.25	5138.75	76150	80198	80198	48966.5	47611.5	47025.5	12328.5	25554.5	20162.5	12328.5	12660.5	5403	77851.75	89209	89209	49572.25	48345.75	47687.75	12778.75	25989.25	20459.5	12778.75	12899.25	5794.25	80352	98220	107231	51371	50179	49735	14925	27287	21544	14925	13450	7008	75988	81008.99	82991.41	48999.73	47496.05	47140.33	12338.46	25520.11	20178.61	12338.46	12666.61	5486.63
100	86019	59065	79087	53047	50478	52407	11495	27115	21756	11495	13226	4911	91722	79087	89098	55470.25	54137	53105.25	13056.75	28443.25	22410.75	13056.75	13916.5	5725.25	93696	89098	99109	56000	54997	53669	13588	28997.5	22809.5	13588	14157.5	6112	95768.75	99109	99109	56438.25	55795.75	54045.25	14221	29596.5	23385.5	14221	14396	6440.75	98397	119131	119131	58926	57569	55206	15601	31017	24240	15601	14975	7795	93446.2	89507.45	97106.8	55978.89	54883.85	53614.55	13575.84	28988.08	22876.25	13575.84	14152.02	6097.06
