States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	290	562	562	393	393	504	358	387	417	358	369	313	336.75	790.75	629.5	487	481.75	584.5	390.75	455.75	471	390.75	411.25	349.5	357	897	897	526.5	526	631.5	405	486	504	405	434.5	370	374	924	903.75	565.75	559	668	419.25	521.25	534.5	419.25	468	385	449	1268	1268	667	667	786	532	660	640	532	596	468	358.4	847.41	829.47	528.33	524.19	630.22	406.41	490.89	505.31	406.41	441.21	369.05
20	942	1899	1320	1295	1223	1448	866	1014	1146	866	917	786	1072	1953	1953	1392.75	1324.75	1599	926	1149.75	1235.25	926	1006.25	843	1130.5	2532	2007	1433	1379.5	1671.5	946.5	1220.5	1286.5	946.5	1050.5	867	1164	2640	2604	1475.75	1436.75	1748.75	980	1296.25	1340	980	1100.75	897.25	1385	3300	3300	1645	1645	1933	1169	1522	1458	1169	1290	1049	1120.69	2333.61	2249.34	1435.33	1385.49	1676.68	957.04	1224.29	1287.25	957.04	1058.98	876.44
30	1669	3009	3009	2282	2149	2616	1444	1733	1990	1444	1518	1341	2089	4084	4048	2419.5	2294.5	2804.25	1524	1966	2112	1524	1673.75	1397.5	2186.5	4120	4120	2479	2371.5	2889.5	1585	2056	2183	1585	1744.5	1453.5	2315.25	4192	4192	2553.5	2464	3003.5	1622.25	2122	2249.75	1622.25	1800.25	1502	2821	5285	5285	2800	2800	3238	1879	2321	2417	1879	1998	1637	2196.29	4258.17	4154.72	2497.82	2385.96	2901.51	1582.85	2048.6	2185.76	1582.85	1739.68	1455.42
40	3022	5492	5492	3321	3124	3866	2045	2685	2819	2045	2281	1910	3499	5636	5636	3603	3436.5	4153.25	2193.75	2893	3091.75	2193.75	2449.5	2018	3667	5942	5726	3711.5	3533.5	4246.5	2245	3012.5	3147	2245	2540.5	2050	3835.75	7045	7000	3800.75	3627.25	4385	2321	3118.5	3241.25	2321	2612.25	2112.75	4357	8562	8562	4051	4034	4702	2654	3369	3415	2654	2840	2358	3676.83	6358.18	6229.84	3708.11	3535.97	4263.54	2260.41	3013.49	3158.57	2260.41	2531.99	2063.95
50	4837	7044	7044	4687	4495	5386	2635	3535	3896	2635	2984	2485	5405.25	7431	7296	4935.75	4662.75	5601.5	2896.75	3860.5	4081.25	2896.75	3243.25	2638.25	5590	9030	8985	5022.5	4796.5	5713	2964.5	3999	4180.5	2964.5	3347	2691	5854.5	9165	9131.25	5081.75	4903.5	5888	3061.5	4193.75	4279.75	3061.5	3449.25	2765.25	6532	10890	10890	5528	5234	6307	3573	4568	4507	3573	3708	3092	5636.04	8662.53	8499.72	5020.63	4802.09	5742.54	2981.08	4017.66	4178.22	2981.08	3351.05	2701.96
60	7292	8596	8596	6031	5746	6670	3394	4582	4947	3394	3776	3105	7849.25	10970	10970	6292.75	6027.5	7061.25	3597.75	4784.5	5114	3597.75	4025.5	3243.75	8117	11105	11105	6353.5	6163	7164.5	3670.5	4957.5	5208	3670.5	4154	3312.5	8692.25	11240	11195	6472.75	6272.75	7364	3757.5	5138	5291.25	3757.5	4265.5	3380.25	9966	13596	13596	6822	6663	7924	4296	5719	5573	4296	4590	3849	8248.75	11262.79	11065.15	6372.42	6159.35	7215.81	3686.07	4981.4	5214.53	3686.07	4156.53	3327.9
70	10199	10364	10328	7552	7064	8364	4063	5350	5922	4063	4626	3770	11137.75	13045	13045	7713	7374	8623.5	4358	5817.75	6164.5	4358	4870.75	3929	11653.5	13180	13180	7828	7574.5	8794.5	4488	6031	6271.5	4488	4998.5	4024.5	12060	15330	13472.5	7919	7756.25	8946.5	4649.75	6214.25	6394.5	4649.75	5094.5	4133	13552	16464	16464	8270	8159	9441	5010	6782	6686	5010	5465	4521	11646.67	13594.19	13488.84	7830.37	7578.08	8804.49	4505.83	6030.54	6286.4	4505.83	4998.19	4046.45
80	13004	11988	11988	8940	8599	9973	4817	6324	7060	4817	5501	4331	15428	15255	15210	9226.5	8895.25	10357	5145	6981.5	7299.5	5145	5761.75	4624	16242	15390	15345	9370.5	9024	10495.5	5284.5	7160.5	7439.5	5284.5	5868.5	4719.5	16803.75	18252	18157.5	9480	9198.5	10678.75	5427.5	7378.5	7577	5427.5	5995.25	4867.25	18198	18792	18792	9900	9814	11592	5907	8084	8117	5907	6382	5287	16148.59	16336.89	16062.75	9362.38	9063.33	10524.4	5295.34	7178.33	7454.32	5295.34	5868.94	4739.38
90	18905	17105	13936	10371	9940	11686	5568	7570	8182	5568	6362	5021	20492.75	17375	17330	10734	10367	11992.5	5885.75	8036.25	8449.75	5885.75	6623.5	5303.5	21113	17645	17555	10884.5	10518.5	12171	6008	8309.5	8538.5	6008	6762.5	5399.5	22080.25	20796	20755.5	10985.75	10675.5	12374.5	6187	8516.25	8692	6187	6935	5494.5	24288	24514	24514	11471	11269	13127	6760	9366	9202	6760	7318	5898	21293.69	19033.36	18824.41	10883.46	10538.83	12200.42	6033.75	8294.45	8568.05	6033.75	6777.29	5401.35
100	23180	19180	19180	12047	11430	13300	6160	8545	9297	6160	7337	5628	25811.5	19585	19540	12396	11839	13809	6709.5	9178.75	9628	6709.5	7541.75	6006.75	26624.5	23232	20035	12518.5	12013	14006.5	6803.5	9421.5	9746.5	6803.5	7630	6112.5	27359	23515.5	23448	12643	12322.25	14179.5	6990.25	9682.5	9922.75	6990.25	7825	6257.5	30955	27545	27545	13155	12786	14954	7325	10361	10322	7325	8243	6611	26658.66	22010.66	21541.07	12527.66	12081.38	14016.96	6830.3	9446.7	9767.26	6830.3	7674.19	6125.67
