States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	31621	29321	29321	25921	25921	25921	31621	31621	35261	31621	31621	45813	33629	29321	29321	27749.5	27721.75	28257	35635	34220	42891.5	35635	34183	54587	34824	39432	39432	28366	28366	29321	36928.5	35437	46165	36928.5	35405	56954	35899	39432	39432	29103.25	29103.25	30079	37773	36492	50025.5	37773	36351	59851.5	38421	49543	49543	32110	32110	33411	43412	41019	62793	43412	38463	63837	34833.64	35994.26	35994.26	28397.14	28380.69	29269.44	36883.43	35419.5	46613.32	36883.43	35233.4	56845.1
20	72999	78432	78432	58321	58321	62635	81166	74079	102915	81166	73947	115395	74994	78432	78432	64603	64603	66640.25	85494.25	76799	116195	85494.25	77296.5	125305	76421	98543	98543	66037.5	66037.5	68387.5	88656	80207	121078	88656	79912	129585	76421	98543	98543	67778.25	67844.75	70179.75	91422.25	82158.5	128167	91422.25	81748	135019	76421	118654	118654	75075	75075	74431	100324	89493	144367	100324	88917	149873	75737.52	91504.15	91504.15	66205.9	66226.65	68549.07	89104.8	80061.84	121571.14	89104.8	79851.34	130009.22
30	111055	117432	117432	100215	100215	101295	131866	114421	178575	131866	116087	181103	114421	147543	147543	105032.75	105032.75	107480.75	140775.5	121143.5	195081.5	140775.5	121697.5	196799.5	114421	147543	147543	107173.5	107173.5	109423	144264	123962	202241	144264	124479	203787	114421	147543	147543	108950.25	108950.25	111667	147941.75	127806	210895	147941.75	128944.5	211028	117099	177654	177654	113886	113886	117691	161156	137375	231915	161156	139649	240053	114284.26	151758.54	151758.54	107146.56	107144.06	109602.39	144503.11	124659.34	203661.66	144503.11	125055.8	204205.54
40	152421	196543	196543	141491	141491	143754	185616	160401	265091	185616	156149	252389	152421	196543	196543	147885.5	147885.5	150951.5	199071.25	166214.5	283429	199071.25	167253	271236.5	152421	236654	236654	150179	150169	152907	203280	171379	292399	203280	170859	278532	152421	236654	236654	153832.25	153737.75	155293.5	208393.5	175798	299194.5	208393.5	175500	285276.5	152421	276765	276765	161985	160928	162926	219720	192777	330661	219720	192187	302063	152421	218202.94	218202.94	150747.67	150680.92	153112.39	203599.74	171478.82	293061.66	203599.74	171137.06	278799.78
50	190421	245543	245543	181956	181956	187281	250067	205981	351661	250067	205447	326607	190421	245543	245543	192392.5	192300.75	194411.5	258718.25	215379.5	373677.5	258718.25	215964.5	347962	190421	295654	295654	195599	195599	196525.5	263918	220425	382792	263918	220344	359040	190421	295654	295654	199109.75	199279	199613.75	269063.75	225570.5	390976	269063.75	226553.5	367082	193773	395876	395876	205226	205226	208364	284659	240977	428989	284659	240561	391149	190454.52	285130.69	285130.69	195717.97	195582.5	197104.06	264287.06	220752.7	383160.66	264287.06	220964.78	358042.94
60	228421	294543	294543	230070	229020	230356	303677	240089	439397	303677	246035	400219	228421	354654	354654	238337.75	238401.75	238391.25	320364.5	264224.5	465676.5	320364.5	264494	426848	228421	354654	354654	240592.5	240487	241482.5	326964	268907	473286	326964	271390	445134	228421	354654	354654	244862.25	244816.5	245472.5	333814.75	274782.5	486457.5	333814.75	276044	455369.5	228421	414765	414765	257867	257867	254044	360474	290637	516303	360474	289903	487259	228421	352249.56	352249.56	241988.93	241943.71	241847.8	327551.09	269106.34	475415.02	327551.09	269661.6	442810.56
70	266421	343543	343543	276719	276719	279547	354144	301645	532999	354144	299615	477101	266421	413654	413654	285254.25	285296.5	284742.5	384736	313507	561594.5	384736	313347	513501.5	266421	413654	413654	288876.5	288424	288957.5	391342.5	317533	576330	391342.5	319902	524663	266421	413654	413654	293954.25	293951	292656	398292.5	326213.5	588203	398292.5	326108.5	540338	277581	483765	483765	299733	304653	304928	427325	348315	623261	427325	349339	575857	266935.66	425572.87	426273.98	289350.46	289323.15	289279.48	391153.15	319638.12	576668.28	391153.15	319931.68	527663.5
80	304421	392543	392543	323546	323546	322083	428047	352875	629477	428047	352043	563999	304421	472654	472654	334605.5	334159.5	333766.75	448956.75	367527.5	667427.5	448956.75	367144	615955	304421	472654	472654	340568	339575.5	336332.5	457606.5	373610	674716	457606.5	372569	625780	304421	552765	552765	344117	343942.75	339806.5	463956	380465.5	690838	463956	379391	641840.5	319787	632876	632876	356839	355321	351617	490230	399605	727289	490230	400207	684123	305700.78	500692.85	500692.85	339895.26	339417.01	336833.05	457906.13	373729.34	678014.36	457906.13	373298.58	628378.22
90	342421	531654	531654	370837	370837	373051	495589	400553	739787	495589	401389	656911	342421	531654	531654	384344.25	383226.25	381105.75	516346.75	418440.5	766897.5	516346.75	419120.5	707201.5	342421	531654	531654	389313	388930.5	384696.5	524660.5	427035	779952	524660.5	427169	724094	342421	621765	621765	393743.25	392969.75	388944.5	534151.5	435001.5	791926	534151.5	435717.5	736864.5	370411	711876	711876	405536	405536	399060	553454	457463	823183	553454	456045	771435	344645.32	572203.95	573105.06	388806.84	388179.95	384771.02	525076.49	427301.74	779225.74	525076.49	428014.76	722126.62
100	380421	590654	590654	420486	420486	418186	565165	453079	832329	565165	448085	759489	380421	590654	590654	434521.25	434355	428935.75	584087.25	473603	868211.5	584087.25	473438	798170.5	384780	690765	690765	439783	438376	433969.5	592324.5	479837	884553	592324.5	482068	814150	392386.5	690765	690765	445112	444262.75	437450.75	599642.5	487255.5	897577.5	599642.5	488769	827328	401265	790876	790876	457730	457730	449470	627403	512081	946263	627403	506191	870767	386750.24	643712.83	643712.83	439670.25	438975.29	433196.18	591883.63	481056.38	883832.76	591883.63	481215.1	813004.34
