States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	96588	94400	94400	91000	91000	91000	96700	96700	74600	96700	87468	71486	100517	96200	96200	94754	94754	96858	103331.75	101227	88830.25	103331.75	93911	77277.25	101732	188831	188831	96985	96847	111907	105153.5	102652	96199.5	105153.5	96284	79613	103507	190731	190731	109576.5	109576.5	121954	106690	104803.5	105059.5	106690	99092	82168.25	107988	285262	285262	131219	131219	162189	115200	139378	134939	115200	114113	89874	101946.64	158904.46	158904.46	101976.2	101837.65	113094.24	105240.41	103799.76	97307.15	105240.41	96719.75	79504.47
20	216086	399331	399331	206200	206200	262879	226520	218358	225023	226520	208458	170793	219595.5	406931	406931	263611.75	263611.75	298258	239258	223863.5	257828	239258	214952.75	178185	220700	603662	603662	277608.5	278500	318927	243116	228072.5	273020	243116	220390	182743	222500	609462	609462	292157	295004.25	342296.75	246388.75	236621.25	289767.25	246388.75	227978.25	187320.25	227900	804193	804193	364516	364516	385711	259964	261727	325563	259964	249762	207222	221042.52	536382.15	536382.15	279518.96	279686.31	322187.7	243371.47	231429.87	274449.95	243371.47	222819	183282.01
30	336100	619331	619331	437794	437794	487326	373156	340576	405675	373156	327548	273176	339700	933662	933662	488898.75	488927.25	547201	385292.25	349828	455480.5	385292.25	338922.25	284347.25	341500	939462	939462	510174.5	510588.5	573347	390999	354687	471125.5	390999	344947.5	290519.5	343300	956862	956862	528019.75	528019.75	598428	395081.25	368604.25	486382	395081.25	360128.75	297214.25	357700	1267593	1267593	596764	596764	668324	421504	408353	534033	421504	390000	323419	341577.51	983718.34	983718.34	509340.96	509315.76	574020.08	390862.2	359950.19	471412.06	390862.2	349425.44	291845.17
40	455100	1252062	1252062	674218	674218	759550	518659	469033	619102	518659	451969	367437	460500	1275262	1275262	743318.5	743318.5	837209	539465	482239.75	668017.25	539465	465437.75	393155.5	463200	1668593	1668593	769154.5	770401.5	855977	545536	492426.5	687909.5	545536	477700	399540.5	465900	1707593	1707593	800716	800716	891167	550915.75	503333.25	705114.25	550915.75	488430.75	407262	474900	2153724	2153724	892675	892675	968364	569357	537289	751909	569357	521692	422074	463056	1507484.74	1507484.74	773543.49	772912.38	862086.94	545736.26	494129.35	687551.79	545736.26	478590.26	400045.55
50	575900	1599462	1599462	919385	919385	1048986	674501	599774	827660	674501	573825	487839	584900	1638612	1638612	1032207	1031724.75	1130687	699352.25	620580.25	887061.25	699352.25	604411.75	499575.5	588500	2155393	2155393	1065550.5	1063841.5	1165965	704833	634324	909116.5	704833	618331	510827	592100	2186593	2186593	1103825.5	1102573.25	1192466.5	712210.75	646130.5	930901.75	712210.75	630074.5	519620.25	606500	3256055	3256055	1160385	1160385	1337824	732612	694148	990323	732612	685201	548807	588602.5	2057261.49	2057261.49	1065352.73	1063848.96	1167419.7	706192.69	635556.46	911164.38	706192.69	619936.67	510979.5
60	703900	1958462	1958462	1269915	1258017	1347322	838659	730912	1047848	838659	710890	582386	709300	2618793	2618793	1336488.75	1336690.75	1438247	861896.75	757917	1112306.25	861896.75	740921.5	613671	714700	2634393	2634393	1359780	1359780	1480797	870231.5	772506	1134307.5	870231.5	755538.5	623884.5	718300	2657793	2657793	1405752.5	1405752.5	1523961	879692.25	787952.5	1163929.25	879692.25	771255.25	636186	734500	3351724	3351724	1547856	1511799	1683160	905270	852464	1226182	905270	815367	669049	714628	2614959.76	2614959.76	1374659.99	1374005.55	1485101.66	870433.49	775680.93	1139130.09	870433.49	757377.35	625314.2
70	824700	2329062	2329062	1585498	1585498	1721574	1001727	877119	1299581	1001727	848134	690772	837300	3105593	3105593	1665331.5	1662199.25	1783525.5	1028133.5	902504.5	1353736.75	1028133.5	884293.25	727303.75	844500	3136793	3136793	1697504	1695629	1839332	1037893	917344.5	1378323	1037893	898177.5	739079	848550	3167993	3169943	1747361.75	1738863.5	1876672.5	1049807	940873	1411020	1049807	916120.25	746949	905949	3980124	3980124	1811573	1841338	2048844	1072143	995762	1500067	1072143	952988	787531	845748.37	3254765.27	3262590.58	1702490.64	1701274.83	1842402.4	1038297.09	922520.45	1385128.79	1038297.09	899935.93	738159.87
80	954500	2688062	2688062	1893949	1893949	1997064	1168566	1018270	1521709	1168566	991261	808908	967100	3592393	3592393	2009689	2006341	2159488	1198699.25	1050053.25	1609298.5	1198699.25	1029620.75	849692.25	972500	3615793	3615793	2069570.5	2065167	2202604	1208193	1068250	1635611.5	1208193	1041421.5	860584.5	977900	4490924	4490924	2109055	2110459.75	2240363	1216069	1086908.5	1654361	1216069	1063995	873866.75	1089377	5413055	5413055	2228306	2214968	2411936	1243985	1161233	1764712	1243985	1129654	907431	978085.59	3916286.85	3916286.85	2064681.46	2059028.27	2201452.32	1208186.33	1071571.52	1634610.12	1208186.33	1046630.34	861091.01
90	1086100	4024593	4024593	2218038	2218038	2410478	1344905	1161365	1791741	1344905	1149158	929234	1096900	4071393	4071393	2369870.5	2354002.75	2518525.5	1369153	1199444.5	1861281.5	1369153	1175096.5	971985.75	1101400	4122093	4122093	2430443.5	2411762	2571881	1380376.5	1216419	1888796	1380376.5	1191558.5	988018	1111300	5099724	5099724	2469867	2460130	2623907.5	1388811	1234584.25	1919445	1388811	1215426	1000637.75	1251578	6084855	6084855	2607743	2607743	2765466	1415390	1348562	2015479	1415390	1290888	1048361	1112383.16	4543905.95	4553971.26	2415003.58	2406528.65	2569454.2	1379440.09	1220380.6	1890136.12	1379440.09	1195473.74	986328.64
100	1214100	4503593	4503593	2603781	2596269	2755416	1518992	1302483	2017884	1518992	1281754	1062865	1233450	4589393	4589393	2743442.25	2735372.75	2913782	1548412.75	1353302	2121977.75	1548412.75	1329259.5	1105866.75	1268805	5664424	5664424	2800888	2790244.5	2959593	1556178.5	1372336	2155360	1556178.5	1346755	1121219.5	1304111.5	5737924	5737924	2858362.75	2850541.25	3024756.5	1565724.5	1396183	2178442.5	1565724.5	1367602.5	1131176.75	1359450	6910055	6910055	3006109	3006109	3163688	1605446	1482482	2240286	1605446	1434574	1165845	1270732.77	5199496.43	5199496.43	2801049.95	2791839.51	2957944.92	1556392.01	1374382.53	2148310.37	1556392.01	1348173.67	1118171.73
