States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	11523	11250	11250	11009	11009	11009	11793	11523	8784	8594	10321	8297	11988.5	11850	11850	11484	11484	11948.75	12505.75	12072	10080.5	9258.5	11002.75	8792.5	12264	23841	23841	12430.5	12430.5	13855	12903	12309	11011.5	9637.5	11428.5	9123.5	12538.5	24741	24741	14738.25	14738.25	15295.25	13270.5	12672	12084	10029.75	11899.5	9458	13763	36232	36232	18120	18120	18382	14934	15681	15166	11500	18884	10803	12308.48	20479.1	20479.1	13145.47	13145.47	13857.23	12913.81	12514.24	11112.55	9675.47	11603.93	9163.54
20	26053	26575	26575	30562	30562	31002	28450	26175	24294	20532	24426	18926	26429	52341	52341	35543	35543	36319.5	30050	26996.75	28162.75	21720.5	25298.75	19894.25	26775	76932	76932	38674.5	38674.5	38929.5	30978.5	27452	30123.5	22266	26062.5	20567.5	27175	79732	79732	41257.25	41257.25	42532.5	31866.75	28593	31383.25	23152.5	26854.25	21305.75	28995	136914	136914	46446	46446	51240	34004	34067	35930	27370	32562	24413	26859.04	68063.03	68063.03	38365.22	38407.97	39391.26	30963.57	28058.19	29795.11	22501.93	26390.06	20689.54
30	40675	80391	80391	58455	58455	57154	47117	41075	40383	32637	38872	29589	41275	121832	121832	66291.75	66291.75	66371	49434.25	42875.5	48129.75	34543.25	40444	31500.5	41875	124632	124632	70422	70422	70247	50996.5	43544	50642	35308.5	41306.5	32232	42675	129532	129532	76268.25	76139.25	74228.75	52060	44652	53155.5	36620.5	42523.75	33281.25	44779	179873	179873	87727	87727	82396	54883	50740	57694	39759	46766	35410	42055.49	127260.79	127677.2	71466.98	71479.06	70099.03	50808.03	43930.07	50517.68	35645.53	41704.96	32436.63
40	55775	119772	119772	89700	89700	93526	67330	56491	64280	45514	53576	41912	56725	170757	170757	105819.75	106273	102376	70838.25	59235.5	71377.5	48440.75	56228.75	44113.5	57375	174782	174782	110759.5	110829.5	106972	72072.5	60948	73277	49692	57994.5	45165	58175	229110.5	229110.5	115200	115421.25	110305.5	73401.75	63358	76581	51076.75	59554.75	46398.75	67396	295914	295914	128706	128706	123880	76768	72685	83595	55742	64269	50728	57842.74	197030.56	197030.56	110801.44	110916.9	106648.9	72178.02	61468.51	73776.61	49907.98	58080.65	45355.28
50	71475	145922	213032	132775	134831	122078	90090	73689	89724	59480	70542	54521	72625	219157	219332	149013.75	148828.5	140548	92994.75	76408	94683.5	62964	72818.25	56694.5	74075	290223	290223	155724	155707.5	144920.5	94072	78375	97856.5	64106.5	74419	58275.5	77690	295210.5	295923	161176.5	161911.25	150474	95443.5	79752.25	100677	65550.5	76272	59581.5	86801	367014	367014	181952	181952	169120	99233	90716	110700	72081	86010	64579	75365.58	264770.33	266946.81	155420.3	155484.22	145451.43	94298.07	78588.94	97996.22	64445.85	74784.41	58375.83
60	86975	112790	186022	178067	178067	167394	112297	90321	109717	72993	85770	66119	89375	350623	332215.75	196343.75	195997.75	180023	115572.75	94387.25	119735	78349.25	90141.25	70529.25	93316.5	358223	358223	201563.5	202684.5	187687	116734	95938	124028.5	79883.5	91681.5	71986	96589.25	366060.5	365823	211484	212329.5	193366.5	118268.75	98583.5	126889.75	81171.5	93784.5	73541.5	118811	458514	458514	231998	233430	210124	125010	106974	139065	85384	100904	76629	93822.21	343615.52	345134.94	203229.72	203710.7	187281.56	116987.38	96674.11	123573.48	79725.03	92221.63	71986.22
70	102675	222303	222303	224519	224519	215764	134273	107923	140971	88755	101859	80264	107025	420523	420523	242222.75	241815.75	224982.5	138716.75	111742	146518.25	93213.5	106997	84156	113320.5	426698	426698	251619	250793	230631.5	139922	113597.5	149705.5	95227.5	109167.5	86212	116538.75	435004	435004	259588	259312.5	236766	141164.5	115679	154825.25	97436	111212.25	87906	144913	560814	560814	278463	275774	262124	146460	122440	165211	103891	116415	94497	113990.01	437264.75	437184.44	251928.17	251213.18	231411	140163.22	113856.6	150996.07	95255.16	109277.63	86285.74
80	119575	124775	359632	274213	275470	254404	159687	125464	160304	103236	120317	94114	130560.75	487573	488285.5	288330.5	287213	267801.5	161895.75	130402	173495.25	108239.5	125110.5	98025.5	132961	493748	494223	301456.5	302325.5	276161	163417.5	133373.5	177821	110667.5	128028.5	99733	140947.5	503960.5	505148	309812	308766.5	283537.5	165284	135903	181999.75	112783	130696.5	101715.5	182884	639114	639114	365124	362752	304270	169792	143980	197075	119607	138439	108255	136139.7	507667.79	511629.58	301236.63	300898.29	276108.2	163625.74	133400.78	177692.25	110755.91	128225.28	99875.7
90	140475	291053	422113	327577	325746	302656	181756	143826	187999	120250	138599	107422	151116.5	558185.5	557473	343564.5	346523.75	318048	186140.5	148768.25	202208.75	124716.25	143127.25	112117.25	154338.5	566438.5	566023	359183	360253	325981	187887	151779.5	207812.5	127424	146398	114034.5	170319	697314	694614	367983.5	367419.25	332500	189946.5	154133.25	212320.25	129530.75	148519	116015.25	203375	727014	727014	402042	402042	353674	194270	167047	230271	133430	162239	119862	160682.94	594601.36	591851.35	357694.22	358439.34	326027.92	188147.94	151896.92	207441.71	127214.01	146276.93	114000.95
100	164671	324753	324753	372872	373277	341234	204417	161671	217426	135571	157569	118456	170091	625473	626423	400036	399113.75	362253.75	209905.5	168278	227201	141865.75	161760.25	127412.25	178898	638773	640854	410848	411121.5	371886	211831.5	170573	233815	143788.5	164896.5	129409.5	192850.5	787314	787614	419219.5	418175.5	378705.25	213457.5	173700.25	238413.25	146167.5	167555.25	131062.5	237441	816645	816645	458912	460396	400525	222251	187514	250911	152617	178559	139306	183197.68	677441.52	685217.89	410283.47	409585.9	371248.37	211898.78	171157.44	233455.16	143981.31	164964.17	129436.54
