States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	3167	2931	2931	2594	2594	2594	3167	3167	3343	3343	3167	4095	3360	2931	2931	2772.5	2768	2827.75	3568.25	3425	4012.5	3722	3412.5	4913.5	3482	3942	3942	2837	2837	2931	3693	3539	4289	3840	3522	5165	3585	3942	3942	2913.25	2913.25	3002.75	3776.5	3649	4589	3973	3636	5402	3841	4953	4953	3213	3213	3337	4327	4087	5735	4381	3847	5827	3482.62	3598.26	3598.26	2839.15	2837.5	2926.4	3687.67	3541.08	4336.94	3846.96	3519.46	5150.78
20	7291	7842	7842	5831	5831	6274	8126	7415	9649	7747	7403	10463	7501.5	7842	7842	6457.5	6457.5	6666	8557	7679.5	10780	8325.5	7719.5	11429.5	7641	9853	9853	6604.5	6604.5	6846	8868.5	8014	11220	8648	7999	11855	7641	9853	9853	6775.5	6783.5	7017.75	9149.75	8214	11844.5	8921.5	8166	12214.5	7641	11864	11864	7509	7509	7447	10010	8977	13375	10391	8877	13589	7572.48	9149.15	9149.15	6618.74	6620.83	6853.52	8909.38	8005.98	11285.42	8639.92	7986.86	11866.26
30	11103	11742	11742	10020	10020	10117	13178	11441	16685	12391	11559	16851	11441	14753	14753	10501.5	10501.5	10750.75	14075	12104.5	18127	13117.5	12158.5	18210	11441	14753	14753	10707	10707	10939.5	14420.5	12404	18765	13347	12495	18875	11441	14753	14753	10893.25	10893.25	11169	14799.25	12772	19453	13827	12932	19361.5	11703	17764	17764	11392	11392	11761	16101	13735	21419	14957	13961	21687	11427.46	15174.54	15174.54	10712.2	10711.85	10958.77	14449.29	12465.78	18820.74	13462.78	12514.7	18830.32
40	15241	19653	19653	14144	14144	14351	18565	16039	24535	17089	15531	23227	15241	19653	19653	14777.75	14777.75	15092.25	19911.75	16598.5	26171.5	18034.5	16733	25182	15241	23664	23664	15012.5	15006	15288	20298	17146	26895	18415	17098	25790	15241	23664	23664	15380.25	15375	15528.5	20835.25	17581.5	27572.5	18879	17559.5	26397.5	15241	27675	27675	16192	16097	16313	21949	19245	30417	19991	19229	28017	15241	21818.94	21818.94	15073.73	15067.16	15312.95	20359.32	17146.24	27029.58	18448.82	17129.72	25792.76
50	19041	24553	24553	18201	18201	18727	24993	20601	32445	21973	20567	30381	19041	24553	24553	19232.5	19231.75	19435	25862.75	21546.5	34529.5	22914.5	21601.5	32157	19041	29564	29564	19574	19574	19647.5	26383	22053	35237	23581	22021	33057	19041	29564	29564	19905	19920.75	19967	26913.25	22547	35943.5	24103.5	22684	33777.5	19361	39586	39586	20526	20526	20810	28463	24175	39257	25839	24145	36091	19044.2	28511.69	28511.69	19571.12	19557.44	19708.04	26424.77	22073.98	35288.22	23584.82	22116.6	32995.3
60	22841	29453	29453	22989	22884	23026	30357	24017	40661	26829	24613	36813	22841	35464	35464	23833.5	23836.25	23845.5	32045.25	26426	42857	28150	26463.5	39355	22841	35464	35464	24059	24052.5	24157.5	32694	26913	43584	28724	27088	40699	22841	35464	35464	24479	24472	24550.75	33345.75	27465.5	44690.5	29421.5	27675	41789.5	22841	41475	41475	25778	25778	25421	36085	29055	47607	31161	29061	44601	22841	35223.56	35223.56	24197.51	24192.79	24184.48	32753.7	26909.4	43763.66	28808.62	26991.46	40662.94
70	26641	34353	34353	27645	27645	27972	35400	30151	49625	30875	30077	44175	26641	41364	41364	28520	28520.25	28475.75	38478.5	31320	51697.5	33295.5	31334	46948.5	26641	41364	41364	28891.5	28847	28892.5	39116.5	31752	52971	33996	31936	47814	26641	41364	41364	29404.5	29395.5	29258.25	39819.75	32604.5	53832.5	34591	32719	49457.5	27761	48375	48375	29994	30475	30512	42729	34837	57033	37523	35057	52005	26692.12	42555.87	42625.98	28935.68	28932.73	28929.03	39113.08	31961.06	53056.72	34029.04	32022.46	48097.7
80	30441	39253	39253	32371	32371	32217	42769	35247	57739	36979	35265	51511	30441	47264	47264	33455.75	33414	33375.5	44880.25	36739	61348	38725.5	36776.5	55740	30441	47264	47264	34064.5	33970.5	33640.5	45756.5	37399	62065	39577	37270	56920	30441	55275	55275	34405	34403.75	33974	46419.75	38042.5	63240.5	40324	37972.5	58411	31983	63286	63286	35681	35574	35157	49002	39959	66389	42225	39907	61009	30568.72	50067.85	50067.85	33988.05	33940.07	33681.94	45786.75	37368.44	62250.16	39563.6	37367.02	57078.54
90	34241	53164	53164	37081	37081	37280	49536	40023	67955	42299	40093	59559	34241	53164	53164	38426.25	38318.5	38105	51627.5	41860	70535.5	44301	41924.5	64002	34241	53164	53164	38943	38887.5	38450.5	52468.5	42707	71649	45040	42710	65651	34241	62175	62175	39382	39315.25	38874	53415.75	43524.5	72701.5	45847.5	43659.5	67300.5	37027	71186	71186	40532	40532	39909	55323	45745	75719	47521	45639	70647	34462.8	57218.95	57309.06	38879.73	38816.83	38475.96	52509.72	42733.56	71601.82	45049.54	42840.66	65615.28
100	38041	59064	59064	42056	42056	41815	56480	45307	76253	48199	45063	69375	38041	59064	59064	43451	43429	42850.5	58418.5	47359	79916	49891.5	47417	73710	38482	69075	69075	43983	43854	43412	59235	48011	81304	50718	48240	74952	39232	69075	69075	44499.5	44410.75	43733.25	59968.5	48758.5	82284.5	51399.5	48888.5	75923.5	40119	79086	79086	45774	45774	44933	62739	51233	86917	53193	50267	80209	38674.24	64369.83	64369.83	43963.11	43894.41	43317.76	59187.77	48105.68	81147.86	50658.84	48161.02	74745.76
