States	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	Avg_0	Avg_1	Avg_2	Avg_3	Avg_4	Avg_5	Avg_6	Avg_7	Avg_8	Avg_9	Avg_10	Avg_11
10	31723	29321	29321	25972	25972	26880	32395	32447	38463	32395	32395	49145	33965	39432	36904.25	27591.75	27633.25	28521.25	35973	35574.5	43791.5	35973	35927.5	56031.5	34806	39432	39432	28363	28392.5	29442.5	38043	37518	47309	38043	37458	59824	35461.5	39432	39432	29619.75	29599	30521.25	39559.5	38802.5	51251	39559.5	39202.5	62907.5	38545	49543	49543	31334	31356	33600	48207	43829	59831	48207	44801	76465	34714.42	37510.91	37409.8	28585.62	28601.9	29555.41	38115.52	37615.7	47760.54	38115.52	37569.76	59948.08
20	74407	78432	78432	60734	60734	64352	85745	85795	105525	85745	81389	130599	76421	93515.25	98543	65624.25	65386.75	67943.5	93301	90774	119116.5	93301	90865.5	143854	76421	98543	98543	67086	67034.5	69882	96818	94622	126476	96818	94004	149303	79868	98543	98543	69344.25	69245.75	71821	101514	99271.5	133431.5	101514	97415	155611	90587	118654	118654	77655	74936	78431	120673	110597	159861	120673	108709	172379	78221.74	96129.68	96129.68	67397.2	67319.84	70173.85	98051.9	95178.8	127146.08	98051.9	94605.1	149932.3
30	114421	117432	117432	95231	96854	101170	139701	139069	178307	139701	138555	209957	120267	147543	147543	105035.25	105906.5	108195.5	151666	149206	198511.5	151666	150128	233008	125154	147543	147543	107252.5	108213.5	111056.5	158393	154773	205403	158393	155945	241388	130839.5	177654	177654	110451.5	111205.25	113228.25	163696	158598	214403.5	163696	159963.5	254089	159939	207765	207765	121695	122189	122914	191961	174337	247669	191961	184257	273847	126353.44	157479.63	157479.63	107749.72	108422.87	110953.97	158823.68	154535.6	207324.02	158823.68	155772.92	242604.18
40	159455	196543	196543	142596	141633	145376	207091	196663	269993	207091	203753	306233	177261.5	196543	196543	148839	149757.25	151013.75	219838.5	215583.5	287036	219838.5	214832	324251.5	184691	236654	236654	150684	152068.5	154579	226965	219232	297125	226965	220089	334725	198263.5	236654	236654	154384.25	156814	158590	233633.5	224910.5	310053.5	233633.5	225723	348829	227069	276765	276765	165080	167370	169634	260497	241315	348065	260497	247195	377001	187486.5	226626.25	224620.7	151679.35	153170.02	155206.79	227373	220130.26	299031.08	227373	220493.88	337202.22
50	225765	245543	245543	185867	190334	187702	272293	264927	352827	272293	269149	400343	246176	295654	283126.25	194047.75	194947.25	195157.25	289638.5	281771.5	377260	289638.5	281349	431000	256280	295654	295654	196758.5	199218.5	198410	294836	287402	387672	294836	287323	440392	271138.5	295654	295654	200217	202481.75	201377.75	302195	292418.5	397687.5	302195	292584	453412	302271	345765	345765	209478	213952	216782	373849	317217	442231	373849	309623	486285	258557.6	288137.35	287135.13	197082.24	199327.43	198882.28	297058.22	287601.98	388397.4	297058.22	286747.22	442206.66
60	303645	294543	294543	232210	233545	235175	345745	338379	445011	345745	331299	506985	328985.5	354654	354654	239941.5	243728	241658.5	359953.5	348839.5	473262.5	359953.5	349460	535412	342755	354654	354654	242813.5	248065	244172.5	366166	356418	484076	366166	354502	549309	357800	354654	354654	247424.5	252001.75	247331.25	372943.5	364978	495245	372943.5	362987.5	564883	397767	414765	414765	259079	262241	260956	453095	384521	540579	453095	381423	628363	343689.6	363670.65	360063.99	243789.53	248036.65	244804.72	367634.36	356748.38	484385.54	367634.36	355947.36	552306.68
70	380229	343543	343543	278906	280464	278323	415787	401951	538583	415787	407651	606525	422468.5	413654	413654	286064.5	290371	286221.25	431046.5	418475	567705	431046.5	421555.5	654759.5	436086	413654	413654	290811.5	294748	290900.5	439760	426663	581453	439760	426964	672425	452240	483765	413654	293939.25	298579.25	295034.75	452421	433067.5	598429.5	452421	435076.5	693451.5	504975	483765	553876	309721	311223	311232	565507	471081	650395	565507	459735	753059	438706	435388.41	427676.2	291052.8	294685.57	291321.23	445571.28	426764.46	583203.82	445571.28	428362	675097.44
80	477619	472654	472654	328310	329748	323424	494993	476401	643377	494993	475841	730947	519695	472654	472654	336858.75	340433	334085.5	507821.5	493092.5	672311	507821.5	492024.5	774231	536472	472654	472654	340414.5	345236	337364	518042	498591	683122	518042	500730	791116	557174	552765	552765	343733	350174	342561.75	528083.5	507233	694433.5	528083.5	508788	804487	626983	632876	632876	356763	359965	357346	669289	541325	751535	669289	553499	860551	538637.78	512709.5	507902.84	340689.4	345195.43	338368.55	520807.5	501036.44	682766.7	520807.5	501142.16	790992.3
90	551529	531654	531654	376653	373070	373106	550943	548485	740887	550943	549061	850601	623004.5	531654	531654	383776.5	390355.5	383356	583257.5	568845	771723	583257.5	567436	895933.5	640422	621765	576709.5	390627.5	395787	387006	595711	577133	790350	595711	573690	917032	663374	621765	621765	394516.75	403380.5	390557.75	609351.5	585766	798239.5	609351.5	581666	937440	719115	711876	711876	407760	418748	402115	744253	600175	827299	744253	601683	995109	643070.74	580313.94	577610.61	389986.18	396214.18	386711.65	603505.8	576258.12	786095.86	603505.8	574412.2	917258.76
100	677389	590654	590654	422729	423162	416184	638989	625015	828789	638989	620705	969751	729721.5	590654	590654	435293.5	439588.25	428486.25	661775	641752.5	868784.5	661775	642445	1014193.5	749589	690765	690765	441775	445943	434710	671594	650778	887992	671594	653014	1031556	771639	690765	690765	447316.5	452308.5	440089.5	684512.5	661300.5	906299	684512.5	663767	1053461.5	879831	790876	790876	470882	467651	453458	817853	682635	948931	817853	684981	1106075	752125.48	656727.26	659730.59	441678.33	445927.77	434335.33	674693.2	652513.96	886506.8	674693.2	653216.54	1033835.96
