FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
1	80	5	5	195	390	0.000810	ShortestSeparatingSequences	0	DFSM_R80_5.fsm
1	80	5	5	195	390	0.000838	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5.fsm
1	80	5	5	80	390	0.002571	SplittingTreeBased	2	DFSM_R80_5.fsm
1	80	5	5	185	372	0.000706	ShortestSeparatingSequences	0	DFSM_R80_5_9HkNK.fsm
1	80	5	5	188	378	0.000823	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_9HkNK.fsm
1	80	5	5	80	394	0.002603	SplittingTreeBased	2	DFSM_R80_5_9HkNK.fsm
1	80	5	5	205	410	0.000700	ShortestSeparatingSequences	0	DFSM_R80_5_Jad4b.fsm
1	80	5	5	207	414	0.000808	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_Jad4b.fsm
1	80	5	5	80	391	0.002590	SplittingTreeBased	2	DFSM_R80_5_Jad4b.fsm
1	80	5	5	195	390	0.000699	ShortestSeparatingSequences	0	DFSM_R80_5_pZrjI.fsm
1	80	5	5	193	386	0.000797	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_pZrjI.fsm
1	80	5	5	80	388	0.002551	SplittingTreeBased	2	DFSM_R80_5_pZrjI.fsm
1	80	5	5	185	370	0.000703	ShortestSeparatingSequences	0	DFSM_R80_5_KVHNI.fsm
1	80	5	5	184	368	0.000783	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_KVHNI.fsm
1	80	5	5	80	399	0.002586	SplittingTreeBased	2	DFSM_R80_5_KVHNI.fsm
1	80	5	5	193	386	0.000686	ShortestSeparatingSequences	0	DFSM_R80_5_dz9is.fsm
1	80	5	5	195	390	0.000797	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_dz9is.fsm
1	80	5	5	80	386	0.002578	SplittingTreeBased	2	DFSM_R80_5_dz9is.fsm
1	80	5	5	203	406	0.000695	ShortestSeparatingSequences	0	DFSM_R80_5_v82ql.fsm
1	80	5	5	198	396	0.000815	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_v82ql.fsm
1	80	5	5	80	398	0.002622	SplittingTreeBased	2	DFSM_R80_5_v82ql.fsm
1	80	5	5	192	388	0.000706	ShortestSeparatingSequences	0	DFSM_R80_5_T8cz9.fsm
1	80	5	5	192	388	0.000806	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_T8cz9.fsm
1	80	5	5	80	401	0.002606	SplittingTreeBased	2	DFSM_R80_5_T8cz9.fsm
1	80	5	5	196	392	0.000681	ShortestSeparatingSequences	0	DFSM_R80_5_7HFyI.fsm
1	80	5	5	197	394	0.000791	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_7HFyI.fsm
1	80	5	5	80	391	0.002577	SplittingTreeBased	2	DFSM_R80_5_7HFyI.fsm
1	80	5	5	190	380	0.000672	ShortestSeparatingSequences	0	DFSM_R80_5_icuqN.fsm
1	80	5	5	189	378	0.000783	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_icuqN.fsm
1	80	5	5	80	387	0.002552	SplittingTreeBased	2	DFSM_R80_5_icuqN.fsm
1	80	5	5	189	378	0.000683	ShortestSeparatingSequences	0	DFSM_R80_5_y10Lm.fsm
1	80	5	5	189	378	0.000786	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_y10Lm.fsm
1	80	5	5	80	396	0.002590	SplittingTreeBased	2	DFSM_R80_5_y10Lm.fsm
1	80	5	5	210	420	0.000700	ShortestSeparatingSequences	0	DFSM_R80_5_LTwAK.fsm
1	80	5	5	210	420	0.000810	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_LTwAK.fsm
1	80	5	5	80	378	0.002541	SplittingTreeBased	2	DFSM_R80_5_LTwAK.fsm
1	80	5	5	212	424	0.000693	ShortestSeparatingSequences	0	DFSM_R80_5_bVJG7.fsm
1	80	5	5	208	416	0.000811	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_bVJG7.fsm
1	80	5	5	80	421	0.002698	SplittingTreeBased	2	DFSM_R80_5_bVJG7.fsm
1	80	5	5	194	388	0.000687	ShortestSeparatingSequences	0	DFSM_R80_5_yC59n.fsm
1	80	5	5	195	390	0.000786	SeparatingSequencesFromSplittingTree	1	DFSM_R80_5_yC59n.fsm
1	80	5	5	80	388	0.002573	SplittingTreeBased	2	DFSM_R80_5_yC59n.fsm
