FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
3	30	5	5	61	122	0.000155	ShortestSeparatingSequences	0	Moore_R30_5.fsm
3	30	5	5	56	112	0.000211	SeparatingSequencesFromSplittingTree	1	Moore_R30_5.fsm
3	30	5	5	32	148	0.000445	SplittingTreeBased	2	Moore_R30_5.fsm
3	30	5	5	56	112	0.000114	ShortestSeparatingSequences	0	Moore_R30_5_NnCgc.fsm
3	30	5	5	54	108	0.000158	SeparatingSequencesFromSplittingTree	1	Moore_R30_5_NnCgc.fsm
3	30	5	5	30	142	0.000412	SplittingTreeBased	2	Moore_R30_5_NnCgc.fsm
3	30	5	5	57	114	0.000113	ShortestSeparatingSequences	0	Moore_R30_5_GhN7j.fsm
3	30	5	5	61	122	0.000170	SeparatingSequencesFromSplittingTree	1	Moore_R30_5_GhN7j.fsm
3	30	5	5	30	154	0.000443	SplittingTreeBased	2	Moore_R30_5_GhN7j.fsm
3	30	5	5	50	100	0.000111	ShortestSeparatingSequences	0	Moore_R30_5_IcGNk.fsm
3	30	5	5	51	102	0.000153	SeparatingSequencesFromSplittingTree	1	Moore_R30_5_IcGNk.fsm
3	30	5	5	30	136	0.000407	SplittingTreeBased	2	Moore_R30_5_IcGNk.fsm
3	30	5	5	52	104	0.000113	ShortestSeparatingSequences	0	Moore_R30_5_DFeBV.fsm
3	30	5	5	51	102	0.000172	SeparatingSequencesFromSplittingTree	1	Moore_R30_5_DFeBV.fsm
3	30	5	5	32	132	0.000411	SplittingTreeBased	2	Moore_R30_5_DFeBV.fsm
3	30	5	5	55	110	0.000123	ShortestSeparatingSequences	0	Moore_R30_5_OD3bC.fsm
3	30	5	5	54	108	0.000161	SeparatingSequencesFromSplittingTree	1	Moore_R30_5_OD3bC.fsm
3	30	5	5	30	138	0.000416	SplittingTreeBased	2	Moore_R30_5_OD3bC.fsm
3	30	5	5	51	102	0.000115	ShortestSeparatingSequences	0	Moore_R30_5_p2siA.fsm
3	30	5	5	56	112	0.000166	SeparatingSequencesFromSplittingTree	1	Moore_R30_5_p2siA.fsm
3	30	5	5	30	130	0.000409	SplittingTreeBased	2	Moore_R30_5_p2siA.fsm
3	30	5	5	56	112	0.000114	ShortestSeparatingSequences	0	Moore_R30_5_Nq64j.fsm
