FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
3	90	5	5	220	440	0.000996	ShortestSeparatingSequences	0	Moore_R90_5.fsm
3	90	5	5	224	448	0.001096	SeparatingSequencesFromSplittingTree	1	Moore_R90_5.fsm
3	90	5	5	100	538	0.003564	SplittingTreeBased	2	Moore_R90_5.fsm
3	90	5	5	224	448	0.000905	ShortestSeparatingSequences	0	Moore_R90_5_DoF5v.fsm
3	90	5	5	221	442	0.001025	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_DoF5v.fsm
3	90	5	5	98	548	0.003604	SplittingTreeBased	2	Moore_R90_5_DoF5v.fsm
3	90	5	5	239	478	0.000929	ShortestSeparatingSequences	0	Moore_R90_5_v2XlG.fsm
3	90	5	5	239	478	0.001079	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_v2XlG.fsm
3	90	5	5	96	600	0.003965	SplittingTreeBased	2	Moore_R90_5_v2XlG.fsm
3	90	5	5	234	472	0.000934	ShortestSeparatingSequences	0	Moore_R90_5_h56Ro.fsm
3	90	5	5	224	452	0.001049	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_h56Ro.fsm
3	90	5	5	98	552	0.003650	SplittingTreeBased	2	Moore_R90_5_h56Ro.fsm
3	90	5	5	224	448	0.000893	ShortestSeparatingSequences	0	Moore_R90_5_x84ig.fsm
3	90	5	5	231	462	0.001048	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_x84ig.fsm
3	90	5	5	95	538	0.003583	SplittingTreeBased	2	Moore_R90_5_x84ig.fsm
3	90	5	5	228	460	0.000870	ShortestSeparatingSequences	0	Moore_R90_5_Wox3i.fsm
3	90	5	5	223	450	0.001036	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_Wox3i.fsm
3	90	5	5	94	594	0.003852	SplittingTreeBased	2	Moore_R90_5_Wox3i.fsm
3	90	5	5	230	460	0.000873	ShortestSeparatingSequences	0	Moore_R90_5_cTMdL.fsm
3	90	5	5	222	444	0.001031	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_cTMdL.fsm
3	90	5	5	96	528	0.003542	SplittingTreeBased	2	Moore_R90_5_cTMdL.fsm
3	90	5	5	223	446	0.000882	ShortestSeparatingSequences	0	Moore_R90_5_6gbt0.fsm
3	90	5	5	236	472	0.001049	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_6gbt0.fsm
3	90	5	5	94	556	0.003692	SplittingTreeBased	2	Moore_R90_5_6gbt0.fsm
3	90	5	5	211	422	0.000879	ShortestSeparatingSequences	0	Moore_R90_5_ihaHT.fsm
3	90	5	5	214	428	0.001030	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_ihaHT.fsm
3	90	5	5	99	588	0.003831	SplittingTreeBased	2	Moore_R90_5_ihaHT.fsm
3	90	5	5	234	468	0.000914	ShortestSeparatingSequences	0	Moore_R90_5_AxcqL.fsm
3	90	5	5	224	448	0.001042	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_AxcqL.fsm
3	90	5	5	92	552	0.003691	SplittingTreeBased	2	Moore_R90_5_AxcqL.fsm
3	90	5	5	223	446	0.000895	ShortestSeparatingSequences	0	Moore_R90_5_LhrHl.fsm
3	90	5	5	225	450	0.001059	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_LhrHl.fsm
3	90	5	5	94	552	0.003678	SplittingTreeBased	2	Moore_R90_5_LhrHl.fsm
3	90	5	5	246	492	0.000899	ShortestSeparatingSequences	0	Moore_R90_5_UGxtm.fsm
3	90	5	5	224	448	0.001044	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_UGxtm.fsm
3	90	5	5	98	570	0.003719	SplittingTreeBased	2	Moore_R90_5_UGxtm.fsm
3	90	5	5	234	468	0.000877	ShortestSeparatingSequences	0	Moore_R90_5_d52XP.fsm
3	90	5	5	224	448	0.001078	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_d52XP.fsm
3	90	5	5	102	564	0.003710	SplittingTreeBased	2	Moore_R90_5_d52XP.fsm
3	90	5	5	220	444	0.000883	ShortestSeparatingSequences	0	Moore_R90_5_PNrok.fsm
3	90	5	5	218	440	0.001073	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_PNrok.fsm
3	90	5	5	100	546	0.003612	SplittingTreeBased	2	Moore_R90_5_PNrok.fsm
3	90	5	5	223	450	0.000893	ShortestSeparatingSequences	0	Moore_R90_5_PG3vl.fsm
3	90	5	5	221	446	0.001025	SeparatingSequencesFromSplittingTree	1	Moore_R90_5_PG3vl.fsm
