FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
1	30	5	5	49	98	0.000153	ShortestSeparatingSequences	0	DFSM_R30_5.fsm
1	30	5	5	50	100	0.000173	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5.fsm
1	30	5	5	30	110	0.000381	SplittingTreeBased	2	DFSM_R30_5.fsm
1	30	5	5	56	112	0.000110	ShortestSeparatingSequences	0	DFSM_R30_5_i4lVo.fsm
1	30	5	5	59	118	0.000167	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_i4lVo.fsm
1	30	5	5	30	123	0.000405	SplittingTreeBased	2	DFSM_R30_5_i4lVo.fsm
1	30	5	5	54	108	0.000109	ShortestSeparatingSequences	0	DFSM_R30_5_aNwZz.fsm
1	30	5	5	54	108	0.000155	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_aNwZz.fsm
1	30	5	5	30	117	0.000383	SplittingTreeBased	2	DFSM_R30_5_aNwZz.fsm
1	30	5	5	49	100	0.000109	ShortestSeparatingSequences	0	DFSM_R30_5_U6Ggd.fsm
1	30	5	5	50	102	0.000162	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_U6Ggd.fsm
1	30	5	5	30	110	0.000374	SplittingTreeBased	2	DFSM_R30_5_U6Ggd.fsm
1	30	5	5	56	112	0.000112	ShortestSeparatingSequences	0	DFSM_R30_5_AOqpQ.fsm
1	30	5	5	56	112	0.000156	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_AOqpQ.fsm
1	30	5	5	30	125	0.000404	SplittingTreeBased	2	DFSM_R30_5_AOqpQ.fsm
1	30	5	5	47	94	0.000107	ShortestSeparatingSequences	0	DFSM_R30_5_Ii2kc.fsm
1	30	5	5	48	96	0.000149	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_Ii2kc.fsm
1	30	5	5	30	114	0.000377	SplittingTreeBased	2	DFSM_R30_5_Ii2kc.fsm
1	30	5	5	58	116	0.000109	ShortestSeparatingSequences	0	DFSM_R30_5_hgFkJ.fsm
1	30	5	5	58	116	0.000156	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_hgFkJ.fsm
1	30	5	5	30	114	0.000373	SplittingTreeBased	2	DFSM_R30_5_hgFkJ.fsm
1	30	5	5	56	112	0.000118	ShortestSeparatingSequences	0	DFSM_R30_5_wqPfv.fsm
1	30	5	5	56	112	0.000161	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_wqPfv.fsm
1	30	5	5	30	120	0.000388	SplittingTreeBased	2	DFSM_R30_5_wqPfv.fsm
1	30	5	5	60	120	0.000112	ShortestSeparatingSequences	0	DFSM_R30_5_pwfws.fsm
1	30	5	5	56	112	0.000162	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_pwfws.fsm
1	30	5	5	30	112	0.000379	SplittingTreeBased	2	DFSM_R30_5_pwfws.fsm
1	30	5	5	59	118	0.000116	ShortestSeparatingSequences	0	DFSM_R30_5_cvZdY.fsm
1	30	5	5	60	120	0.000162	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_cvZdY.fsm
1	30	5	5	30	127	0.000402	SplittingTreeBased	2	DFSM_R30_5_cvZdY.fsm
1	30	5	5	49	98	0.000110	ShortestSeparatingSequences	0	DFSM_R30_5_rZjmc.fsm
1	30	5	5	49	98	0.000151	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_rZjmc.fsm
1	30	5	5	30	119	0.000387	SplittingTreeBased	2	DFSM_R30_5_rZjmc.fsm
1	30	5	5	48	96	0.000107	ShortestSeparatingSequences	0	DFSM_R30_5_trftK.fsm
1	30	5	5	48	96	0.000146	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_trftK.fsm
1	30	5	5	30	110	0.000368	SplittingTreeBased	2	DFSM_R30_5_trftK.fsm
1	30	5	5	52	104	0.000110	ShortestSeparatingSequences	0	DFSM_R30_5_3anDK.fsm
1	30	5	5	52	104	0.000158	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_3anDK.fsm
1	30	5	5	30	122	0.000387	SplittingTreeBased	2	DFSM_R30_5_3anDK.fsm
1	30	5	5	57	116	0.000119	ShortestSeparatingSequences	0	DFSM_R30_5_OPqGS.fsm
1	30	5	5	57	116	0.000168	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_OPqGS.fsm
1	30	5	5	30	121	0.000396	SplittingTreeBased	2	DFSM_R30_5_OPqGS.fsm
1	30	5	5	56	112	0.000112	ShortestSeparatingSequences	0	DFSM_R30_5_8y8nE.fsm
1	30	5	5	56	112	0.000157	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_8y8nE.fsm
1	30	5	5	30	119	0.000394	SplittingTreeBased	2	DFSM_R30_5_8y8nE.fsm
1	30	5	5	63	126	0.000112	ShortestSeparatingSequences	0	DFSM_R30_5_N7F2N.fsm
1	30	5	5	63	126	0.000163	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_N7F2N.fsm
1	30	5	5	30	125	0.000398	SplittingTreeBased	2	DFSM_R30_5_N7F2N.fsm
1	30	5	5	58	116	0.000111	ShortestSeparatingSequences	0	DFSM_R30_5_Iq5Up.fsm
1	30	5	5	58	116	0.000161	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_Iq5Up.fsm
1	30	5	5	30	125	0.000399	SplittingTreeBased	2	DFSM_R30_5_Iq5Up.fsm
1	30	5	5	51	102	0.000117	ShortestSeparatingSequences	0	DFSM_R30_5_dBCz1.fsm
1	30	5	5	51	102	0.000156	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_dBCz1.fsm
1	30	5	5	30	111	0.000370	SplittingTreeBased	2	DFSM_R30_5_dBCz1.fsm
1	30	5	5	53	106	0.000114	ShortestSeparatingSequences	0	DFSM_R30_5_cYGmR.fsm
1	30	5	5	53	106	0.000155	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_cYGmR.fsm
1	30	5	5	30	117	0.000380	SplittingTreeBased	2	DFSM_R30_5_cYGmR.fsm
1	30	5	5	59	118	0.000110	ShortestSeparatingSequences	0	DFSM_R30_5_2njU1.fsm
1	30	5	5	59	118	0.000158	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_2njU1.fsm
1	30	5	5	30	118	0.000393	SplittingTreeBased	2	DFSM_R30_5_2njU1.fsm
1	30	5	5	62	124	0.000112	ShortestSeparatingSequences	0	DFSM_R30_5_PrxNe.fsm
1	30	5	5	62	124	0.000164	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_PrxNe.fsm
1	30	5	5	30	124	0.000408	SplittingTreeBased	2	DFSM_R30_5_PrxNe.fsm
1	30	5	5	57	114	0.000116	ShortestSeparatingSequences	0	DFSM_R30_5_HE0w0.fsm
1	30	5	5	55	110	0.000158	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_HE0w0.fsm
1	30	5	5	30	121	0.000390	SplittingTreeBased	2	DFSM_R30_5_HE0w0.fsm
1	30	5	5	55	110	0.000109	ShortestSeparatingSequences	0	DFSM_R30_5_ezCEf.fsm
1	30	5	5	51	102	0.000158	SeparatingSequencesFromSplittingTree	1	DFSM_R30_5_ezCEf.fsm
