FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
3	800	5	5	3068	6224	0.083298	ShortestSeparatingSequences	0	Moore_R800_5.fsm
3	800	5	5	3054	6194	0.087553	SeparatingSequencesFromSplittingTree	1	Moore_R800_5.fsm
3	800	5	5	951	7160	0.343798	SplittingTreeBased	2	Moore_R800_5.fsm
3	800	5	5	3044	6188	0.081551	ShortestSeparatingSequences	0	Moore_R800_5_PfBnb.fsm
3	800	5	5	3004	6174	0.081074	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_PfBnb.fsm
3	800	5	5	919	7110	0.346270	SplittingTreeBased	2	Moore_R800_5_PfBnb.fsm
3	800	5	5	3067	6222	0.081136	ShortestSeparatingSequences	0	Moore_R800_5_cuIgE.fsm
3	800	5	5	3061	6210	0.082682	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_cuIgE.fsm
3	800	5	5	971	7302	0.347061	SplittingTreeBased	2	Moore_R800_5_cuIgE.fsm
3	800	5	5	3050	6172	0.082007	ShortestSeparatingSequences	0	Moore_R800_5_6gAA1.fsm
3	800	5	5	3027	6126	0.085392	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_6gAA1.fsm
3	800	5	5	937	7176	0.346627	SplittingTreeBased	2	Moore_R800_5_6gAA1.fsm
3	800	5	5	3070	6196	0.082588	ShortestSeparatingSequences	0	Moore_R800_5_iNMot.fsm
3	800	5	5	3059	6174	0.085179	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_iNMot.fsm
3	800	5	5	934	7134	0.345197	SplittingTreeBased	2	Moore_R800_5_iNMot.fsm
3	800	5	5	3061	6202	0.081628	ShortestSeparatingSequences	0	Moore_R800_5_3FVrt.fsm
3	800	5	5	3069	6218	0.081468	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_3FVrt.fsm
3	800	5	5	965	7284	0.349214	SplittingTreeBased	2	Moore_R800_5_3FVrt.fsm
3	800	5	5	3074	6260	0.082061	ShortestSeparatingSequences	0	Moore_R800_5_iZ983.fsm
3	800	5	5	3051	6240	0.082619	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_iZ983.fsm
3	800	5	5	909	7116	0.350350	SplittingTreeBased	2	Moore_R800_5_iZ983.fsm
3	800	5	5	3053	6180	0.082669	ShortestSeparatingSequences	0	Moore_R800_5_1wuqC.fsm
3	800	5	5	3052	6182	0.081697	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_1wuqC.fsm
3	800	5	5	967	7184	0.350192	SplittingTreeBased	2	Moore_R800_5_1wuqC.fsm
3	800	5	5	3103	6298	0.083445	ShortestSeparatingSequences	0	Moore_R800_5_AfSJ6.fsm
3	800	5	5	3068	6222	0.082244	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_AfSJ6.fsm
3	800	5	5	959	7320	0.354309	SplittingTreeBased	2	Moore_R800_5_AfSJ6.fsm
3	800	5	5	3063	6178	0.082713	ShortestSeparatingSequences	0	Moore_R800_5_KPrj1.fsm
3	800	5	5	3062	6176	0.083333	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_KPrj1.fsm
3	800	5	5	972	7290	0.350893	SplittingTreeBased	2	Moore_R800_5_KPrj1.fsm
3	800	5	5	3031	6146	0.083019	ShortestSeparatingSequences	0	Moore_R800_5_VSp06.fsm
3	800	5	5	3043	6170	0.083904	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_VSp06.fsm
3	800	5	5	929	7204	0.351664	SplittingTreeBased	2	Moore_R800_5_VSp06.fsm
3	800	5	5	3057	6182	0.081774	ShortestSeparatingSequences	0	Moore_R800_5_ebSwM.fsm
3	800	5	5	3039	6146	0.084145	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_ebSwM.fsm
3	800	5	5	944	7166	0.349825	SplittingTreeBased	2	Moore_R800_5_ebSwM.fsm
3	800	5	5	3052	6196	0.083780	ShortestSeparatingSequences	0	Moore_R800_5_YAOzJ.fsm
3	800	5	5	3037	6166	0.083952	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_YAOzJ.fsm
3	800	5	5	958	7312	0.356511	SplittingTreeBased	2	Moore_R800_5_YAOzJ.fsm
3	800	5	5	3068	6220	0.083598	ShortestSeparatingSequences	0	Moore_R800_5_JQB2s.fsm
3	800	5	5	3061	6200	0.084268	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_JQB2s.fsm
3	800	5	5	958	7268	0.354463	SplittingTreeBased	2	Moore_R800_5_JQB2s.fsm
3	800	5	5	3057	6170	0.082610	ShortestSeparatingSequences	0	Moore_R800_5_ZDNqh.fsm
3	800	5	5	3036	6128	0.085628	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_ZDNqh.fsm
3	800	5	5	925	7182	0.355283	SplittingTreeBased	2	Moore_R800_5_ZDNqh.fsm
3	800	5	5	3087	6230	0.082129	ShortestSeparatingSequences	0	Moore_R800_5_HyVCQ.fsm
3	800	5	5	3051	6158	0.086100	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_HyVCQ.fsm
3	800	5	5	950	7158	0.351125	SplittingTreeBased	2	Moore_R800_5_HyVCQ.fsm
3	800	5	5	3045	6182	0.083762	ShortestSeparatingSequences	0	Moore_R800_5_x3yUE.fsm
3	800	5	5	3011	6114	0.083332	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_x3yUE.fsm
3	800	5	5	940	7194	0.356313	SplittingTreeBased	2	Moore_R800_5_x3yUE.fsm
3	800	5	5	3068	6212	0.082331	ShortestSeparatingSequences	0	Moore_R800_5_xURyC.fsm
3	800	5	5	3027	6190	0.086708	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_xURyC.fsm
3	800	5	5	959	7230	0.354448	SplittingTreeBased	2	Moore_R800_5_xURyC.fsm
3	800	5	5	3057	6186	0.082671	ShortestSeparatingSequences	0	Moore_R800_5_0egcW.fsm
3	800	5	5	3006	6144	0.086200	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_0egcW.fsm
3	800	5	5	953	7188	0.354420	SplittingTreeBased	2	Moore_R800_5_0egcW.fsm
3	800	5	5	3074	6236	0.083506	ShortestSeparatingSequences	0	Moore_R800_5_AAb7t.fsm
3	800	5	5	3044	6172	0.085488	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_AAb7t.fsm
3	800	5	5	937	7242	0.355346	SplittingTreeBased	2	Moore_R800_5_AAb7t.fsm
3	800	5	5	3057	6206	0.082802	ShortestSeparatingSequences	0	Moore_R800_5_vPtel.fsm
3	800	5	5	3020	6132	0.086171	SeparatingSequencesFromSplittingTree	1	Moore_R800_5_vPtel.fsm
3	800	5	5	947	7134	0.353207	SplittingTreeBased	2	Moore_R800_5_vPtel.fsm
