FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
3	50	5	5	115	230	0.000373	ShortestSeparatingSequences	0	Moore_R50_5.fsm
3	50	5	5	110	220	0.000405	SeparatingSequencesFromSplittingTree	1	Moore_R50_5.fsm
3	50	5	5	52	270	0.001137	SplittingTreeBased	2	Moore_R50_5.fsm
3	50	5	5	111	222	0.000307	ShortestSeparatingSequences	0	Moore_R50_5_6cSPa.fsm
3	50	5	5	108	216	0.000364	SeparatingSequencesFromSplittingTree	1	Moore_R50_5_6cSPa.fsm
3	50	5	5	50	266	0.001117	SplittingTreeBased	2	Moore_R50_5_6cSPa.fsm
3	50	5	5	118	236	0.000309	ShortestSeparatingSequences	0	Moore_R50_5_uzA4H.fsm
3	50	5	5	111	222	0.000379	SeparatingSequencesFromSplittingTree	1	Moore_R50_5_uzA4H.fsm
3	50	5	5	52	272	0.001148	SplittingTreeBased	2	Moore_R50_5_uzA4H.fsm
3	50	5	5	113	226	0.000295	ShortestSeparatingSequences	0	Moore_R50_5_psU4H.fsm
3	50	5	5	103	206	0.000367	SeparatingSequencesFromSplittingTree	1	Moore_R50_5_psU4H.fsm
3	50	5	5	50	272	0.001112	SplittingTreeBased	2	Moore_R50_5_psU4H.fsm
3	50	5	5	105	218	0.000291	ShortestSeparatingSequences	0	Moore_R50_5_6Ynxw.fsm
3	50	5	5	104	216	0.000418	SeparatingSequencesFromSplittingTree	1	Moore_R50_5_6Ynxw.fsm
3	50	5	5	56	258	0.001116	SplittingTreeBased	2	Moore_R50_5_6Ynxw.fsm
3	50	5	5	109	218	0.000284	ShortestSeparatingSequences	0	Moore_R50_5_ifTFm.fsm
3	50	5	5	98	206	0.000383	SeparatingSequencesFromSplittingTree	1	Moore_R50_5_ifTFm.fsm
3	50	5	5	50	264	0.001134	SplittingTreeBased	2	Moore_R50_5_ifTFm.fsm
3	50	5	5	106	212	0.000279	ShortestSeparatingSequences	0	Moore_R50_5_1eBXH.fsm
3	50	5	5	107	214	0.000383	SeparatingSequencesFromSplittingTree	1	Moore_R50_5_1eBXH.fsm
3	50	5	5	52	266	0.001144	SplittingTreeBased	2	Moore_R50_5_1eBXH.fsm
