FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
3	400	5	5	1388	2800	0.021436	ShortestSeparatingSequences	0	Moore_R400_5.fsm
3	400	5	5	1391	2808	0.019478	SeparatingSequencesFromSplittingTree	1	Moore_R400_5.fsm
3	400	5	5	468	3236	0.079978	SplittingTreeBased	2	Moore_R400_5.fsm
3	400	5	5	1370	2748	0.023589	ShortestSeparatingSequences	0	Moore_R400_5_0li2j.fsm
3	400	5	5	1371	2750	0.020357	SeparatingSequencesFromSplittingTree	1	Moore_R400_5_0li2j.fsm
3	400	5	5	477	3292	0.080615	SplittingTreeBased	2	Moore_R400_5_0li2j.fsm
3	400	5	5	1381	2782	0.019370	ShortestSeparatingSequences	0	Moore_R400_5_AqYKj.fsm
3	400	5	5	1379	2778	0.019812	SeparatingSequencesFromSplittingTree	1	Moore_R400_5_AqYKj.fsm
3	400	5	5	467	3264	0.080401	SplittingTreeBased	2	Moore_R400_5_AqYKj.fsm
3	400	5	5	1368	2748	0.020589	ShortestSeparatingSequences	0	Moore_R400_5_WNoVx.fsm
3	400	5	5	1373	2758	0.021271	SeparatingSequencesFromSplittingTree	1	Moore_R400_5_WNoVx.fsm
3	400	5	5	482	3266	0.080237	SplittingTreeBased	2	Moore_R400_5_WNoVx.fsm
3	400	5	5	1370	2756	0.019926	ShortestSeparatingSequences	0	Moore_R400_5_9tEWs.fsm
3	400	5	5	1402	2820	0.020455	SeparatingSequencesFromSplittingTree	1	Moore_R400_5_9tEWs.fsm
3	400	5	5	460	3306	0.081794	SplittingTreeBased	2	Moore_R400_5_9tEWs.fsm
3	400	5	5	1396	2810	0.020121	ShortestSeparatingSequences	0	Moore_R400_5_g84ZN.fsm
3	400	5	5	1375	2768	0.020728	SeparatingSequencesFromSplittingTree	1	Moore_R400_5_g84ZN.fsm
3	400	5	5	456	3238	0.080374	SplittingTreeBased	2	Moore_R400_5_g84ZN.fsm
3	400	5	5	1406	2824	0.019141	ShortestSeparatingSequences	0	Moore_R400_5_tXjcT.fsm
3	400	5	5	1377	2766	0.021027	SeparatingSequencesFromSplittingTree	1	Moore_R400_5_tXjcT.fsm
3	400	5	5	483	3252	0.080545	SplittingTreeBased	2	Moore_R400_5_tXjcT.fsm
3	400	5	5	1401	2818	0.020717	ShortestSeparatingSequences	0	Moore_R400_5_RmO5h.fsm
3	400	5	5	1384	2784	0.021706	SeparatingSequencesFromSplittingTree	1	Moore_R400_5_RmO5h.fsm
3	400	5	5	464	3224	0.079987	SplittingTreeBased	2	Moore_R400_5_RmO5h.fsm
