FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
1	300	5	5	977	1960	0.011190	ShortestSeparatingSequences	0	DFSM_R300_5.fsm
1	300	5	5	963	1932	0.010673	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5.fsm
1	300	5	5	304	1870	0.039101	SplittingTreeBased	2	DFSM_R300_5.fsm
1	300	5	5	958	1924	0.011166	ShortestSeparatingSequences	0	DFSM_R300_5_PWsUU.fsm
1	300	5	5	959	1926	0.010605	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_PWsUU.fsm
1	300	5	5	304	1888	0.039223	SplittingTreeBased	2	DFSM_R300_5_PWsUU.fsm
1	300	5	5	973	1950	0.012136	ShortestSeparatingSequences	0	DFSM_R300_5_ngyIO.fsm
1	300	5	5	968	1938	0.011898	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_ngyIO.fsm
1	300	5	5	302	1860	0.039002	SplittingTreeBased	2	DFSM_R300_5_ngyIO.fsm
1	300	5	5	978	1972	0.009983	ShortestSeparatingSequences	0	DFSM_R300_5_qrTj8.fsm
1	300	5	5	974	1968	0.010401	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_qrTj8.fsm
1	300	5	5	302	1878	0.039464	SplittingTreeBased	2	DFSM_R300_5_qrTj8.fsm
1	300	5	5	991	1990	0.010840	ShortestSeparatingSequences	0	DFSM_R300_5_ItWSg.fsm
1	300	5	5	985	1976	0.011458	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_ItWSg.fsm
1	300	5	5	300	1859	0.044601	SplittingTreeBased	2	DFSM_R300_5_ItWSg.fsm
1	300	5	5	979	1966	0.011460	ShortestSeparatingSequences	0	DFSM_R300_5_2T2Av.fsm
1	300	5	5	983	1974	0.010918	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_2T2Av.fsm
1	300	5	5	302	1855	0.038887	SplittingTreeBased	2	DFSM_R300_5_2T2Av.fsm
1	300	5	5	968	1940	0.011051	ShortestSeparatingSequences	0	DFSM_R300_5_GZbCU.fsm
1	300	5	5	962	1928	0.011652	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_GZbCU.fsm
1	300	5	5	304	1862	0.039002	SplittingTreeBased	2	DFSM_R300_5_GZbCU.fsm
1	300	5	5	968	1942	0.010759	ShortestSeparatingSequences	0	DFSM_R300_5_iiij0.fsm
1	300	5	5	967	1940	0.010957	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_iiij0.fsm
1	300	5	5	300	1876	0.039387	SplittingTreeBased	2	DFSM_R300_5_iiij0.fsm
1	300	5	5	971	1944	0.011408	ShortestSeparatingSequences	0	DFSM_R300_5_UtFmW.fsm
1	300	5	5	964	1930	0.010401	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_UtFmW.fsm
1	300	5	5	300	1884	0.039424	SplittingTreeBased	2	DFSM_R300_5_UtFmW.fsm
1	300	5	5	957	1918	0.009901	ShortestSeparatingSequences	0	DFSM_R300_5_hTn9K.fsm
1	300	5	5	983	1970	0.010204	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_hTn9K.fsm
1	300	5	5	302	1886	0.039546	SplittingTreeBased	2	DFSM_R300_5_hTn9K.fsm
1	300	5	5	965	1936	0.010605	ShortestSeparatingSequences	0	DFSM_R300_5_0iYm1.fsm
1	300	5	5	965	1936	0.010605	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_0iYm1.fsm
1	300	5	5	306	1893	0.039467	SplittingTreeBased	2	DFSM_R300_5_0iYm1.fsm
1	300	5	5	964	1928	0.011532	ShortestSeparatingSequences	0	DFSM_R300_5_eiewG.fsm
1	300	5	5	967	1934	0.011293	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_eiewG.fsm
1	300	5	5	302	1870	0.039135	SplittingTreeBased	2	DFSM_R300_5_eiewG.fsm
1	300	5	5	979	1977	0.011128	ShortestSeparatingSequences	0	DFSM_R300_5_377yb.fsm
1	300	5	5	969	1952	0.011551	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_377yb.fsm
1	300	5	5	302	1901	0.039672	SplittingTreeBased	2	DFSM_R300_5_377yb.fsm
1	300	5	5	979	1960	0.011267	ShortestSeparatingSequences	0	DFSM_R300_5_0PJme.fsm
1	300	5	5	984	1970	0.011858	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_0PJme.fsm
1	300	5	5	300	1899	0.039786	SplittingTreeBased	2	DFSM_R300_5_0PJme.fsm
1	300	5	5	988	1980	0.010233	ShortestSeparatingSequences	0	DFSM_R300_5_CdQG3.fsm
1	300	5	5	978	1958	0.011130	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_CdQG3.fsm
1	300	5	5	302	1896	0.039488	SplittingTreeBased	2	DFSM_R300_5_CdQG3.fsm
1	300	5	5	966	1944	0.009985	ShortestSeparatingSequences	0	DFSM_R300_5_ImbaI.fsm
1	300	5	5	963	1942	0.010707	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_ImbaI.fsm
1	300	5	5	300	1861	0.039178	SplittingTreeBased	2	DFSM_R300_5_ImbaI.fsm
1	300	5	5	987	1974	0.010996	ShortestSeparatingSequences	0	DFSM_R300_5_cqm5d.fsm
1	300	5	5	985	1970	0.010140	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_cqm5d.fsm
1	300	5	5	300	1867	0.039194	SplittingTreeBased	2	DFSM_R300_5_cqm5d.fsm
1	300	5	5	986	1978	0.010440	ShortestSeparatingSequences	0	DFSM_R300_5_2c77e.fsm
1	300	5	5	990	1986	0.011639	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_2c77e.fsm
1	300	5	5	302	1880	0.039407	SplittingTreeBased	2	DFSM_R300_5_2c77e.fsm
1	300	5	5	999	2002	0.010975	ShortestSeparatingSequences	0	DFSM_R300_5_eFaMA.fsm
1	300	5	5	980	1964	0.010858	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_eFaMA.fsm
1	300	5	5	308	1876	0.039291	SplittingTreeBased	2	DFSM_R300_5_eFaMA.fsm
1	300	5	5	985	1982	0.011164	ShortestSeparatingSequences	0	DFSM_R300_5_zPo5D.fsm
1	300	5	5	984	1984	0.011016	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_zPo5D.fsm
1	300	5	5	302	1901	0.045010	SplittingTreeBased	2	DFSM_R300_5_zPo5D.fsm
1	300	5	5	994	1988	0.010132	ShortestSeparatingSequences	0	DFSM_R300_5_6awAp.fsm
1	300	5	5	1002	2004	0.011029	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_6awAp.fsm
1	300	5	5	300	1896	0.039705	SplittingTreeBased	2	DFSM_R300_5_6awAp.fsm
1	300	5	5	954	1918	0.009932	ShortestSeparatingSequences	0	DFSM_R300_5_jP5iz.fsm
1	300	5	5	951	1912	0.010078	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_jP5iz.fsm
1	300	5	5	304	1847	0.038984	SplittingTreeBased	2	DFSM_R300_5_jP5iz.fsm
1	300	5	5	976	1956	0.011054	ShortestSeparatingSequences	0	DFSM_R300_5_xTLR9.fsm
1	300	5	5	975	1954	0.010577	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_xTLR9.fsm
1	300	5	5	300	1871	0.039303	SplittingTreeBased	2	DFSM_R300_5_xTLR9.fsm
1	300	5	5	951	1910	0.010956	ShortestSeparatingSequences	0	DFSM_R300_5_o8n3X.fsm
1	300	5	5	952	1912	0.010254	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_o8n3X.fsm
1	300	5	5	302	1869	0.039131	SplittingTreeBased	2	DFSM_R300_5_o8n3X.fsm
1	300	5	5	983	1972	0.011438	ShortestSeparatingSequences	0	DFSM_R300_5_AF44b.fsm
1	300	5	5	974	1954	0.011769	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_AF44b.fsm
1	300	5	5	300	1873	0.039392	SplittingTreeBased	2	DFSM_R300_5_AF44b.fsm
1	300	5	5	1001	2012	0.009947	ShortestSeparatingSequences	0	DFSM_R300_5_9GXQ1.fsm
1	300	5	5	1001	2012	0.011182	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_9GXQ1.fsm
1	300	5	5	304	1924	0.039946	SplittingTreeBased	2	DFSM_R300_5_9GXQ1.fsm
1	300	5	5	966	1936	0.010274	ShortestSeparatingSequences	0	DFSM_R300_5_x3InO.fsm
1	300	5	5	974	1952	0.010438	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_x3InO.fsm
1	300	5	5	302	1857	0.039157	SplittingTreeBased	2	DFSM_R300_5_x3InO.fsm
1	300	5	5	967	1948	0.011634	ShortestSeparatingSequences	0	DFSM_R300_5_IYiXI.fsm
1	300	5	5	973	1958	0.010927	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_IYiXI.fsm
1	300	5	5	304	1889	0.039558	SplittingTreeBased	2	DFSM_R300_5_IYiXI.fsm
1	300	5	5	965	1936	0.011124	ShortestSeparatingSequences	0	DFSM_R300_5_pC1hn.fsm
1	300	5	5	964	1932	0.011277	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_pC1hn.fsm
1	300	5	5	304	1924	0.040091	SplittingTreeBased	2	DFSM_R300_5_pC1hn.fsm
1	300	5	5	971	1944	0.010220	ShortestSeparatingSequences	0	DFSM_R300_5_CPQ6n.fsm
1	300	5	5	989	1982	0.010203	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_CPQ6n.fsm
1	300	5	5	302	1866	0.039199	SplittingTreeBased	2	DFSM_R300_5_CPQ6n.fsm
1	300	5	5	974	1964	0.010909	ShortestSeparatingSequences	0	DFSM_R300_5_x8VPV.fsm
1	300	5	5	978	1974	0.011275	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_x8VPV.fsm
1	300	5	5	300	1900	0.039923	SplittingTreeBased	2	DFSM_R300_5_x8VPV.fsm
1	300	5	5	983	1970	0.010685	ShortestSeparatingSequences	0	DFSM_R300_5_TM7V0.fsm
1	300	5	5	999	2002	0.011032	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_TM7V0.fsm
1	300	5	5	302	1882	0.039598	SplittingTreeBased	2	DFSM_R300_5_TM7V0.fsm
1	300	5	5	972	1952	0.011578	ShortestSeparatingSequences	0	DFSM_R300_5_trSon.fsm
1	300	5	5	963	1932	0.011169	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_trSon.fsm
1	300	5	5	302	1875	0.039313	SplittingTreeBased	2	DFSM_R300_5_trSon.fsm
1	300	5	5	981	1972	0.011395	ShortestSeparatingSequences	0	DFSM_R300_5_K8dDy.fsm
1	300	5	5	987	1982	0.011865	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_K8dDy.fsm
1	300	5	5	302	1880	0.039375	SplittingTreeBased	2	DFSM_R300_5_K8dDy.fsm
1	300	5	5	974	1950	0.010315	ShortestSeparatingSequences	0	DFSM_R300_5_Iqd5e.fsm
1	300	5	5	965	1932	0.010935	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_Iqd5e.fsm
1	300	5	5	304	1906	0.045100	SplittingTreeBased	2	DFSM_R300_5_Iqd5e.fsm
1	300	5	5	977	1966	0.010997	ShortestSeparatingSequences	0	DFSM_R300_5_oJBhn.fsm
1	300	5	5	977	1966	0.011549	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_oJBhn.fsm
1	300	5	5	300	1871	0.039433	SplittingTreeBased	2	DFSM_R300_5_oJBhn.fsm
1	300	5	5	953	1912	0.010917	ShortestSeparatingSequences	0	DFSM_R300_5_L45pj.fsm
1	300	5	5	965	1936	0.011947	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_L45pj.fsm
1	300	5	5	304	1884	0.039489	SplittingTreeBased	2	DFSM_R300_5_L45pj.fsm
1	300	5	5	975	1952	0.010429	ShortestSeparatingSequences	0	DFSM_R300_5_OvAmQ.fsm
1	300	5	5	974	1950	0.011135	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_OvAmQ.fsm
1	300	5	5	300	1872	0.039392	SplittingTreeBased	2	DFSM_R300_5_OvAmQ.fsm
1	300	5	5	967	1940	0.010375	ShortestSeparatingSequences	0	DFSM_R300_5_MctDR.fsm
1	300	5	5	964	1934	0.010201	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_MctDR.fsm
1	300	5	5	302	1877	0.039362	SplittingTreeBased	2	DFSM_R300_5_MctDR.fsm
1	300	5	5	974	1948	0.010330	ShortestSeparatingSequences	0	DFSM_R300_5_6Ghwq.fsm
1	300	5	5	972	1944	0.010023	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_6Ghwq.fsm
1	300	5	5	300	1870	0.039222	SplittingTreeBased	2	DFSM_R300_5_6Ghwq.fsm
1	300	5	5	995	2006	0.011502	ShortestSeparatingSequences	0	DFSM_R300_5_WiGFM.fsm
1	300	5	5	985	1988	0.011750	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_WiGFM.fsm
1	300	5	5	300	1881	0.039462	SplittingTreeBased	2	DFSM_R300_5_WiGFM.fsm
1	300	5	5	966	1944	0.010390	ShortestSeparatingSequences	0	DFSM_R300_5_mg1iF.fsm
1	300	5	5	978	1966	0.011048	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_mg1iF.fsm
1	300	5	5	304	1885	0.039547	SplittingTreeBased	2	DFSM_R300_5_mg1iF.fsm
1	300	5	5	969	1942	0.010159	ShortestSeparatingSequences	0	DFSM_R300_5_62ky5.fsm
1	300	5	5	964	1934	0.010860	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_62ky5.fsm
1	300	5	5	300	1881	0.039378	SplittingTreeBased	2	DFSM_R300_5_62ky5.fsm
1	300	5	5	959	1928	0.010159	ShortestSeparatingSequences	0	DFSM_R300_5_pOYgN.fsm
1	300	5	5	962	1932	0.010806	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_pOYgN.fsm
1	300	5	5	304	1847	0.038864	SplittingTreeBased	2	DFSM_R300_5_pOYgN.fsm
1	300	5	5	977	1960	0.010550	ShortestSeparatingSequences	0	DFSM_R300_5_9aqCJ.fsm
1	300	5	5	969	1946	0.010299	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_9aqCJ.fsm
1	300	5	5	302	1885	0.039474	SplittingTreeBased	2	DFSM_R300_5_9aqCJ.fsm
1	300	5	5	996	2008	0.010184	ShortestSeparatingSequences	0	DFSM_R300_5_UZFt0.fsm
1	300	5	5	986	1988	0.010689	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_UZFt0.fsm
1	300	5	5	302	1883	0.039702	SplittingTreeBased	2	DFSM_R300_5_UZFt0.fsm
1	300	5	5	980	1970	0.009651	ShortestSeparatingSequences	0	DFSM_R300_5_XTJHW.fsm
1	300	5	5	977	1962	0.010532	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_XTJHW.fsm
1	300	5	5	300	1893	0.039657	SplittingTreeBased	2	DFSM_R300_5_XTJHW.fsm
1	300	5	5	974	1952	0.010474	ShortestSeparatingSequences	0	DFSM_R300_5_U0yQH.fsm
1	300	5	5	964	1932	0.011070	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_U0yQH.fsm
1	300	5	5	304	1877	0.039456	SplittingTreeBased	2	DFSM_R300_5_U0yQH.fsm
1	300	5	5	973	1952	0.009790	ShortestSeparatingSequences	0	DFSM_R300_5_nURLj.fsm
1	300	5	5	970	1946	0.010170	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_nURLj.fsm
1	300	5	5	303	1878	0.039362	SplittingTreeBased	2	DFSM_R300_5_nURLj.fsm
1	300	5	5	962	1936	0.009977	ShortestSeparatingSequences	0	DFSM_R300_5_NCRNo.fsm
1	300	5	5	957	1924	0.010452	SeparatingSequencesFromSplittingTree	1	DFSM_R300_5_NCRNo.fsm
1	300	5	5	300	1878	0.039444	SplittingTreeBased	2	DFSM_R300_5_NCRNo.fsm
1	300	5	5	994	1998	0.009865	ShortestSeparatingSequences	0	DFSM_R300_5_IAY6I.fsm
