FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
3	40	5	5	89	178	0.000247	ShortestSeparatingSequences	0	Moore_R40_5.fsm
3	40	5	5	84	168	0.000294	SeparatingSequencesFromSplittingTree	1	Moore_R40_5.fsm
3	40	5	5	42	212	0.000814	SplittingTreeBased	2	Moore_R40_5.fsm
3	40	5	5	89	178	0.000212	ShortestSeparatingSequences	0	Moore_R40_5_OTNX3.fsm
3	40	5	5	80	160	0.000261	SeparatingSequencesFromSplittingTree	1	Moore_R40_5_OTNX3.fsm
3	40	5	5	44	188	0.000742	SplittingTreeBased	2	Moore_R40_5_OTNX3.fsm
3	40	5	5	81	166	0.000200	ShortestSeparatingSequences	0	Moore_R40_5_fYpnB.fsm
3	40	5	5	82	168	0.000279	SeparatingSequencesFromSplittingTree	1	Moore_R40_5_fYpnB.fsm
3	40	5	5	46	222	0.000827	SplittingTreeBased	2	Moore_R40_5_fYpnB.fsm
3	40	5	5	76	152	0.000197	ShortestSeparatingSequences	0	Moore_R40_5_q3FsA.fsm
3	40	5	5	74	148	0.000246	SeparatingSequencesFromSplittingTree	1	Moore_R40_5_q3FsA.fsm
3	40	5	5	40	188	0.000742	SplittingTreeBased	2	Moore_R40_5_q3FsA.fsm
3	40	5	5	80	160	0.000197	ShortestSeparatingSequences	0	Moore_R40_5_Klwwb.fsm
3	40	5	5	77	154	0.000252	SeparatingSequencesFromSplittingTree	1	Moore_R40_5_Klwwb.fsm
3	40	5	5	42	202	0.000772	SplittingTreeBased	2	Moore_R40_5_Klwwb.fsm
3	40	5	5	77	154	0.000200	ShortestSeparatingSequences	0	Moore_R40_5_CBiBD.fsm
3	40	5	5	81	162	0.000268	SeparatingSequencesFromSplittingTree	1	Moore_R40_5_CBiBD.fsm
3	40	5	5	44	194	0.000764	SplittingTreeBased	2	Moore_R40_5_CBiBD.fsm
3	40	5	5	82	164	0.000187	ShortestSeparatingSequences	0	Moore_R40_5_71vTg.fsm
3	40	5	5	77	154	0.000275	SeparatingSequencesFromSplittingTree	1	Moore_R40_5_71vTg.fsm
3	40	5	5	42	190	0.000753	SplittingTreeBased	2	Moore_R40_5_71vTg.fsm
3	40	5	5	84	168	0.000184	ShortestSeparatingSequences	0	Moore_R40_5_9NbpI.fsm
3	40	5	5	82	164	0.000268	SeparatingSequencesFromSplittingTree	1	Moore_R40_5_9NbpI.fsm
3	40	5	5	42	204	0.000784	SplittingTreeBased	2	Moore_R40_5_9NbpI.fsm
3	40	5	5	82	164	0.000182	ShortestSeparatingSequences	0	Moore_R40_5_1eurp.fsm
3	40	5	5	81	162	0.000257	SeparatingSequencesFromSplittingTree	1	Moore_R40_5_1eurp.fsm
3	40	5	5	40	198	0.000763	SplittingTreeBased	2	Moore_R40_5_1eurp.fsm
