FSMtype	States	Inputs	Outputs	Sequences	Symbols	Seconds	Algorithm	AlgId	fileName
1	70	5	5	171	344	0.000622	ShortestSeparatingSequences	0	DFSM_R70_5.fsm
1	70	5	5	172	346	0.000650	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5.fsm
1	70	5	5	70	332	0.002020	SplittingTreeBased	2	DFSM_R70_5.fsm
1	70	5	5	168	336	0.000504	ShortestSeparatingSequences	0	DFSM_R70_5_r9W6L.fsm
1	70	5	5	168	336	0.000626	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_r9W6L.fsm
1	70	5	5	70	341	0.002017	SplittingTreeBased	2	DFSM_R70_5_r9W6L.fsm
1	70	5	5	158	316	0.000503	ShortestSeparatingSequences	0	DFSM_R70_5_3i5LS.fsm
1	70	5	5	159	318	0.000617	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_3i5LS.fsm
1	70	5	5	70	350	0.002047	SplittingTreeBased	2	DFSM_R70_5_3i5LS.fsm
1	70	5	5	165	330	0.000516	ShortestSeparatingSequences	0	DFSM_R70_5_91H9Q.fsm
1	70	5	5	164	328	0.000622	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_91H9Q.fsm
1	70	5	5	70	318	0.001954	SplittingTreeBased	2	DFSM_R70_5_91H9Q.fsm
1	70	5	5	164	330	0.000510	ShortestSeparatingSequences	0	DFSM_R70_5_z3gFl.fsm
1	70	5	5	164	330	0.000635	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_z3gFl.fsm
1	70	5	5	70	342	0.002027	SplittingTreeBased	2	DFSM_R70_5_z3gFl.fsm
1	70	5	5	166	332	0.000507	ShortestSeparatingSequences	0	DFSM_R70_5_8XXVp.fsm
1	70	5	5	166	332	0.000630	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_8XXVp.fsm
1	70	5	5	70	329	0.001988	SplittingTreeBased	2	DFSM_R70_5_8XXVp.fsm
1	70	5	5	165	330	0.000514	ShortestSeparatingSequences	0	DFSM_R70_5_CeagA.fsm
1	70	5	5	165	330	0.000613	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_CeagA.fsm
1	70	5	5	70	339	0.001993	SplittingTreeBased	2	DFSM_R70_5_CeagA.fsm
1	70	5	5	166	332	0.000500	ShortestSeparatingSequences	0	DFSM_R70_5_sKVyO.fsm
1	70	5	5	165	330	0.000618	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_sKVyO.fsm
1	70	5	5	70	349	0.002039	SplittingTreeBased	2	DFSM_R70_5_sKVyO.fsm
1	70	5	5	163	326	0.000500	ShortestSeparatingSequences	0	DFSM_R70_5_cgZCo.fsm
1	70	5	5	163	326	0.000610	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_cgZCo.fsm
1	70	5	5	70	333	0.001977	SplittingTreeBased	2	DFSM_R70_5_cgZCo.fsm
1	70	5	5	169	338	0.000514	ShortestSeparatingSequences	0	DFSM_R70_5_raUyt.fsm
1	70	5	5	168	336	0.000656	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_raUyt.fsm
1	70	5	5	72	348	0.002043	SplittingTreeBased	2	DFSM_R70_5_raUyt.fsm
1	70	5	5	166	332	0.000506	ShortestSeparatingSequences	0	DFSM_R70_5_OYCf1.fsm
1	70	5	5	165	330	0.000616	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_OYCf1.fsm
1	70	5	5	70	329	0.001963	SplittingTreeBased	2	DFSM_R70_5_OYCf1.fsm
1	70	5	5	162	328	0.000497	ShortestSeparatingSequences	0	DFSM_R70_5_Bqlkn.fsm
1	70	5	5	160	324	0.000622	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_Bqlkn.fsm
1	70	5	5	70	310	0.001901	SplittingTreeBased	2	DFSM_R70_5_Bqlkn.fsm
1	70	5	5	162	324	0.000492	ShortestSeparatingSequences	0	DFSM_R70_5_uh6WI.fsm
1	70	5	5	163	326	0.000618	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_uh6WI.fsm
1	70	5	5	70	337	0.001984	SplittingTreeBased	2	DFSM_R70_5_uh6WI.fsm
1	70	5	5	168	336	0.000537	ShortestSeparatingSequences	0	DFSM_R70_5_imiIx.fsm
1	70	5	5	168	336	0.000633	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_imiIx.fsm
1	70	5	5	70	351	0.002067	SplittingTreeBased	2	DFSM_R70_5_imiIx.fsm
1	70	5	5	168	336	0.000502	ShortestSeparatingSequences	0	DFSM_R70_5_ydisr.fsm
1	70	5	5	166	332	0.000624	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_ydisr.fsm
1	70	5	5	70	354	0.002046	SplittingTreeBased	2	DFSM_R70_5_ydisr.fsm
1	70	5	5	163	326	0.000500	ShortestSeparatingSequences	0	DFSM_R70_5_fBQaE.fsm
1	70	5	5	161	322	0.000619	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_fBQaE.fsm
1	70	5	5	70	311	0.001907	SplittingTreeBased	2	DFSM_R70_5_fBQaE.fsm
1	70	5	5	166	332	0.000501	ShortestSeparatingSequences	0	DFSM_R70_5_mhrZu.fsm
1	70	5	5	168	336	0.000632	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_mhrZu.fsm
1	70	5	5	70	331	0.001980	SplittingTreeBased	2	DFSM_R70_5_mhrZu.fsm
1	70	5	5	169	340	0.000509	ShortestSeparatingSequences	0	DFSM_R70_5_8Q1Gs.fsm
1	70	5	5	168	338	0.000635	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_8Q1Gs.fsm
1	70	5	5	70	325	0.001961	SplittingTreeBased	2	DFSM_R70_5_8Q1Gs.fsm
1	70	5	5	168	336	0.000510	ShortestSeparatingSequences	0	DFSM_R70_5_SHb1s.fsm
1	70	5	5	168	336	0.000632	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_SHb1s.fsm
1	70	5	5	70	327	0.001969	SplittingTreeBased	2	DFSM_R70_5_SHb1s.fsm
1	70	5	5	166	332	0.000520	ShortestSeparatingSequences	0	DFSM_R70_5_HagUR.fsm
1	70	5	5	166	332	0.000625	SeparatingSequencesFromSplittingTree	1	DFSM_R70_5_HagUR.fsm
1	70	5	5	70	333	0.002007	SplittingTreeBased	2	DFSM_R70_5_HagUR.fsm
