Correct/IndistMachines,FSMtype,States,Inputs,Outputs,ES,Resets,Symbols,Size,Exploration,seconds,AlgorithmType,Algorithm,AlgId,fileName
0,1,60,5,5,0,241,2683,1083,0.403653,0.003948,TS,SVS-method,0,DFSM_R60_5.fsm
0,1,60,5,5,0,1144,10245,1745,0.170327,0.002963,TS,W-method,1,DFSM_R60_5.fsm
0,1,60,5,5,0,1144,10245,1745,0.170327,0.003196,TS,W-methodST,2,DFSM_R60_5.fsm
0,1,60,5,5,0,670,5901,1271,0.215387,0.00277,TS,Wp-method,3,DFSM_R60_5.fsm
0,1,60,5,5,0,666,5865,1267,0.216027,0.00287,TS,Wp-methodST,4,DFSM_R60_5.fsm
0,1,60,5,5,0,544,5500,1145,0.208182,0.001414,TS,HSI-method,5,DFSM_R60_5.fsm
0,1,60,5,5,0,289,3616,1600,0.442478,0.002333,TS,HSI-methodST,6,DFSM_R60_5.fsm
0,1,60,5,5,0,310,3476,1279,0.367952,0.001145,TS,H-method,7,DFSM_R60_5.fsm
0,1,60,5,5,0,353,4471,1833,0.409975,0.001442,TS,SPY-method,8,DFSM_R60_5.fsm
0,1,60,5,5,0,191,2549,1315,0.515889,0.002306,TS,SPY-methodST,9,DFSM_R60_5.fsm
0,1,60,5,5,0,270,3242,1379,0.425355,0.001772,TS,SPYH-method,10,DFSM_R60_5.fsm
0,1,60,5,5,0,74,2102,1733,0.824453,0.01163,TS,S-method,11,DFSM_R60_5.fsm
0,1,60,5,5,1,1205,15825,5421,0.342559,0.014609,TS,SVS-method,0,DFSM_R60_5.fsm
0,1,60,5,5,1,5723,62668,8734,0.139369,0.011702,TS,W-method,1,DFSM_R60_5.fsm
0,1,60,5,5,1,5723,62668,8734,0.139369,0.012613,TS,W-methodST,2,DFSM_R60_5.fsm
0,1,60,5,5,1,3324,36007,6335,0.175938,0.008735,TS,Wp-method,3,DFSM_R60_5.fsm
0,1,60,5,5,1,3303,35768,6314,0.176527,0.008324,TS,Wp-methodST,4,DFSM_R60_5.fsm
0,1,60,5,5,1,2699,32774,5710,0.174223,0.006266,TS,HSI-method,5,DFSM_R60_5.fsm
0,1,60,5,5,1,1448,21007,8018,0.381682,0.005736,TS,HSI-methodST,6,DFSM_R60_5.fsm
0,1,60,5,5,1,1248,17318,6439,0.37181,0.004176,TS,H-method,7,DFSM_R60_5.fsm
0,1,60,5,5,1,1429,23125,9841,0.425557,0.008647,TS,SPY-method,8,DFSM_R60_5.fsm
0,1,60,5,5,1,917,14697,6997,0.476084,0.00592,TS,SPY-methodST,9,DFSM_R60_5.fsm
0,1,60,5,5,1,1125,16657,6735,0.404335,0.010301,TS,SPYH-method,10,DFSM_R60_5.fsm
