Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	1	10	5	5	0	41	333	157	0.471471	0.000210	TS	SVS-method	0	DFSM_R10_5.fsm
0	1	10	5	5	0	41	318	142	0.446541	0.000117	TS	W-method	1	DFSM_R10_5.fsm
0	1	10	5	5	0	41	318	142	0.446541	0.000136	TS	W-methodST	2	DFSM_R10_5.fsm
0	1	10	5	5	0	41	305	129	0.422951	0.000113	TS	Wp-method	3	DFSM_R10_5.fsm
0	1	10	5	5	0	41	305	129	0.422951	0.000118	TS	Wp-methodST	4	DFSM_R10_5.fsm
0	1	10	5	5	0	47	353	135	0.382436	0.000106	TS	HSI-method	5	DFSM_R10_5.fsm
0	1	10	5	5	0	43	361	173	0.479224	0.000135	TS	HSI-methodST	6	DFSM_R10_5.fsm
0	1	10	5	5	0	45	369	169	0.457995	0.000106	TS	H-method	7	DFSM_R10_5.fsm
0	1	10	5	5	0	34	320	173	0.540625	0.000126	TS	SPY-method	8	DFSM_R10_5.fsm
0	1	10	5	5	0	43	361	173	0.479224	0.000135	TS	SPY-methodST	9	DFSM_R10_5.fsm
0	1	10	5	5	0	42	340	159	0.467647	0.000162	TS	SPYH-method	10	DFSM_R10_5.fsm
0	1	10	5	5	0	12	264	221	0.837121	0.000577	TS	S-method	11	DFSM_R10_5.fsm
0	1	10	5	5	1	205	2087	803	0.384763	0.000607	TS	SVS-method	0	DFSM_R10_5.fsm
0	1	10	5	5	1	205	2000	716	0.358000	0.000386	TS	W-method	1	DFSM_R10_5.fsm
0	1	10	5	5	1	205	2000	716	0.358000	0.000396	TS	W-methodST	2	DFSM_R10_5.fsm
0	1	10	5	5	1	205	1941	657	0.338485	0.000399	TS	Wp-method	3	DFSM_R10_5.fsm
0	1	10	5	5	1	205	1941	657	0.338485	0.000399	TS	Wp-methodST	4	DFSM_R10_5.fsm
