Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	2	30	5	5	0	381	1862	652	0.350161	0.001609	TS	SVS-method	0	Mealy_R30_5.fsm
0	2	30	5	5	0	484	2220	634	0.285586	0.000782	TS	W-method	1	Mealy_R30_5.fsm
0	2	30	5	5	0	484	2220	634	0.285586	0.000842	TS	W-methodST	2	Mealy_R30_5.fsm
0	2	30	5	5	0	295	1355	445	0.328413	0.000736	TS	Wp-method	3	Mealy_R30_5.fsm
0	2	30	5	5	0	271	1237	421	0.340340	0.000777	TS	Wp-methodST	4	Mealy_R30_5.fsm
0	2	30	5	5	0	336	1536	486	0.316406	0.000428	TS	HSI-method	5	Mealy_R30_5.fsm
0	2	30	5	5	0	131	801	483	0.602996	0.000630	TS	HSI-methodST	6	Mealy_R30_5.fsm
0	2	30	5	5	0	203	1096	505	0.460766	0.000546	TS	H-method	7	Mealy_R30_5.fsm
0	2	30	5	5	0	188	1045	534	0.511005	0.000580	TS	SPY-method	8	Mealy_R30_5.fsm
0	2	30	5	5	0	131	801	483	0.602996	0.000632	TS	SPY-methodST	9	Mealy_R30_5.fsm
0	2	30	5	5	0	180	1032	542	0.525194	0.001110	TS	SPYH-method	10	Mealy_R30_5.fsm
0	2	30	5	5	0	61	669	556	0.831091	0.008904	TS	S-method	11	Mealy_R30_5.fsm
0	2	30	5	5	1	1899	11222	3259	0.290412	0.004020	TS	SVS-method	0	Mealy_R30_5.fsm
0	2	30	5	5	1	2420	13520	3175	0.234837	0.002912	TS	W-method	1	Mealy_R30_5.fsm
0	2	30	5	5	1	2420	13520	3175	0.234837	0.002960	TS	W-methodST	2	Mealy_R30_5.fsm
0	2	30	5	5	1	1472	8231	2227	0.270563	0.002138	TS	Wp-method	3	Mealy_R30_5.fsm
0	2	30	5	5	1	1345	7508	2100	0.279702	0.002039	TS	Wp-methodST	4	Mealy_R30_5.fsm
0	2	30	5	5	1	1677	9377	2432	0.259358	0.001859	TS	HSI-method	5	Mealy_R30_5.fsm
0	2	30	5	5	1	642	4578	2391	0.522280	0.001332	TS	HSI-methodST	6	Mealy_R30_5.fsm
0	2	30	5	5	1	969	6402	2513	0.392534	0.002147	TS	H-method	7	Mealy_R30_5.fsm
0	2	30	5	5	1	755	5571	2921	0.524322	0.003569	TS	SPY-method	8	Mealy_R30_5.fsm
0	2	30	5	5	1	642	4578	2391	0.522280	0.001509	TS	SPY-methodST	9	Mealy_R30_5.fsm
0	2	30	5	5	1	742	5366	2584	0.481551	0.007695	TS	SPYH-method	10	Mealy_R30_5.fsm
0	2	30	5	5	1	292	3957	3126	0.789992	0.073113	TS	S-method	11	Mealy_R30_5.fsm
0	2	30	5	5	2	9526	65776	16331	0.248282	0.018459	TS	SVS-method	0	Mealy_R30_5.fsm
0	2	30	5	5	2	12100	79700	15880	0.199247	0.015887	TS	W-method	1	Mealy_R30_5.fsm
0	2	30	5	5	2	12100	79700	15880	0.199247	0.015924	TS	W-methodST	2	Mealy_R30_5.fsm
0	2	30	5	5	2	7360	48464	11140	0.229861	0.010667	TS	Wp-method	3	Mealy_R30_5.fsm
0	2	30	5	5	2	6688	44033	10468	0.237731	0.009849	TS	Wp-methodST	4	Mealy_R30_5.fsm
0	2	30	5	5	2	8395	55275	12175	0.220262	0.010415	TS	HSI-method	5	Mealy_R30_5.fsm
0	2	30	5	5	2	3216	26150	11961	0.457400	0.005922	TS	HSI-methodST	6	Mealy_R30_5.fsm
0	2	30	5	5	2	3942	30881	12511	0.405136	0.011757	TS	H-method	7	Mealy_R30_5.fsm
0	2	30	5	5	2	3444	30741	15477	0.503464	0.039258	TS	SPY-method	8	Mealy_R30_5.fsm
