Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	4	20	5	2	0	242	2680	973	0.363060	0.001707	TS	SVS-method	0	DFA_R20_5.fsm
0	4	20	5	2	0	485	3688	888	0.240781	0.000927	TS	W-method	1	DFA_R20_5.fsm
0	4	20	5	2	0	485	3890	888	0.228278	0.000999	TS	W-methodST	2	DFA_R20_5.fsm
0	4	20	5	2	0	323	2332	634	0.271870	0.000756	TS	Wp-method	3	DFA_R20_5.fsm
0	4	20	5	2	0	349	2476	620	0.250404	0.000819	TS	Wp-methodST	4	DFA_R20_5.fsm
0	4	20	5	2	0	284	2418	515	0.212986	0.000538	TS	HSI-method	5	DFA_R20_5.fsm
0	4	20	5	2	0	89	1289	825	0.640031	0.000637	TS	HSI-methodST	6	DFA_R20_5.fsm
0	4	20	5	2	0	166	1734	691	0.398501	0.000483	TS	H-method	7	DFA_R20_5.fsm
0	4	20	5	2	0	172	1924	899	0.467256	0.000592	TS	SPY-method	8	DFA_R20_5.fsm
0	4	20	5	2	0	89	1289	825	0.640031	0.000623	TS	SPY-methodST	9	DFA_R20_5.fsm
0	4	20	5	2	0	128	1472	739	0.502038	0.000756	TS	SPYH-method	10	DFA_R20_5.fsm
0	4	20	5	2	0	46	1116	921	0.825269	0.004079	TS	S-method	11	DFA_R20_5.fsm
0	4	20	5	2	1	1239	16071	4937	0.307199	0.004291	TS	SVS-method	0	DFA_R20_5.fsm
0	4	20	5	2	1	2429	23296	4452	0.191106	0.004226	TS	W-method	1	DFA_R20_5.fsm
0	4	20	5	2	1	2429	24308	4452	0.183150	0.004416	TS	W-methodST	2	DFA_R20_5.fsm
0	4	20	5	2	1	1601	14752	3142	0.212988	0.003102	TS	Wp-method	3	DFA_R20_5.fsm
0	4	20	5	2	1	1721	15630	3060	0.195777	0.003140	TS	Wp-methodST	4	DFA_R20_5.fsm
0	4	20	5	2	1	1400	14686	2537	0.172750	0.002676	TS	HSI-method	5	DFA_R20_5.fsm
0	4	20	5	2	1	439	7171	4041	0.563520	0.001728	TS	HSI-methodST	6	DFA_R20_5.fsm
0	4	20	5	2	1	755	9979	3501	0.350837	0.002027	TS	H-method	7	DFA_R20_5.fsm
0	4	20	5	2	1	731	10491	4763	0.454008	0.003665	TS	SPY-method	8	DFA_R20_5.fsm
0	4	20	5	2	1	439	7171	4041	0.563520	0.001646	TS	SPY-methodST	9	DFA_R20_5.fsm
0	4	20	5	2	1	499	7581	3465	0.457064	0.004332	TS	SPYH-method	10	DFA_R20_5.fsm
0	4	20	5	2	1	230	6090	4673	0.767323	0.024839	TS	S-method	11	DFA_R20_5.fsm
0	4	20	5	2	2	6230	93282	24751	0.265335	0.019357	TS	SVS-method	0	DFA_R20_5.fsm
0	4	20	5	2	2	12149	140776	22272	0.158209	0.023388	TS	W-method	1	DFA_R20_5.fsm
0	4	20	5	2	2	12149	145838	22272	0.152717	0.024201	TS	W-methodST	2	DFA_R20_5.fsm
0	4	20	5	2	2	8044	90171	15775	0.174945	0.017257	TS	Wp-method	3	DFA_R20_5.fsm
0	4	20	5	2	2	8618	95465	15337	0.160656	0.016785	TS	Wp-methodST	4	DFA_R20_5.fsm
0	4	20	5	2	2	6995	87408	12702	0.145319	0.014835	TS	HSI-method	5	DFA_R20_5.fsm
0	4	20	5	2	2	2209	40453	20195	0.499221	0.007974	TS	HSI-methodST	6	DFA_R20_5.fsm
0	4	20	5	2	2	2955	46537	17225	0.370136	0.010230	TS	H-method	7	DFA_R20_5.fsm
0	4	20	5	2	2	3364	58052	25519	0.439589	0.032606	TS	SPY-method	8	DFA_R20_5.fsm
0	4	20	5	2	2	2209	40453	20195	0.499221	0.007252	TS	SPY-methodST	9	DFA_R20_5.fsm
0	4	20	5	2	2	2505	43857	17443	0.397724	0.043172	TS	SPYH-method	10	DFA_R20_5.fsm
0	4	20	5	2	2	1106	34128	25217	0.738895	0.308191	TS	S-method	11	DFA_R20_5.fsm
0	4	20	5	2	0	243	2787	981	0.351991	0.001179	TS	SVS-method	0	DFA_R20_5_1Oolh.fsm
0	4	20	5	2	0	485	3822	686	0.179487	0.000700	TS	W-method	1	DFA_R20_5_1Oolh.fsm
0	4	20	5	2	0	384	3253	787	0.241931	0.000756	TS	W-methodST	2	DFA_R20_5_1Oolh.fsm
0	4	20	5	2	0	329	2544	530	0.208333	0.000650	TS	Wp-method	3	DFA_R20_5_1Oolh.fsm
