Correct/IndistMachines,FSMtype,States,Inputs,Outputs,ES,Resets,Symbols,Size,Exploration,seconds,AlgorithmType,Algorithm,AlgId,fileName
0,3,200,5,5,0,3679,48135,11787,0.244874,0.052535,TS,SVS-method,0,Moore_R200_5.fsm
0,3,200,5,5,0,2803,32452,8808,0.271416,0.026916,TS,W-method,1,Moore_R200_5.fsm
0,3,200,5,5,0,4805,49912,8808,0.176471,0.027031,TS,W-methodST,2,Moore_R200_5.fsm
0,3,200,5,5,0,3114,30973,5943,0.191877,0.0248,TS,Wp-method,3,Moore_R200_5.fsm
0,3,200,5,5,0,3097,30382,5526,0.181884,0.024633,TS,Wp-methodST,4,Moore_R200_5.fsm
0,3,200,5,5,0,2391,26900,4420,0.164312,0.008391,TS,HSI-method,5,Moore_R200_5.fsm
0,3,200,5,5,0,950,14364,6855,0.477235,0.021217,TS,HSI-methodST,6,Moore_R200_5.fsm
0,3,200,5,5,0,1401,19277,6775,0.351455,0.010397,TS,H-method,7,Moore_R200_5.fsm
0,3,200,5,5,0,1427,19967,7501,0.37567,0.008419,TS,SPY-method,8,Moore_R200_5.fsm
0,3,200,5,5,0,770,12824,6827,0.532361,0.022183,TS,SPY-methodST,9,Moore_R200_5.fsm
0,3,200,5,5,0,1026,15446,6831,0.44225,0.016364,TS,SPYH-method,10,Moore_R200_5.fsm
0,3,200,5,5,0,404,11624,8841,0.760582,0.17841,TS,S-method,11,Moore_R200_5.fsm
0,3,200,5,5,1,18295,276399,58731,0.212486,0.189037,TS,SVS-method,0,Moore_R200_5.fsm
0,3,200,5,5,1,14017,190296,44052,0.231492,0.056682,TS,W-method,1,Moore_R200_5.fsm
0,3,200,5,5,1,24029,297616,44052,0.148016,0.067562,TS,W-methodST,2,Moore_R200_5.fsm
0,3,200,5,5,1,15496,185035,29667,0.160332,0.053646,TS,Wp-method,3,Moore_R200_5.fsm
0,3,200,5,5,1,15406,181885,27575,0.151607,0.051112,TS,Wp-methodST,4,Moore_R200_5.fsm
0,3,200,5,5,1,11860,156928,22027,0.140364,0.030657,TS,HSI-method,5,Moore_R200_5.fsm
0,3,200,5,5,1,4734,81263,34325,0.422394,0.034171,TS,HSI-methodST,6,Moore_R200_5.fsm
0,3,200,5,5,1,6116,100240,33163,0.330836,0.033851,TS,H-method,7,Moore_R200_5.fsm
0,3,200,5,5,1,6079,104203,40053,0.384375,0.037401,TS,SPY-method,8,Moore_R200_5.fsm
0,3,200,5,5,1,3806,72504,35281,0.486608,0.041084,TS,SPY-methodST,9,Moore_R200_5.fsm
0,3,200,5,5,1,4340,78054,32929,0.421875,0.132325,TS,SPYH-method,10,Moore_R200_5.fsm
0,3,200,5,5,1,1901,65105,48379,0.743092,1.071504,TS,S-method,11,Moore_R200_5.fsm
0,3,200,5,5,2,91554,1566186,293671,0.187507,0.967962,TS,SVS-method,0,Moore_R200_5.fsm
0,3,200,5,5,2,70087,1091656,220272,0.201778,0.230785,TS,W-method,1,Moore_R200_5.fsm
0,3,200,5,5,2,120149,1728376,220272,0.127444,0.306794,TS,W-methodST,2,Moore_R200_5.fsm
0,3,200,5,5,2,77373,1078514,148226,0.137435,0.233832,TS,Wp-method,3,Moore_R200_5.fsm
0,3,200,5,5,2,77011,1063256,137852,0.129651,0.211558,TS,Wp-methodST,4,Moore_R200_5.fsm
0,3,200,5,5,2,59321,903522,110150,0.121912,0.167854,TS,HSI-method,5,Moore_R200_5.fsm
0,3,200,5,5,2,23563,452384,171695,0.379534,0.108058,TS,HSI-methodST,6,Moore_R200_5.fsm
0,3,200,5,5,2,23764,457038,165419,0.361937,0.16121,TS,H-method,7,Moore_R200_5.fsm
0,3,200,5,5,2,28063,562443,213615,0.379798,0.316377,TS,SPY-method,8,Moore_R200_5.fsm
0,3,200,5,5,2,18966,405166,181963,0.449107,0.189985,TS,SPY-methodST,9,Moore_R200_5.fsm
0,3,200,5,5,2,22069,439425,163509,0.372098,2.33545,TS,SPYH-method,10,Moore_R200_5.fsm
0,3,200,5,5,2,10144,370982,260207,0.701401,14.791467,TS,S-method,11,Moore_R200_5.fsm
0,3,200,5,5,0,3965,51015,11869,0.232657,0.051527,TS,SVS-method,0,Moore_R200_5_0fti8.fsm
0,3,200,5,5,0,3804,42563,9809,0.230458,0.028382,TS,W-method,1,Moore_R200_5_0fti8.fsm
0,3,200,5,5,0,4805,50392,8808,0.17479,0.026368,TS,W-methodST,2,Moore_R200_5_0fti8.fsm
0,3,200,5,5,0,3095,31732,5904,0.186058,0.025241,TS,Wp-method,3,Moore_R200_5_0fti8.fsm
