Correct/IndistMachines,FSMtype,States,Inputs,Outputs,ES,Resets,Symbols,Size,Exploration,seconds,AlgorithmType,Algorithm,AlgId,fileName
0,4,150,5,2,0,15970,246779,55784,0.226048,0.138249,TS,SVS-method,0,DFA_R150_5.fsm
0,4,150,5,2,0,7360,84427,14569,0.172563,0.071665,TS,W-method,1,DFA_R150_5.fsm
0,4,150,5,2,0,5972,73133,17687,0.241847,0.063803,TS,W-methodST,2,DFA_R150_5.fsm
0,4,150,5,2,0,6419,64814,10968,0.169223,0.036668,TS,Wp-method,3,DFA_R150_5.fsm
0,4,150,5,2,0,5042,52374,10081,0.192481,0.035553,TS,Wp-methodST,4,DFA_R150_5.fsm
0,4,150,5,2,0,3243,37448,6448,0.172185,0.009691,TS,HSI-method,5,DFA_R150_5.fsm
0,4,150,5,2,0,912,17292,9811,0.567372,0.023333,TS,HSI-methodST,6,DFA_R150_5.fsm
0,4,150,5,2,0,2507,35673,10143,0.284333,0.017405,TS,H-method,7,DFA_R150_5.fsm
0,4,150,5,2,0,1865,27417,10799,0.39388,0.010505,TS,SPY-method,8,DFA_R150_5.fsm
0,4,150,5,2,0,762,16054,9713,0.605021,0.027638,TS,SPY-methodST,9,DFA_R150_5.fsm
0,4,150,5,2,0,1209,20221,9391,0.464418,0.030333,TS,SPYH-method,10,DFA_R150_5.fsm
0,4,150,5,2,0,384,14880,11971,0.804503,0.429578,TS,S-method,11,DFA_R150_5.fsm
0,4,150,5,2,1,80257,1399739,280160,0.200152,0.347089,TS,SVS-method,0,DFA_R150_5.fsm
0,4,150,5,2,1,36809,495762,72866,0.146978,0.164746,TS,W-method,1,DFA_R150_5.fsm
0,4,150,5,2,1,29898,425762,88491,0.207841,0.123857,TS,W-methodST,2,DFA_R150_5.fsm
0,4,150,5,2,1,32128,388609,54797,0.141008,0.093179,TS,Wp-method,3,DFA_R150_5.fsm
0,4,150,5,2,1,25210,312363,50471,0.161578,0.08438,TS,Wp-methodST,4,DFA_R150_5.fsm
0,4,150,5,2,1,16215,219464,32150,0.146493,0.044088,TS,HSI-method,5,DFA_R150_5.fsm
0,4,150,5,2,1,4554,95313,48949,0.513561,0.03874,TS,HSI-methodST,6,DFA_R150_5.fsm
0,4,150,5,2,1,10143,172247,44613,0.259006,0.071167,TS,H-method,7,DFA_R150_5.fsm
0,4,150,5,2,1,8232,147318,58537,0.397351,0.064772,TS,SPY-method,8,DFA_R150_5.fsm
0,4,150,5,2,1,3717,87669,49377,0.563221,0.063918,TS,SPY-methodST,9,DFA_R150_5.fsm
0,4,150,5,2,1,4484,93886,42297,0.450514,0.303954,TS,SPYH-method,10,DFA_R150_5.fsm
0,4,150,5,2,1,2013,80813,62163,0.76922,4.919227,TS,S-method,11,DFA_R150_5.fsm
0,4,150,5,2,2,401376,7802927,1401218,0.179576,1.510132,TS,SVS-method,0,DFA_R150_5.fsm
0,4,150,5,2,2,184054,2846927,364351,0.12798,0.675748,TS,W-method,1,DFA_R150_5.fsm
0,4,150,5,2,2,149497,2427817,442480,0.182254,0.478829,TS,W-methodST,2,DFA_R150_5.fsm
0,4,150,5,2,2,160684,2264692,273873,0.120932,0.447014,TS,Wp-method,3,DFA_R150_5.fsm
0,4,150,5,2,2,126207,1815744,252090,0.138836,0.36489,TS,Wp-methodST,4,DFA_R150_5.fsm
0,4,150,5,2,2,80980,1258282,160673,0.127692,0.250135,TS,HSI-method,5,DFA_R150_5.fsm
0,4,150,5,2,2,22679,520098,244179,0.469487,0.140684,TS,HSI-methodST,6,DFA_R150_5.fsm
0,4,150,5,2,2,41348,825646,214257,0.259502,0.358824,TS,H-method,7,DFA_R150_5.fsm
0,4,150,5,2,2,38522,799328,310813,0.388843,0.702088,TS,SPY-method,8,DFA_R150_5.fsm
0,4,150,5,2,2,18174,473408,250527,0.529199,0.336452,TS,SPY-methodST,9,DFA_R150_5.fsm
0,4,150,5,2,2,21412,505430,207999,0.411529,4.429388,TS,SPYH-method,10,DFA_R150_5.fsm
0,4,150,5,2,2,10021,434901,322295,0.741077,83.688193,TS,S-method,11,DFA_R150_5.fsm
0,4,150,5,2,0,15343,234559,53903,0.229806,0.121148,TS,SVS-method,0,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,6729,76572,13938,0.182025,0.072771,TS,W-method,1,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,5227,64172,15440,0.240603,0.062036,TS,W-methodST,2,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,6321,62973,10958,0.174011,0.035807,TS,Wp-method,3,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,5088,52238,10179,0.194858,0.035102,TS,Wp-methodST,4,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,3210,36886,6563,0.177927,0.009293,TS,HSI-method,5,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,1004,17867,9853,0.551464,0.023784,TS,HSI-methodST,6,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,2683,37565,10433,0.277732,0.018643,TS,H-method,7,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,1777,26405,10903,0.412914,0.010537,TS,SPY-method,8,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,808,16366,9797,0.598619,0.031531,TS,SPY-methodST,9,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,1207,20237,9505,0.469684,0.032124,TS,SPYH-method,10,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,434,15290,12025,0.786462,0.466678,TS,S-method,11,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,76407,1321273,268561,0.203259,0.307247,TS,SVS-method,0,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,33654,450218,69711,0.154838,0.152077,TS,W-method,1,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,26142,373198,77223,0.206922,0.111035,TS,W-methodST,2,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,31658,378447,54737,0.144636,0.084512,TS,Wp-method,3,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,25442,311750,50769,0.162852,0.078344,TS,Wp-methodST,4,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,16033,215912,32718,0.151534,0.039093,TS,HSI-method,5,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,5024,99625,49459,0.496452,0.038337,TS,HSI-methodST,6,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,10256,173528,45327,0.261209,0.070552,TS,H-method,7,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,8069,144319,58789,0.407355,0.060832,TS,SPY-method,8,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,3920,89782,50097,0.557985,0.053675,TS,SPY-methodST,9,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,4569,94401,42253,0.447591,0.354373,TS,SPYH-method,10,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,1,2151,82191,62457,0.759901,4.780969,TS,S-method,11,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,381813,7366835,1342399,0.182222,1.358915,TS,SVS-method,0,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,168278,2587654,348575,0.134707,0.584125,TS,W-method,1,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,130716,2127434,386137,0.181504,0.388102,TS,W-methodST,2,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,158277,2209439,273692,0.123874,0.379468,TS,Wp-method,3,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,127337,1815239,253966,0.139908,0.328614,TS,Wp-methodST,4,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,80181,1240756,163716,0.131949,0.222816,TS,HSI-method,5,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,25123,548577,247185,0.450593,0.12936,TS,HSI-methodST,6,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,42357,838899,217855,0.259692,0.354298,TS,H-method,7,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,38393,792803,312095,0.39366,0.699058,TS,SPY-method,8,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,19355,489813,254969,0.520544,0.302087,TS,SPY-methodST,9,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,21556,503162,205529,0.408475,4.267088,TS,SPYH-method,10,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,2,11122,451380,326287,0.722865,85.74086,TS,S-method,11,DFA_R150_5_16Tsh.fsm
0,4,150,5,2,0,15892,256376,57971,0.226117,0.138699,TS,SVS-method,0,DFA_R150_5_19BdE.fsm
0,4,150,5,2,0,6736,80318,13945,0.173622,0.071663,TS,W-method,1,DFA_R150_5_19BdE.fsm
0,4,150,5,2,0,5858,68831,13367,0.1942,0.049234,TS,W-methodST,2,DFA_R150_5_19BdE.fsm
0,4,150,5,2,0,5910,62544,10681,0.170776,0.03803,TS,Wp-method,3,DFA_R150_5_19BdE.fsm
0,4,150,5,2,0,4599,49415,8958,0.181281,0.037071,TS,Wp-methodST,4,DFA_R150_5_19BdE.fsm
0,4,150,5,2,0,3241,39108,6728,0.172036,0.010409,TS,HSI-method,5,DFA_R150_5_19BdE.fsm
