Correct/IndistMachines,FSMtype,States,Inputs,Outputs,ES,Resets,Symbols,Size,Exploration,seconds,AlgorithmType,Algorithm,AlgId,fileName
0,1,200,5,5,0,1361,17217,5253,0.305105,0.047678,TS,SVS-method,0,DFSM_R200_5.fsm
0,1,200,5,5,0,2803,30534,6806,0.222899,0.023262,TS,W-method,1,DFSM_R200_5.fsm
0,1,200,5,5,0,3804,39294,6806,0.173207,0.023321,TS,W-methodST,2,DFSM_R200_5.fsm
0,1,200,5,5,0,2965,29679,5386,0.181475,0.025972,TS,Wp-method,3,DFSM_R200_5.fsm
0,1,200,5,5,0,3018,29517,5229,0.177152,0.024639,TS,Wp-methodST,4,DFSM_R200_5.fsm
0,1,200,5,5,0,2402,27058,4423,0.163464,0.008434,TS,HSI-method,5,DFSM_R200_5.fsm
0,1,200,5,5,0,1001,14631,6471,0.44228,0.020005,TS,HSI-methodST,6,DFSM_R200_5.fsm
0,1,200,5,5,0,1071,13889,5009,0.360645,0.010492,TS,H-method,7,DFSM_R200_5.fsm
0,1,200,5,5,0,1413,19923,7525,0.377704,0.008639,TS,SPY-method,8,DFSM_R200_5.fsm
0,1,200,5,5,0,690,10222,4953,0.484543,0.020489,TS,SPY-methodST,9,DFSM_R200_5.fsm
0,1,200,5,5,0,919,12447,5045,0.405319,0.013932,TS,SPYH-method,10,DFSM_R200_5.fsm
0,1,200,5,5,0,260,8696,7045,0.810143,0.13916,TS,S-method,11,DFSM_R200_5.fsm
0,1,200,5,5,1,6875,100593,26401,0.262454,0.168565,TS,SVS-method,0,DFSM_R200_5.fsm
0,1,200,5,5,1,14017,180704,34040,0.188374,0.048553,TS,W-method,1,DFSM_R200_5.fsm
0,1,200,5,5,1,19023,234514,34040,0.145151,0.058082,TS,W-methodST,2,DFSM_R200_5.fsm
0,1,200,5,5,1,14854,178304,26959,0.151197,0.054029,TS,Wp-method,3,DFSM_R200_5.fsm
0,1,200,5,5,1,15073,177295,26131,0.147387,0.055175,TS,Wp-methodST,4,DFSM_R200_5.fsm
0,1,200,5,5,1,11996,159080,22099,0.138918,0.033534,TS,HSI-method,5,DFSM_R200_5.fsm
0,1,200,5,5,1,5006,83407,32600,0.390854,0.032554,TS,HSI-methodST,6,DFSM_R200_5.fsm
0,1,200,5,5,1,4148,65352,24471,0.374449,0.030561,TS,H-method,7,DFSM_R200_5.fsm
0,1,200,5,5,1,6009,103839,40155,0.386704,0.041818,TS,SPY-method,8,DFSM_R200_5.fsm
0,1,200,5,5,1,3377,58269,25841,0.443478,0.039183,TS,SPY-methodST,9,DFSM_R200_5.fsm
0,1,200,5,5,1,3739,61695,24561,0.398104,0.10246,TS,SPYH-method,10,DFSM_R200_5.fsm
0,1,200,5,5,1,1231,50887,40737,0.800538,0.890457,TS,S-method,11,DFSM_R200_5.fsm
0,1,200,5,5,2,34340,571508,132199,0.231316,0.860142,TS,SVS-method,0,DFSM_R200_5.fsm
0,1,200,5,5,2,70087,1043694,170210,0.163084,0.202344,TS,W-method,1,DFSM_R200_5.fsm
0,1,200,5,5,2,95118,1362804,170210,0.124897,0.267494,TS,W-methodST,2,DFSM_R200_5.fsm
0,1,200,5,5,2,74395,1041370,134886,0.129527,0.235923,TS,Wp-method,3,DFSM_R200_5.fsm
0,1,200,5,5,2,75250,1034706,130526,0.126148,0.233413,TS,Wp-methodST,4,DFSM_R200_5.fsm
0,1,200,5,5,2,60066,916200,110545,0.120656,0.189468,TS,HSI-method,5,DFSM_R200_5.fsm
0,1,200,5,5,2,25031,467171,163079,0.349078,0.111839,TS,HSI-methodST,6,DFSM_R200_5.fsm
0,1,200,5,5,2,20558,365354,122399,0.335015,0.141977,TS,H-method,7,DFSM_R200_5.fsm
0,1,200,5,5,2,27911,561161,213015,0.379597,0.345007,TS,SPY-method,8,DFSM_R200_5.fsm
0,1,200,5,5,2,16550,325212,133677,0.411046,0.15677,TS,SPY-methodST,9,DFSM_R200_5.fsm
0,1,200,5,5,2,19145,355699,122537,0.344496,1.743922,TS,SPYH-method,10,DFSM_R200_5.fsm
0,1,200,5,5,2,7315,293681,216989,0.73886,13.254213,TS,S-method,11,DFSM_R200_5.fsm
0,1,200,5,5,0,1069,13713,4657,0.339605,0.045861,TS,SVS-method,0,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,4805,48486,6806,0.14037,0.021405,TS,W-method,1,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,4805,48486,6806,0.14037,0.021696,TS,W-methodST,2,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,2883,28606,4884,0.170733,0.024442,TS,Wp-method,3,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,2871,28476,4872,0.171091,0.024988,TS,Wp-methodST,4,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,2374,26842,4375,0.162991,0.008215,TS,HSI-method,5,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,1001,14712,6462,0.439233,0.019476,TS,HSI-methodST,6,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,1095,14137,4929,0.34866,0.00975,TS,H-method,7,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,1356,19192,7423,0.386776,0.008358,TS,SPY-method,8,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,676,10204,5001,0.490102,0.019928,TS,SPY-methodST,9,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,927,12691,5103,0.402096,0.013562,TS,SPYH-method,10,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,0,269,8697,6961,0.800391,0.17046,TS,S-method,11,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,5400,79996,23389,0.292377,0.163989,TS,SVS-method,0,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,24029,290484,34040,0.117184,0.05473,TS,W-method,1,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,24029,290484,34040,0.117184,0.061953,TS,W-methodST,2,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,14456,172365,24467,0.141949,0.051807,TS,Wp-method,3,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,14401,171676,24412,0.142198,0.04718,TS,Wp-methodST,4,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,11983,159736,21994,0.13769,0.028499,TS,HSI-method,5,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,5006,83645,32388,0.387208,0.029785,TS,HSI-methodST,6,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,4211,66899,24697,0.369168,0.025635,TS,H-method,7,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,5908,102662,40217,0.391742,0.040094,TS,SPY-method,8,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,3343,58605,26277,0.448375,0.034489,TS,SPY-methodST,9,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,3864,64386,25081,0.389541,0.096216,TS,SPYH-method,10,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,1,1355,50883,39517,0.776625,0.857855,TS,S-method,11,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,2,26940,453044,116755,0.257712,0.852932,TS,SVS-method,0,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,2,120149,1692714,170210,0.100554,0.250488,TS,W-method,1,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,2,120149,1692714,170210,0.100554,0.276724,TS,W-methodST,2,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,2,72202,1005317,122263,0.121616,0.201997,TS,Wp-method,3,DFSM_R200_5_14oV1.fsm
0,1,200,5,5,2,71906,1001061,121967,0.121838,0.190721,TS,Wp-methodST,4,DFSM_R200_5_14oV1.fsm
