Correct/IndistMachines,FSMtype,States,Inputs,Outputs,ES,Resets,Symbols,Size,Exploration,seconds,AlgorithmType,Algorithm,AlgId,fileName
0,2,300,5,5,0,13573,94062,20924,0.222449,0.160971,TS,SVS-method,0,Mealy_R300_5.fsm
0,2,300,5,5,0,4333,28953,9436,0.325908,0.05649,TS,W-method,1,Mealy_R300_5.fsm
0,2,300,5,5,0,7206,44576,9907,0.22225,0.052078,TS,W-methodST,2,Mealy_R300_5.fsm
0,2,300,5,5,0,4862,28524,6440,0.225775,0.057516,TS,Wp-method,3,Mealy_R300_5.fsm
0,2,300,5,5,0,4690,27535,6268,0.227638,0.05745,TS,Wp-methodST,4,Mealy_R300_5.fsm
0,2,300,5,5,0,5033,29524,6611,0.22392,0.013144,TS,HSI-method,5,Mealy_R300_5.fsm
0,2,300,5,5,0,1445,12596,7004,0.55605,0.035467,TS,HSI-methodST,6,Mealy_R300_5.fsm
0,2,300,5,5,0,2580,18685,6900,0.36928,0.031009,TS,H-method,7,Mealy_R300_5.fsm
0,2,300,5,5,0,2707,18716,7347,0.392552,0.015184,TS,SPY-method,8,Mealy_R300_5.fsm
0,2,300,5,5,0,1288,11912,7035,0.590581,0.040128,TS,SPY-methodST,9,Mealy_R300_5.fsm
0,2,300,5,5,0,2040,15674,7185,0.458402,0.082707,TS,SPYH-method,10,Mealy_R300_5.fsm
0,2,300,5,5,0,603,11029,9021,0.817935,2.05876,TS,S-method,11,Mealy_R300_5.fsm
0,2,300,5,5,1,68584,543142,105557,0.194345,0.355614,TS,SVS-method,0,Mealy_R300_5.fsm
0,2,300,5,5,1,21618,166155,47138,0.283699,0.092804,TS,W-method,1,Mealy_R300_5.fsm
0,2,300,5,5,1,36030,258910,49540,0.191341,0.09102,TS,W-methodST,2,Mealy_R300_5.fsm
0,2,300,5,5,1,24280,166778,32191,0.193017,0.08466,TS,Wp-method,3,Mealy_R300_5.fsm
0,2,300,5,5,1,23443,161032,31354,0.194707,0.082899,TS,Wp-methodST,4,Mealy_R300_5.fsm
0,2,300,5,5,1,25114,172462,33025,0.191491,0.038443,TS,HSI-method,5,Mealy_R300_5.fsm
0,2,300,5,5,1,7266,70526,35042,0.496866,0.048627,TS,HSI-methodST,6,Mealy_R300_5.fsm
0,2,300,5,5,1,11571,99605,33613,0.337463,0.125039,TS,H-method,7,Mealy_R300_5.fsm
0,2,300,5,5,1,11910,100037,38879,0.388646,0.070775,TS,SPY-method,8,Mealy_R300_5.fsm
0,2,300,5,5,1,6370,66354,35793,0.539425,0.07357,TS,SPY-methodST,9,Mealy_R300_5.fsm
0,2,300,5,5,1,7478,71194,32918,0.46237,1.205534,TS,SPYH-method,10,Mealy_R300_5.fsm
0,2,300,5,5,1,3094,60904,47797,0.784792,20.780447,TS,S-method,11,Mealy_R300_5.fsm
0,2,300,5,5,2,343091,3059779,527946,0.172544,1.480502,TS,SVS-method,0,Mealy_R300_5.fsm
0,2,300,5,5,2,108090,938865,235695,0.251042,0.301897,TS,W-method,1,Mealy_R300_5.fsm
0,2,300,5,5,2,180150,1474700,247705,0.16797,0.316513,TS,W-methodST,2,Mealy_R300_5.fsm
0,2,300,5,5,2,121320,954697,160867,0.168501,0.261808,TS,Wp-method,3,Mealy_R300_5.fsm
0,2,300,5,5,2,117214,922426,156761,0.169944,0.236746,TS,Wp-methodST,4,Mealy_R300_5.fsm
0,2,300,5,5,2,125712,989006,165259,0.167096,0.194424,TS,HSI-method,5,Mealy_R300_5.fsm
0,2,300,5,5,2,36369,389643,175359,0.45005,0.122027,TS,HSI-methodST,6,Mealy_R300_5.fsm
0,2,300,5,5,2,47709,472979,164369,0.347519,0.588816,TS,H-method,7,Mealy_R300_5.fsm
0,2,300,5,5,2,55659,543663,205320,0.37766,0.666403,TS,SPY-method,8,Mealy_R300_5.fsm
0,2,300,5,5,2,31420,364617,182501,0.500528,0.3446,TS,SPY-methodST,9,Mealy_R300_5.fsm
