"Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName"
"0	2	80	5	5	0	1155	5734	1578	0.275201	0.001792	TS	HSI-method	5	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	0	367	2565	1495	0.582846	0.002945	TS	HSI-methodST	6	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	0	627	3690	1550	0.420054	0.002723	TS	H-method	7	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	0	675	3974	1743	0.438601	0.002124	TS	SPY-method	8	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	0	367	2565	1495	0.582846	0.002972	TS	SPY-methodST	9	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	0	445	2958	1565	0.529074	0.004811	TS	SPYH-method	10	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	0	162	2313	1926	0.832685	0.076612	TS	S-method	11	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	9583	62589	14738	0.235473	0.023617	TS	SVS-method	0	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	4815	33465	11635	0.347677	0.009169	TS	W-method	1	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	8346	52870	11956	0.226140	0.011387	TS	W-methodST	2	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	5156	30786	7275	0.236309	0.008838	TS	Wp-method	3	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	4833	28874	6952	0.240770	0.008600	TS	Wp-methodST	4	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	5795	34574	7914	0.228900	0.006454	TS	HSI-method	5	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	1838	14639	7475	0.510622	0.005121	TS	HSI-methodST	6	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	2514	18377	7473	0.406650	0.009779	TS	H-method	7	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	2974	21950	9302	0.423781	0.011315	TS	SPY-method	8	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	1838	14639	7475	0.510622	0.005364	TS	SPY-methodST	9	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	1887	15324	7603	0.496150	0.058566	TS	SPYH-method	10	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	1	711	12979	10649	0.820479	0.634862	TS	S-method	11	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	47909	360701	73697	0.204316	0.100492	TS	SVS-method	0	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	24075	191400	58180	0.303971	0.039868	TS	W-method	1	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	41730	306080	59785	0.195325	0.049693	TS	W-methodST	2	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	25831	180084	36458	0.202450	0.036409	TS	Wp-method	3	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	24172	168600	34799	0.206400	0.032967	TS	Wp-methodST	4	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	29026	202346	39653	0.195966	0.033486	TS	HSI-method	5	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	9198	82489	37442	0.453903	0.017622	TS	HSI-methodST	6	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	10836	94094	37635	0.399972	0.049492	TS	H-method	7	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	13583	120184	49709	0.413607	0.114704	TS	SPY-method	8	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	9198	82489	37442	0.453903	0.017921	TS	SPY-methodST	9	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	9498	87039	38068	0.437367	0.972775	TS	SPYH-method	10	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	2	3965	74175	56717	0.764638	9.226857	TS	S-method	11	Mealy_R80_5_eoNYX.fsm"
"0	2	80	5	5	0	1815	10227	2887	0.282292	0.010449	TS	SVS-method	0	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	963	5541	2005	0.361848	0.003907	TS	W-method	1	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	1605	8807	2326	0.264108	0.004772	TS	W-methodST	2	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	1000	5094	1417	0.278170	0.004218	TS	Wp-method	3	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	976	4973	1393	0.280113	0.004410	TS	Wp-methodST	4	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	1087	5529	1504	0.272020	0.001761	TS	HSI-method	5	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	377	2753	1594	0.579005	0.003092	TS	HSI-methodST	6	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	609	3704	1501	0.405238	0.002752	TS	H-method	7	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	611	3732	1690	0.452840	0.002075	TS	SPY-method	8	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	377	2753	1594	0.579005	0.003115	TS	SPY-methodST	9	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	468	3109	1575	0.506594	0.005090	TS	SPYH-method	10	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	176	2459	2001	0.813745	0.075700	TS	S-method	11	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	9155	60718	14513	0.239023	0.023342	TS	SVS-method	0	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	4815	32520	10030	0.308426	0.008638	TS	W-method	1	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	8025	52060	11635	0.223492	0.011376	TS	W-methodST	2	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	5015	30638	7107	0.231967	0.008664	TS	Wp-method	3	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	4905	29955	6997	0.233584	0.008668	TS	Wp-methodST	4	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	5453	33271	7545	0.226774	0.006225	TS	HSI-method	5	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	1897	15684	7990	0.509436	0.005375	TS	HSI-methodST	6	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	2606	19310	7239	0.374883	0.010325	TS	H-method	7	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	2616	20302	9106	0.448527	0.011043	TS	SPY-method	8	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	1897	15684	7990	0.509436	0.005599	TS	SPY-methodST	9	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	1849	15289	7517	0.491661	0.054132	TS	SPYH-method	10	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	1	849	13765	10853	0.788449	0.592754	TS	S-method	11	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	45759	349269	72557	0.207740	0.102186	TS	SVS-method	0	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	24075	186675	50155	0.268676	0.038647	TS	W-method	1	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	40125	300425	58180	0.193659	0.050127	TS	W-methodST	2	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	25052	178019	35535	0.199614	0.035798	TS	Wp-method	3	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	24477	173938	34960	0.200991	0.033712	TS	Wp-methodST	4	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	27245	193514	37728	0.194963	0.032371	TS	HSI-method	5	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	9428	87388	39805	0.455497	0.018655	TS	HSI-methodST	6	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	10619	93832	36335	0.387235	0.052320	TS	H-method	7	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	11975	110604	48235	0.436105	0.109605	TS	SPY-method	8	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	9428	87388	39805	0.455497	0.020594	TS	SPY-methodST	9	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	8945	84299	37191	0.441180	0.875015	TS	SPYH-method	10	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	2	4433	77575	57769	0.744686	8.341809	TS	S-method	11	Mealy_R80_5_vORhU.fsm"
"0	2	80	5	5	0	2048	11559	3077	0.266199	0.010777	TS	SVS-method	0	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	1348	7129	2069	0.290223	0.003826	TS	W-method	1	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	1284	6805	2005	0.294636	0.003979	TS	W-methodST	2	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	1000	5073	1408	0.277548	0.004212	TS	Wp-method	3	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	1003	5086	1411	0.277428	0.004419	TS	Wp-methodST	4	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	1101	5573	1509	0.270770	0.001761	TS	HSI-method	5	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	407	2788	1539	0.552009	0.002985	TS	HSI-methodST	6	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	601	3702	1556	0.420313	0.002707	TS	H-method	7	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	619	3729	1683	0.451327	0.002063	TS	SPY-method	8	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	407	2788	1539	0.552009	0.002999	TS	SPY-methodST	9	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	435	2943	1548	0.525994	0.005046	TS	SPYH-method	10	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	165	2419	1995	0.824721	0.075251	TS	S-method	11	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	10414	69110	15579	0.225423	0.025426	TS	SVS-method	0	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	6741	42387	10351	0.244202	0.009696	TS	W-method	1	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	6420	40445	10030	0.247991	0.009276	TS	W-methodST	2	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	4974	30125	7018	0.232963	0.008472	TS	Wp-method	3	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	5005	30329	7049	0.232418	0.008578	TS	Wp-methodST	4	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	5477	33182	7521	0.226659	0.006363	TS	HSI-method	5	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	2019	15875	7679	0.483717	0.005376	TS	HSI-methodST	6	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	2597	19235	7523	0.391110	0.009932	TS	H-method	7	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	2630	20194	9030	0.447163	0.010766	TS	SPY-method	8	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	2019	15875	7679	0.483717	0.005501	TS	SPY-methodST	9	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	1818	15066	7485	0.496814	0.057619	TS	SPYH-method	10	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	1	918	13807	10507	0.760991	0.607966	TS	S-method	11	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	52023	397271	77862	0.195992	0.108342	TS	SVS-method	0	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	33705	245640	51760	0.210715	0.047855	TS	W-method	1	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	32100	234325	50155	0.214040	0.040455	TS	W-methodST	2	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	24934	175986	35162	0.199800	0.035025	TS	Wp-method	3	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	25043	176760	35271	0.199542	0.033095	TS	Wp-methodST	4	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	27348	193023	37576	0.194671	0.032581	TS	HSI-method	5	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	10131	89650	38371	0.428009	0.018709	TS	HSI-methodST	6	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	10914	95881	37487	0.390974	0.048611	TS	H-method	7	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	12103	110924	48224	0.434748	0.104932	TS	SPY-method	8	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	10131	89650	38371	0.428009	0.019911	TS	SPY-methodST	9	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	9186	86397	37068	0.429043	0.874021	TS	SPYH-method	10	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	2	4850	79196	56867	0.718054	8.356460	TS	S-method	11	Mealy_R80_5_Di3wE.fsm"
"0	2	80	5	5	0	1933	10793	2950	0.273325	0.010493	TS	SVS-method	0	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	1605	8085	2005	0.247990	0.003754	TS	W-method	1	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	1605	8085	2005	0.247990	0.003850	TS	W-methodST	2	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	958	4832	1358	0.281043	0.004285	TS	Wp-method	3	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	909	4580	1309	0.285808	0.004357	TS	Wp-methodST	4	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	1113	5613	1513	0.269553	0.001747	TS	HSI-method	5	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	381	2654	1509	0.568576	0.002997	TS	HSI-methodST	6	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	610	3679	1510	0.410438	0.002726	TS	H-method	7	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	620	3721	1683	0.452298	0.002082	TS	SPY-method	8	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	381	2654	1509	0.568576	0.002940	TS	SPY-methodST	9	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	463	3039	1545	0.508391	0.004903	TS	SPYH-method	10	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	165	2336	1932	0.827055	0.074449	TS	S-method	11	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	9615	63353	14721	0.232365	0.024474	TS	SVS-method	0	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	8025	48450	10030	0.207018	0.010427	TS	W-method	1	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	8025	48450	10030	0.207018	0.010069	TS	W-methodST	2	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	4788	28922	6793	0.234873	0.008283	TS	Wp-method	3	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	4535	27389	6540	0.238782	0.008175	TS	Wp-methodST	4	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	5569	33630	7574	0.225216	0.006430	TS	HSI-method	5	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	1911	15284	7607	0.497710	0.005201	TS	HSI-methodST	6	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	2666	19386	7418	0.382647	0.010013	TS	H-method	7	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	2671	20299	9059	0.446278	0.010947	TS	SPY-method	8	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	1911	15284	7607	0.497710	0.005473	TS	SPY-methodST	9	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	1983	15863	7448	0.469520	0.053370	TS	SPYH-method	10	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	1	729	13070	10611	0.811859	0.607719	TS	S-method	11	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	48142	365226	73565	0.201423	0.105412	TS	SVS-method	0	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	40125	282375	50155	0.177618	0.050764	TS	W-method	1	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	40125	282375	50155	0.177618	0.046897	TS	W-methodST	2	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	23968	168667	33998	0.201569	0.033235	TS	Wp-method	3	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	22737	159981	32767	0.204818	0.030943	TS	Wp-methodST	4	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	27864	196069	37894	0.193269	0.032284	TS	HSI-method	5	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	9573	86123	38065	0.441984	0.018683	TS	HSI-methodST	6	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	11035	95058	36871	0.387879	0.049001	TS	H-method	7	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	12190	110987	48409	0.436168	0.104710	TS	SPY-method	8	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	9573	86123	38065	0.441984	0.019899	TS	SPY-methodST	9	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	9864	89285	37066	0.415143	0.905427	TS	SPYH-method	10	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	2	3763	74056	57460	0.775899	7.945780	TS	S-method	11	Mealy_R80_5_imC6n.fsm"
"0	2	80	5	5	0	1825	10168	2813	0.276652	0.010555	TS	SVS-method	0	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	1087	6145	2129	0.346461	0.003949	TS	W-method	1	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	1666	9077	2387	0.262972	0.004830	TS	W-methodST	2	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	1039	5281	1457	0.275895	0.004365	TS	Wp-method	3	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	1006	5111	1424	0.278615	0.004588	TS	Wp-methodST	4	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	1156	5869	1574	0.268189	0.001826	TS	HSI-method	5	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	398	2858	1624	0.568230	0.003129	TS	HSI-methodST	6	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	598	3642	1515	0.415980	0.002697	TS	H-method	7	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	656	4001	1759	0.439640	0.002159	TS	SPY-method	8	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	398	2858	1624	0.568230	0.003204	TS	SPY-methodST	9	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	430	2952	1547	0.524051	0.004964	TS	SPYH-method	10	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	174	2472	2042	0.826052	0.076712	TS	S-method	11	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	9244	60706	14173	0.233470	0.023586	TS	SVS-method	0	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	5457	36292	10672	0.294059	0.008879	TS	W-method	1	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	8346	53806	11956	0.222206	0.011511	TS	W-methodST	2	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	5191	31569	7274	0.230416	0.008891	TS	Wp-method	3	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	5066	30794	7149	0.232156	0.008851	TS	Wp-methodST	4	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	5761	35015	7844	0.224018	0.006454	TS	HSI-method	5	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	1966	16168	8145	0.503773	0.005458	TS	HSI-methodST	6	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	2578	19034	7344	0.385836	0.010235	TS	H-method	7	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	2824	21665	9332	0.430741	0.011466	TS	SPY-method	8	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	1966	16168	8145	0.503773	0.005695	TS	SPY-methodST	9	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	1792	14978	7477	0.499199	0.062221	TS	SPYH-method	10	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	1	889	14063	10943	0.778141	0.612108	TS	S-method	11	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	46236	349882	70801	0.202357	0.100414	TS	SVS-method	0	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	27285	208745	53365	0.255647	0.038679	TS	W-method	1	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	41730	310760	59785	0.192383	0.050718	TS	W-methodST	2	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	25931	183599	36355	0.198013	0.036652	TS	Wp-method	3	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	25329	179302	35753	0.199401	0.034094	TS	Wp-methodST	4	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	28820	203943	39244	0.192426	0.033752	TS	HSI-method	5	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	9869	90868	40665	0.447517	0.018823	TS	HSI-methodST	6	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	10741	93690	36412	0.388643	0.051993	TS	H-method	7	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	13105	119314	49611	0.415802	0.121216	TS	SPY-method	8	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	9869	90868	40665	0.447517	0.019568	TS	SPY-methodST	9	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	8947	84122	37102	0.441050	1.027784	TS	SPYH-method	10	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	2	4699	79944	58442	0.731037	7.860269	TS	S-method	11	Mealy_R80_5_SHK2a.fsm"
"0	2	80	5	5	0	1564	8447	2445	0.289452	0.010200	TS	SVS-method	0	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	1349	7015	2070	0.295082	0.004241	TS	W-method	1	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	1670	8929	2391	0.267779	0.004815	TS	W-methodST	2	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	976	4854	1391	0.286568	0.004229	TS	Wp-method	3	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	968	4806	1383	0.287765	0.004468	TS	Wp-methodST	4	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	1069	5307	1484	0.279631	0.001727	TS	HSI-method	5	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	343	2508	1547	0.616826	0.003062	TS	HSI-methodST	6	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	618	3713	1521	0.409642	0.002788	TS	H-method	7	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	586	3502	1642	0.468875	0.002055	TS	SPY-method	8	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	343	2508	1547	0.616826	0.003068	TS	SPY-methodST	9	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	450	2963	1577	0.532231	0.005226	TS	SPYH-method	10	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	181	2333	1883	0.807115	0.073574	TS	S-method	11	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	7809	50015	12225	0.244427	0.022478	TS	SVS-method	0	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	6741	41799	10351	0.247638	0.009849	TS	W-method	1	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	8346	52974	11956	0.225696	0.011578	TS	W-methodST	2	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	4893	29267	6978	0.238426	0.008593	TS	Wp-method	3	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	4868	29107	6953	0.238877	0.008625	TS	Wp-methodST	4	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	5375	32115	7460	0.232290	0.006047	TS	HSI-method	5	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	1718	14294	7751	0.542255	0.005164	TS	HSI-methodST	6	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	2661	19832	7642	0.385337	0.010379	TS	H-method	7	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	2554	19438	8918	0.458792	0.010818	TS	SPY-method	8	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	1718	14294	7751	0.542255	0.005406	TS	SPY-methodST	9	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	1745	14403	7378	0.512254	0.063247	TS	SPYH-method	10	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	1	924	13070	9915	0.758607	0.567999	TS	S-method	11	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	39016	288824	61101	0.211551	0.093546	TS	SVS-method	0	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	33705	242700	51760	0.213267	0.043082	TS	W-method	1	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	41730	306600	59785	0.194993	0.050683	TS	W-methodST	2	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	24376	170156	34817	0.204618	0.034671	TS	Wp-method	3	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	24284	169505	34725	0.204861	0.033120	TS	Wp-methodST	4	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	26865	187433	37306	0.199036	0.031584	TS	HSI-method	5	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	8611	80337	38867	0.483799	0.017640	TS	HSI-methodST	6	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	10552	93220	37715	0.404581	0.052032	TS	H-method	7	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	11901	107515	47171	0.438739	0.108233	TS	SPY-method	8	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	8611	80337	38867	0.483799	0.019839	TS	SPY-methodST	9	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	8844	81293	37022	0.455414	1.014636	TS	SPYH-method	10	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	2	4840	74075	52555	0.709484	7.357104	TS	S-method	11	Mealy_R80_5_lMwQo.fsm"
"0	2	80	5	5	0	1956	10831	2982	0.275321	0.010624	TS	SVS-method	0	Mealy_R80_5_EWu91.fsm"
"0	2	80	5	5	0	1605	8005	2005	0.250468	0.003821	TS	W-method	1	Mealy_R80_5_EWu91.fsm"
"0	2	80	5	5	0	1605	8005	2005	0.250468	0.003921	TS	W-methodST	2	Mealy_R80_5_EWu91.fsm"
"0	2	80	5	5	0	981	4893	1381	0.282240	0.004246	TS	Wp-method	3	Mealy_R80_5_EWu91.fsm"
"0	2	80	5	5	0	942	4698	1342	0.285653	0.004403	TS	Wp-methodST	4	Mealy_R80_5_EWu91.fsm"
"0	2	80	5	5	0	1075	5364	1475	0.274981	0.001806	TS	HSI-method	5	Mealy_R80_5_EWu91.fsm"
"0	2	80	5	5	0	381	2627	1497	0.569852	0.003023	TS	HSI-methodST	6	Mealy_R80_5_EWu91.fsm"
"0	2	80	5	5	0	595	3563	1495	0.419590	0.002707	TS	H-method	7	Mealy_R80_5_EWu91.fsm"
