"Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName"
"0	2	80	5	5	0	622	3893	1692	0.434626	0.002263	TS	SPY-method	8	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	0	385	2816	1555	0.552202	0.003352	TS	SPY-methodST	9	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	0	465	3162	1576	0.498419	0.005315	TS	SPYH-method	10	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	0	152	2426	2031	0.837181	0.076878	TS	S-method	11	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	9090	62224	14239	0.228835	0.024703	TS	SVS-method	0	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	6741	43899	10351	0.235791	0.010365	TS	W-method	1	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	8025	51955	11635	0.223944	0.011488	TS	W-methodST	2	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	5073	31868	7119	0.223390	0.009343	TS	Wp-method	3	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	5023	31567	7069	0.223936	0.009059	TS	Wp-methodST	4	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	5605	35189	7651	0.217426	0.006708	TS	HSI-method	5	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	1926	16035	7822	0.487808	0.005819	TS	HSI-methodST	6	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	2727	20416	7400	0.362461	0.010650	TS	H-method	7	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	2750	21559	9178	0.425715	0.011641	TS	SPY-method	8	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	1926	16035	7822	0.487808	0.006024	TS	SPY-methodST	9	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	1886	15992	7516	0.469985	0.055392	TS	SPYH-method	10	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	1	801	13973	11121	0.795892	0.627705	TS	S-method	11	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	45550	357349	71248	0.199379	0.103464	TS	SVS-method	0	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	33705	253200	51760	0.204423	0.048534	TS	W-method	1	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	40125	299900	58180	0.193998	0.051750	TS	W-methodST	2	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	25354	184622	35588	0.192761	0.038299	TS	Wp-method	3	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	25074	182581	35308	0.193383	0.034839	TS	Wp-methodST	4	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	27920	203244	38154	0.187725	0.034192	TS	HSI-method	5	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	9593	89549	39106	0.436699	0.019890	TS	HSI-methodST	6	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	11444	100785	36598	0.363129	0.052530	TS	H-method	7	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	12543	116736	48703	0.417206	0.113199	TS	SPY-method	8	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	9593	89549	39106	0.436699	0.023490	TS	SPY-methodST	9	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	9427	89771	37271	0.415179	0.971394	TS	SPYH-method	10	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	2	4180	78555	59312	0.755038	9.050648	TS	S-method	11	Mealy_R80_5_IAQdl.fsm"
"0	2	80	5	5	0	1873	10303	2961	0.287392	0.010653	TS	SVS-method	0	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	1605	7965	2005	0.251726	0.003973	TS	W-method	1	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	1605	7965	2005	0.251726	0.004035	TS	W-methodST	2	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	962	4777	1362	0.285116	0.004409	TS	Wp-method	3	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	954	4734	1354	0.286016	0.004501	TS	Wp-methodST	4	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	1086	5380	1486	0.276208	0.001970	TS	HSI-method	5	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	395	2730	1549	0.567399	0.003241	TS	HSI-methodST	6	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	626	3768	1583	0.420117	0.002896	TS	H-method	7	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	604	3597	1642	0.456492	0.002205	TS	SPY-method	8	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	395	2730	1549	0.567399	0.003202	TS	SPY-methodST	9	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	504	3219	1615	0.501709	0.005343	TS	SPYH-method	10	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	165	2394	1993	0.832498	0.080014	TS	S-method	11	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	9391	61088	14850	0.243092	0.024413	TS	SVS-method	0	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	8025	47850	10030	0.209613	0.010966	TS	W-method	1	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	8025	47850	10030	0.209613	0.010486	TS	W-methodST	2	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	4807	28673	6812	0.237575	0.008605	TS	Wp-method	3	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	4766	28418	6771	0.238264	0.008554	TS	Wp-methodST	4	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	5470	32607	7475	0.229245	0.006511	TS	HSI-method	5	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	1974	15615	7753	0.496510	0.005707	TS	HSI-methodST	6	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	2898	21091	7836	0.371533	0.010901	TS	H-method	7	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	2608	19830	8884	0.448008	0.011614	TS	SPY-method	8	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	1974	15615	7753	0.496510	0.005910	TS	SPY-methodST	9	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	1957	15806	7616	0.481842	0.058701	TS	SPYH-method	10	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	1	777	13823	11163	0.807567	0.669117	TS	S-method	11	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	47019	352944	74310	0.210543	0.102555	TS	SVS-method	0	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	40125	279375	50155	0.179526	0.053589	TS	W-method	1	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	40125	279375	50155	0.179526	0.048606	TS	W-methodST	2	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	24012	167220	34042	0.203576	0.034649	TS	Wp-method	3	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	23814	165792	33844	0.204135	0.032518	TS	Wp-methodST	4	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	27378	190602	37408	0.196262	0.032945	TS	HSI-method	5	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	9886	87980	38769	0.440657	0.019994	TS	HSI-methodST	6	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	12108	103454	38665	0.373741	0.053710	TS	H-method	7	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	12221	110094	47085	0.427680	0.113975	TS	SPY-method	8	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	9886	87980	38769	0.440657	0.022568	TS	SPY-methodST	9	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	9952	90831	38169	0.420220	0.924033	TS	SPYH-method	10	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	2	4198	78709	59860	0.760523	9.863546	TS	S-method	11	Mealy_R80_5_nreZi.fsm"
"0	2	80	5	5	0	1985	11263	3000	0.266359	0.010897	TS	SVS-method	0	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	1284	6837	2005	0.293257	0.004111	TS	W-method	1	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	1353	7181	2074	0.288818	0.004172	TS	W-methodST	2	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	1006	5122	1413	0.275869	0.004576	TS	Wp-method	3	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	959	4885	1366	0.279632	0.004640	TS	Wp-methodST	4	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	1111	5665	1518	0.267961	0.002017	TS	HSI-method	5	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	356	2561	1509	0.589223	0.003249	TS	HSI-methodST	6	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	630	3828	1552	0.405434	0.002982	TS	H-method	7	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	641	3831	1668	0.435395	0.002247	TS	SPY-method	8	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	356	2561	1509	0.589223	0.003188	TS	SPY-methodST	9	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	511	3328	1603	0.481671	0.005473	TS	SPYH-method	10	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	184	2301	1840	0.799652	0.070503	TS	S-method	11	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	9909	66186	14990	0.226483	0.025382	TS	SVS-method	0	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	6420	40605	10030	0.247014	0.010186	TS	W-method	1	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	6741	42555	10351	0.243238	0.009812	TS	W-methodST	2	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	5044	30693	7090	0.230997	0.009068	TS	Wp-method	3	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	4758	28971	6804	0.234856	0.008758	TS	Wp-methodST	4	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	5534	33698	7580	0.224939	0.006550	TS	HSI-method	5	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	1781	14621	7571	0.517817	0.005404	TS	HSI-methodST	6	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	2705	19832	7467	0.376513	0.010916	TS	H-method	7	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	2751	20747	8950	0.431388	0.011332	TS	SPY-method	8	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	1781	14621	7571	0.517817	0.005674	TS	SPY-methodST	9	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	1985	16032	7528	0.469561	0.056727	TS	SPYH-method	10	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	1	881	12878	9834	0.763628	0.552709	TS	S-method	11	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	49586	380854	75005	0.196939	0.109146	TS	SVS-method	0	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	32100	235125	50155	0.213312	0.048090	TS	W-method	1	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	33705	246480	51760	0.209997	0.043780	TS	W-methodST	2	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	25146	178134	35382	0.198626	0.036438	TS	Wp-method	3	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	23736	168165	33972	0.202016	0.033249	TS	Wp-methodST	4	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	27661	195943	37897	0.193408	0.033851	TS	HSI-method	5	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	8918	82151	37878	0.461078	0.018826	TS	HSI-methodST	6	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	12046	103933	37708	0.362811	0.054745	TS	H-method	7	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	12903	114819	47346	0.412353	0.107816	TS	SPY-method	8	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	8918	82151	37878	0.461078	0.021032	TS	SPY-methodST	9	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	9646	88636	37330	0.421161	0.880082	TS	SPYH-method	10	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	2	4388	74030	54507	0.736283	7.245162	TS	S-method	11	Mealy_R80_5_o3PRT.fsm"
"0	2	80	5	5	0	1772	10149	2767	0.272638	0.010727	TS	SVS-method	0	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	1284	6997	2005	0.286551	0.004585	TS	W-method	1	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	1284	6997	2005	0.286551	0.004179	TS	W-methodST	2	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	1006	5232	1412	0.269878	0.004542	TS	Wp-method	3	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	966	5020	1372	0.273307	0.004631	TS	Wp-methodST	4	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	1096	5690	1502	0.263972	0.002016	TS	HSI-method	5	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	378	2700	1510	0.559259	0.003214	TS	HSI-methodST	6	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	567	3522	1490	0.423055	0.002838	TS	H-method	7	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	579	3644	1688	0.463227	0.002245	TS	SPY-method	8	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	378	2700	1510	0.559259	0.003169	TS	SPY-methodST	9	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	430	2962	1517	0.512154	0.005014	TS	SPYH-method	10	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	148	2389	2014	0.843031	0.078826	TS	S-method	11	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	8960	60232	13939	0.231422	0.024357	TS	SVS-method	0	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	6420	41405	10030	0.242241	0.010067	TS	W-method	1	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	6420	41405	10030	0.242241	0.009746	TS	W-methodST	2	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	5030	31227	7063	0.226182	0.009078	TS	Wp-method	3	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	4844	30069	6877	0.228707	0.008958	TS	Wp-methodST	4	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	5510	34212	7543	0.220478	0.006617	TS	HSI-method	5	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	1874	15374	7585	0.493365	0.005609	TS	HSI-methodST	6	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	2681	20152	7391	0.366763	0.010508	TS	H-method	7	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	2528	20065	9077	0.452380	0.011552	TS	SPY-method	8	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	1874	15374	7585	0.493365	0.005763	TS	SPY-methodST	9	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	1844	15422	7386	0.478926	0.056495	TS	SPYH-method	10	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	1	685	13454	11085	0.823919	0.631257	TS	S-method	11	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	44785	345934	69628	0.201275	0.104648	TS	SVS-method	0	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	32100	239125	50155	0.209744	0.047336	TS	W-method	1	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	32100	239125	50155	0.209744	0.042740	TS	W-methodST	2	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	25151	181269	35320	0.194849	0.036290	TS	Wp-method	3	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	24233	174654	34402	0.196972	0.033944	TS	Wp-methodST	4	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	27536	198545	37705	0.189907	0.033920	TS	HSI-method	5	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	9390	86335	37880	0.438756	0.020044	TS	HSI-methodST	6	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	10541	94132	36940	0.392428	0.053467	TS	H-method	7	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	11596	109127	47914	0.439066	0.112638	TS	SPY-method	8	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	9390	86335	37880	0.438756	0.022018	TS	SPY-methodST	9	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	9113	85453	36825	0.430939	0.894320	TS	SPYH-method	10	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	2	3544	76292	60383	0.791472	9.331346	TS	S-method	11	Mealy_R80_5_mxat0.fsm"
"0	2	80	5	5	0	1707	9420	2702	0.286837	0.010822	TS	SVS-method	0	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	1605	8366	2326	0.278030	0.004529	TS	W-method	1	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	1605	8366	2326	0.278030	0.004563	TS	W-methodST	2	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	1010	5079	1415	0.278598	0.004533	TS	Wp-method	3	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	1011	5087	1416	0.278357	0.004672	TS	Wp-methodST	4	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	1083	5444	1488	0.273328	0.001993	TS	HSI-method	5	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	387	2754	1583	0.574800	0.003305	TS	HSI-methodST	6	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	603	3671	1554	0.423318	0.003106	TS	H-method	7	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	624	3739	1651	0.441562	0.002240	TS	SPY-method	8	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	387	2754	1583	0.574800	0.003293	TS	SPY-methodST	9	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	418	2859	1560	0.545645	0.005250	TS	SPYH-method	10	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	202	2469	1947	0.788578	0.080023	TS	S-method	11	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	8592	56049	13612	0.242859	0.024142	TS	SVS-method	0	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	8025	49855	11635	0.233377	0.011352	TS	W-method	1	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	8025	49855	11635	0.233377	0.011079	TS	W-methodST	2	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	5031	30301	7068	0.233260	0.008970	TS	Wp-method	3	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	5034	30329	7071	0.233143	0.008864	TS	Wp-methodST	4	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	5392	32463	7429	0.228845	0.006353	TS	HSI-method	5	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	1915	15538	7898	0.508302	0.005603	TS	HSI-methodST	6	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	2646	19736	7649	0.387566	0.010858	TS	H-method	7	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	2663	20207	8909	0.440887	0.011522	TS	SPY-method	8	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	1915	15538	7898	0.508302	0.006122	TS	SPY-methodST	9	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	1816	15176	7692	0.506853	0.064405	TS	SPYH-method	10	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	1	962	13632	10253	0.752127	0.587573	TS	S-method	11	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	43002	323500	68072	0.210423	0.103480	TS	SVS-method	0	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	40125	289400	58180	0.201037	0.053625	TS	W-method	1	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	40125	289400	58180	0.201037	0.050635	TS	W-methodST	2	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	25194	176868	35390	0.200093	0.036132	TS	Wp-method	3	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	25233	177166	35429	0.199976	0.033843	TS	Wp-methodST	4	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	26996	189489	37192	0.196275	0.032756	TS	HSI-method	5	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	9605	87428	39544	0.452304	0.019966	TS	HSI-methodST	6	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	10426	93381	38102	0.408027	0.052574	TS	H-method	7	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	12181	111025	47899	0.431425	0.107508	TS	SPY-method	8	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	9605	87428	39544	0.452304	0.021510	TS	SPY-methodST	9	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	9070	84465	38020	0.450127	1.012496	TS	SPYH-method	10	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	2	5015	77756	55001	0.707354	7.646960	TS	S-method	11	Mealy_R80_5_VIQjT.fsm"
"0	2	80	5	5	0	1879	10642	2872	0.269874	0.010555	TS	SVS-method	0	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	1284	6949	2005	0.288531	0.004696	TS	W-method	1	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	1284	6949	2005	0.288531	0.004269	TS	W-methodST	2	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	1008	5239	1437	0.274289	0.004810	TS	Wp-method	3	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	979	5084	1408	0.276947	0.004997	TS	Wp-methodST	4	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	1065	5524	1494	0.270456	0.002103	TS	HSI-method	5	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	423	2953	1575	0.533356	0.003305	TS	HSI-methodST	6	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	634	3805	1483	0.389750	0.002907	TS	H-method	7	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	618	3761	1649	0.438447	0.002224	TS	SPY-method	8	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	423	2953	1575	0.533356	0.003235	TS	SPY-methodST	9	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	463	3095	1559	0.503716	0.005045	TS	SPYH-method	10	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	189	2501	2013	0.804878	0.077459	TS	S-method	11	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	9396	62702	14354	0.228924	0.024495	TS	SVS-method	0	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	6420	41165	10030	0.243654	0.010392	TS	W-method	1	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	6420	41165	10030	0.243654	0.009723	TS	W-methodST	2	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	4997	30900	7143	0.231165	0.009158	TS	Wp-method	3	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	4875	30148	7021	0.232884	0.008932	TS	Wp-methodST	4	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	5322	32893	7468	0.227039	0.006634	TS	HSI-method	5	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	2089	16663	7853	0.471284	0.005919	TS	HSI-methodST	6	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	2796	20449	7382	0.360996	0.010845	TS	H-method	7	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	2634	20321	8895	0.437725	0.010786	TS	SPY-method	8	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	2089	16663	7853	0.471284	0.005996	TS	SPY-methodST	9	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	1929	15711	7397	0.470817	0.052866	TS	SPYH-method	10	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	1	848	14070	11099	0.788842	0.587936	TS	S-method	11	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	46925	360045	71806	0.199436	0.105098	TS	SVS-method	0	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	32100	237925	50155	0.210802	0.047017	TS	W-method	1	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	32100	237925	50155	0.210802	0.042201	TS	W-methodST	2	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	25049	180115	35812	0.198829	0.035931	TS	Wp-method	3	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	24439	175750	35202	0.200296	0.033594	TS	Wp-methodST	4	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	26685	191854	37448	0.195190	0.032602	TS	HSI-method	5	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	10439	93785	39362	0.419705	0.020584	TS	HSI-methodST	6	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	11447	100064	36711	0.366875	0.050475	TS	H-method	7	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	11980	111110	48039	0.432355	0.104058	TS	SPY-method	8	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	10439	93785	39362	0.419705	0.022354	TS	SPY-methodST	9	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	9496	87916	37021	0.421095	0.947104	TS	SPYH-method	10	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	2	4355	80520	60704	0.753900	8.351553	TS	S-method	11	Mealy_R80_5_X2UVn.fsm"
"0	2	80	5	5	0	1782	9801	2876	0.293439	0.010611	TS	SVS-method	0	Mealy_R80_5_reMij.fsm"
"0	2	80	5	5	0	1347	7039	2068	0.293792	0.004692	TS	W-method	1	Mealy_R80_5_reMij.fsm"
"0	2	80	5	5	0	1926	10248	2647	0.258294	0.005382	TS	W-methodST	2	Mealy_R80_5_reMij.fsm"
"0	2	80	5	5	0	969	4855	1385	0.285273	0.004636	TS	Wp-method	3	Mealy_R80_5_reMij.fsm"
"0	2	80	5	5	0	965	4839	1381	0.285390	0.004432	TS	Wp-methodST	4	Mealy_R80_5_reMij.fsm"
"0	2	80	5	5	0	1080	5406	1496	0.276730	0.002004	TS	HSI-method	5	Mealy_R80_5_reMij.fsm"
"0	2	80	5	5	0	377	2641	1540	0.583112	0.003231	TS	HSI-methodST	6	Mealy_R80_5_reMij.fsm"
"0	2	80	5	5	0	565	3426	1487	0.434034	0.002719	TS	H-method	7	Mealy_R80_5_reMij.fsm"
"0	2	80	5	5	0	594	3572	1655	0.463326	0.002234	TS	SPY-method	8	Mealy_R80_5_reMij.fsm"
"0	2	80	5	5	0	377	2641	1540	0.583112	0.003196	TS	SPY-methodST	9	Mealy_R80_5_reMij.fsm"
"0	2	80	5	5	0	419	2782	1499	0.538821	0.004918	TS	SPYH-method	10	Mealy_R80_5_reMij.fsm"
