Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	3	30	5	5	0	203	2065	781	0.378208	0.001289	TS	SVS-method	0	Moore_R30_5.fsm
0	3	30	5	5	0	423	3236	724	0.223733	0.000806	TS	W-method	1	Moore_R30_5.fsm
0	3	30	5	5	0	423	3236	724	0.223733	0.000903	TS	W-methodST	2	Moore_R30_5.fsm
0	3	30	5	5	0	260	1989	561	0.282051	0.000787	TS	Wp-method	3	Moore_R30_5.fsm
0	3	30	5	5	0	252	1927	553	0.286975	0.000805	TS	Wp-methodST	4	Moore_R30_5.fsm
0	3	30	5	5	0	242	2112	543	0.257102	0.000516	TS	HSI-method	5	Moore_R30_5.fsm
0	3	30	5	5	0	131	1459	759	0.520219	0.000793	TS	HSI-methodST	6	Moore_R30_5.fsm
0	3	30	5	5	0	167	1735	739	0.425937	0.000429	TS	H-method	7	Moore_R30_5.fsm
0	3	30	5	5	0	149	1703	853	0.500881	0.000562	TS	SPY-method	8	Moore_R30_5.fsm
0	3	30	5	5	0	131	1459	759	0.520219	0.000756	TS	SPY-methodST	9	Moore_R30_5.fsm
0	3	30	5	5	0	140	1520	731	0.480921	0.000704	TS	SPYH-method	10	Moore_R30_5.fsm
0	3	30	5	5	0	41	1161	1005	0.865633	0.003695	TS	S-method	11	Moore_R30_5.fsm
0	3	30	5	5	1	1081	13007	4029	0.309756	0.004752	TS	SVS-method	0	Moore_R30_5.fsm
0	3	30	5	5	1	2117	20412	3628	0.177739	0.003519	TS	W-method	1	Moore_R30_5.fsm
0	3	30	5	5	1	2117	20412	3628	0.177739	0.003583	TS	W-methodST	2	Moore_R30_5.fsm
0	3	30	5	5	1	1275	12252	2786	0.227391	0.002666	TS	Wp-method	3	Moore_R30_5.fsm
0	3	30	5	5	1	1237	11876	2748	0.231391	0.002577	TS	Wp-methodST	4	Moore_R30_5.fsm
0	3	30	5	5	1	1208	12964	2719	0.209735	0.002339	TS	HSI-method	5	Moore_R30_5.fsm
0	3	30	5	5	1	660	8621	3801	0.440900	0.002103	TS	HSI-methodST	6	Moore_R30_5.fsm
0	3	30	5	5	1	707	9057	3659	0.403997	0.001835	TS	H-method	7	Moore_R30_5.fsm
0	3	30	5	5	1	623	9367	4683	0.499947	0.003158	TS	SPY-method	8	Moore_R30_5.fsm
0	3	30	5	5	1	660	8621	3801	0.440900	0.002106	TS	SPY-methodST	9	Moore_R30_5.fsm
0	3	30	5	5	1	614	8406	3729	0.443612	0.003959	TS	SPYH-method	10	Moore_R30_5.fsm
0	3	30	5	5	1	232	7032	5641	0.802190	0.023122	TS	S-method	11	Moore_R30_5.fsm
