Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	Size	Exploration	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	1	70	5	5	0	281	3047	1263	0.414506	0.004988	TS	SVS-method	0	DFSM_R70_5.fsm
0	1	70	5	5	0	983	8979	2035	0.226640	0.003503	TS	W-method	1	DFSM_R70_5.fsm
0	1	70	5	5	0	983	8979	2035	0.226640	0.003500	TS	W-methodST	2	DFSM_R70_5.fsm
0	1	70	5	5	0	782	6649	1487	0.223643	0.003373	TS	Wp-method	3	DFSM_R70_5.fsm
0	1	70	5	5	0	782	6649	1487	0.223643	0.003442	TS	Wp-methodST	4	DFSM_R70_5.fsm
0	1	70	5	5	0	688	6728	1393	0.207045	0.001730	TS	HSI-method	5	DFSM_R70_5.fsm
0	1	70	5	5	0	349	4202	1848	0.439791	0.002849	TS	HSI-methodST	6	DFSM_R70_5.fsm
0	1	70	5	5	0	303	3333	1359	0.407741	0.001396	TS	H-method	7	DFSM_R70_5.fsm
0	1	70	5	5	0	413	5167	2263	0.437972	0.001746	TS	SPY-method	8	DFSM_R70_5.fsm
0	1	70	5	5	0	349	4202	1848	0.439791	0.002839	TS	SPY-methodST	9	DFSM_R70_5.fsm
0	1	70	5	5	0	303	3483	1491	0.428079	0.002100	TS	SPYH-method	10	DFSM_R70_5.fsm
0	1	70	5	5	0	87	2429	2011	0.827913	0.013775	TS	S-method	11	DFSM_R70_5.fsm
0	1	70	5	5	1	1405	18045	6321	0.350291	0.017835	TS	SVS-method	0	DFSM_R70_5.fsm
0	1	70	5	5	1	4917	54728	10184	0.186084	0.010482	TS	W-method	1	DFSM_R70_5.fsm
0	1	70	5	5	1	4917	54728	10184	0.186084	0.010570	TS	W-methodST	2	DFSM_R70_5.fsm
0	1	70	5	5	1	3914	41245	7445	0.180507	0.009093	TS	Wp-method	3	DFSM_R70_5.fsm
0	1	70	5	5	1	3914	41245	7445	0.180507	0.009044	TS	Wp-methodST	4	DFSM_R70_5.fsm
0	1	70	5	5	1	3455	40894	6986	0.170832	0.007202	TS	HSI-method	5	DFSM_R70_5.fsm
0	1	70	5	5	1	1741	24446	9252	0.378467	0.006261	TS	HSI-methodST	6	DFSM_R70_5.fsm
0	1	70	5	5	1	1455	19101	6827	0.357416	0.004480	TS	H-method	7	DFSM_R70_5.fsm
0	1	70	5	5	1	1799	28525	12353	0.433059	0.009407	TS	SPY-method	8	DFSM_R70_5.fsm
0	1	70	5	5	1	1741	24446	9252	0.378467	0.006322	TS	SPY-methodST	9	DFSM_R70_5.fsm
0	1	70	5	5	1	1296	18526	7307	0.394419	0.011236	TS	SPYH-method	10	DFSM_R70_5.fsm
0	1	70	5	5	1	433	14865	11795	0.793475	0.080630	TS	S-method	11	DFSM_R70_5.fsm
0	1	70	5	5	2	7025	104275	31611	0.303150	0.094488	TS	SVS-method	0	DFSM_R70_5.fsm
0	1	70	5	5	2	24587	322813	50929	0.157766	0.052398	TS	W-method	1	DFSM_R70_5.fsm
0	1	70	5	5	2	24587	322813	50929	0.157766	0.057913	TS	W-methodST	2	DFSM_R70_5.fsm
0	1	70	5	5	2	19543	244972	37210	0.151895	0.047839	TS	Wp-method	3	DFSM_R70_5.fsm
0	1	70	5	5	2	19543	244972	37210	0.151895	0.045152	TS	Wp-methodST	4	DFSM_R70_5.fsm
0	1	70	5	5	2	17269	239110	34936	0.146108	0.042675	TS	HSI-method	5	DFSM_R70_5.fsm
0	1	70	5	5	2	8702	139689	46336	0.331708	0.028162	TS	HSI-methodST	6	DFSM_R70_5.fsm
0	1	70	5	5	2	7259	109767	34089	0.310558	0.023182	TS	H-method	7	DFSM_R70_5.fsm
0	1	70	5	5	2	8335	156595	65885	0.420735	0.082128	TS	SPY-method	8	DFSM_R70_5.fsm
0	1	70	5	5	2	8702	139689	46336	0.331708	0.029131	TS	SPY-methodST	9	DFSM_R70_5.fsm
0	1	70	5	5	2	6343	107569	36273	0.337207	0.130045	TS	SPYH-method	10	DFSM_R70_5.fsm
0	1	70	5	5	2	2586	85674	61601	0.719016	1.033858	TS	S-method	11	DFSM_R70_5.fsm
0	1	70	5	5	0	281	3079	1263	0.410198	0.004826	TS	SVS-method	0	DFSM_R70_5_r9W6L.fsm
0	1	70	5	5	0	1334	11711	2035	0.173768	0.003487	TS	W-method	1	DFSM_R70_5_r9W6L.fsm
0	1	70	5	5	0	1334	11711	2035	0.173768	0.003671	TS	W-methodST	2	DFSM_R70_5_r9W6L.fsm
