Correct/IndistMachines,FSMtype,States,Inputs,Outputs,ES,Resets,Symbols,Size,Exploration,seconds,AlgorithmType,Algorithm,AlgId,fileName
0,4,10,5,2,0,82,798,345,0.432331,0.000433,TS,SVS-method,0,DFA_R10_5.fsm
0,4,10,5,2,0,143,1034,346,0.334623,0.000268,TS,W-method,1,DFA_R10_5.fsm
0,4,10,5,2,0,194,1345,397,0.295167,0.000366,TS,W-methodST,2,DFA_R10_5.fsm
0,4,10,5,2,0,117,796,268,0.336683,0.000244,TS,Wp-method,3,DFA_R10_5.fsm
0,4,10,5,2,0,114,746,265,0.355228,0.000283,TS,Wp-methodST,4,DFA_R10_5.fsm
0,4,10,5,2,0,94,746,225,0.301609,0.000189,TS,HSI-method,5,DFA_R10_5.fsm
0,4,10,5,2,0,52,535,307,0.573832,0.000207,TS,HSI-methodST,6,DFA_R10_5.fsm
0,4,10,5,2,0,72,666,297,0.445946,0.000176,TS,H-method,7,DFA_R10_5.fsm
0,4,10,5,2,0,52,588,355,0.603741,0.000226,TS,SPY-method,8,DFA_R10_5.fsm
0,4,10,5,2,0,43,499,305,0.611222,0.000332,TS,SPY-methodST,9,DFA_R10_5.fsm
0,4,10,5,2,0,45,469,267,0.569296,0.000229,TS,SPYH-method,10,DFA_R10_5.fsm
0,4,10,5,2,0,15,469,423,0.901919,0.001363,TS,S-method,11,DFA_R10_5.fsm
0,4,10,5,2,1,453,5239,1831,0.349494,0.001263,TS,SVS-method,0,DFA_R10_5.fsm
0,4,10,5,2,1,717,6604,1740,0.263477,0.001233,TS,W-method,1,DFA_R10_5.fsm
0,4,10,5,2,1,973,8670,1996,0.230219,0.001531,TS,W-methodST,2,DFA_R10_5.fsm
0,4,10,5,2,1,590,5195,1361,0.261983,0.001012,TS,Wp-method,3,DFA_R10_5.fsm
0,4,10,5,2,1,576,4912,1347,0.274226,0.001032,TS,Wp-methodST,4,DFA_R10_5.fsm
0,4,10,5,2,1,470,4640,1139,0.245474,0.000801,TS,HSI-method,5,DFA_R10_5.fsm
0,4,10,5,2,1,258,3145,1537,0.488712,0.00057,TS,HSI-methodST,6,DFA_R10_5.fsm
0,4,10,5,2,1,283,3403,1473,0.432853,0.000651,TS,H-method,7,DFA_R10_5.fsm
0,4,10,5,2,1,241,3487,1941,0.556639,0.00123,TS,SPY-method,8,DFA_R10_5.fsm
0,4,10,5,2,1,210,2876,1547,0.5379,0.000966,TS,SPY-methodST,9,DFA_R10_5.fsm
0,4,10,5,2,1,221,2947,1449,0.491686,0.001392,TS,SPYH-method,10,DFA_R10_5.fsm
0,4,10,5,2,1,90,2708,2245,0.829025,0.008291,TS,S-method,11,DFA_R10_5.fsm
0,4,10,5,2,2,2263,30691,9165,0.298622,0.005557,TS,SVS-method,0,DFA_R10_5.fsm
0,4,10,5,2,2,3587,40194,8710,0.216699,0.006596,TS,W-method,1,DFA_R10_5.fsm
0,4,10,5,2,2,4868,53085,9991,0.188208,0.00791,TS,W-methodST,2,DFA_R10_5.fsm
