Correct/IndistMachines,FSMtype,States,Inputs,Outputs,ES,Resets,Symbols,Size,Exploration,seconds,AlgorithmType,Algorithm,AlgId,fileName
0,2,600,5,5,0,64236,490296,87159,0.177768,0.831583,TS,SVS-method,0,Mealy_R600_5.fsm
0,2,600,5,5,0,13454,95319,23657,0.248188,0.39315,TS,W-method,1,Mealy_R600_5.fsm
0,2,600,5,5,0,17279,119693,22680,0.189485,0.269011,TS,W-methodST,2,Mealy_R600_5.fsm
0,2,600,5,5,0,10787,69143,14190,0.205227,0.239643,TS,Wp-method,3,Mealy_R600_5.fsm
0,2,600,5,5,0,10115,64853,13510,0.208317,0.235559,TS,Wp-methodST,4,Mealy_R600_5.fsm
0,2,600,5,5,0,10882,69754,14286,0.204805,0.051502,TS,HSI-method,5,Mealy_R600_5.fsm
0,2,600,5,5,0,2924,27444,14596,0.531847,0.142415,TS,HSI-methodST,6,Mealy_R600_5.fsm
0,2,600,5,5,0,5359,42779,15124,0.353538,0.13717,TS,H-method,7,Mealy_R600_5.fsm
0,2,600,5,5,0,5996,44237,15797,0.357099,0.052144,TS,SPY-method,8,Mealy_R600_5.fsm
0,2,600,5,5,0,2612,25909,14646,0.565286,0.153155,TS,SPY-methodST,9,Mealy_R600_5.fsm
0,2,600,5,5,0,4197,35559,15805,0.444473,0.344857,TS,SPYH-method,10,Mealy_R600_5.fsm
0,2,600,5,5,0,1319,24274,19221,0.791835,12.87827,TS,S-method,11,Mealy_R600_5.fsm
0,2,600,5,5,1,321823,2778491,436497,0.157099,1.737652,TS,SVS-method,0,Mealy_R600_5.fsm
0,2,600,5,5,1,67228,543564,118248,0.217542,0.51575,TS,W-method,1,Mealy_R600_5.fsm
0,2,600,5,5,1,86436,685148,113446,0.165579,0.360498,TS,W-methodST,2,Mealy_R600_5.fsm
0,2,600,5,5,1,53998,400127,70990,0.177419,0.322189,TS,Wp-method,3,Mealy_R600_5.fsm
0,2,600,5,5,1,50713,375849,67667,0.180038,0.301407,TS,Wp-methodST,4,Mealy_R600_5.fsm
0,2,600,5,5,1,54434,403353,71440,0.177115,0.11459,TS,HSI-method,5,Mealy_R600_5.fsm
0,2,600,5,5,1,14658,152181,73150,0.480678,0.170892,TS,HSI-methodST,6,Mealy_R600_5.fsm
0,2,600,5,5,1,24648,229955,73399,0.319189,0.578715,TS,H-method,7,Mealy_R600_5.fsm
0,2,600,5,5,1,26178,233329,84817,0.363508,0.186889,TS,SPY-method,8,Mealy_R600_5.fsm
0,2,600,5,5,1,12946,143216,74547,0.520521,0.231979,TS,SPY-methodST,9,Mealy_R600_5.fsm
0,2,600,5,5,1,15760,162387,72781,0.448195,5.470425,TS,SPYH-method,10,Mealy_R600_5.fsm
0,2,600,5,5,1,5951,130958,102980,0.786359,109.156005,TS,S-method,11,Mealy_R600_5.fsm
0,2,600,5,5,2,1609078,15501482,2182619,0.140801,7.07015,TS,SVS-method,0,Mealy_R600_5.fsm
0,2,600,5,5,2,336140,3053960,591245,0.193599,1.292103,TS,W-method,1,Mealy_R600_5.fsm
0,2,600,5,5,2,432180,3857920,567235,0.147031,0.970118,TS,W-methodST,2,Mealy_R600_5.fsm
0,2,600,5,5,2,269973,2270571,354907,0.156307,0.769765,TS,Wp-method,3,Mealy_R600_5.fsm
0,2,600,5,5,2,253468,2132076,338174,0.158613,0.667448,TS,Wp-methodST,4,Mealy_R600_5.fsm
0,2,600,5,5,2,272214,2289342,357212,0.156033,0.486076,TS,HSI-method,5,Mealy_R600_5.fsm
0,2,600,5,5,2,73456,835427,365922,0.438006,0.340504,TS,HSI-methodST,6,Mealy_R600_5.fsm
