4	664	32	0	DFA_n664_p32_as	1	3	3	6	13	38	76	108	112	86	59	40	27	22	18	20	18	10	4
4	664	32	1	DFA_n664_p32_svs	230	1	0	33	88	107	72	37	24	18	22	16	12	4
4	664	32	2	DFA_n664_p32_sepSeq	0	217923	2083	92	16	2
