4	241	15	0	DFA_n241_p15_as	1	2	2	2	3	4	5	7	9	12	15	16	16	16	16	15	15	14	14	13	12	11	9	7	4	1
4	241	15	1	DFA_n241_p15_svs	0	1	0	0	0	0	65	50	40	35	30	15	5
4	241	15	2	DFA_n241_p15_sepSeq	0	28840	80
