4	97	12	0	DFA_n97_p12_as	1	2	2	2	3	4	5	7	8	8	8	8	7	7	6	6	5	4	3	1
4	97	12	1	DFA_n97_p12_svs	0	1	0	0	0	40	28	16	8	4
4	97	12	2	DFA_n97_p12_sepSeq	0	4632	24
